episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage,subset
72,3,play,728.0,2,3,"[""2H"", ""11D"", ""12S"", ""9C"", ""2D"", ""11C"", ""11S"", ""11H""]","[""2H"", ""11D"", ""12S"", ""9C"", ""2D"", ""11C"", ""11S"", ""11H""]","[""6H"", ""7H"", ""9H"", ""1D"", ""4D"", ""5D"", ""7D"", ""8D"", ""10D"", ""12D"", ""1C"", ""2C"", ""5C"", ""6C"", ""8C"", ""12C"", ""5S"", ""6S"", ""8S"", ""10S""]",726.629196677059,play_top10
14,2,play,412.0,3,3,"[""13C"", ""13H"", ""12D"", ""13S"", ""12H"", ""5C"", ""7C"", ""9D""]","[""13C"", ""13H"", ""12D"", ""13S"", ""12H"", ""5C"", ""7C"", ""9D""]","[""3H"", ""4H"", ""5H"", ""8H"", ""9H"", ""10H"", ""1D"", ""2D"", ""3D"", ""5D"", ""6D"", ""13D"", ""1C"", ""3C"", ""4C"", ""6C"", ""8C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""10S"", ""11S""]",410.9861557719112,play_top10
25,4,play,408.0,1,3,"[""6S"", ""13C"", ""12S"", ""12D"", ""12H"", ""11D"", ""9H"", ""13H""]","[""6S"", ""13C"", ""12S"", ""12D"", ""12H"", ""11D"", ""9H"", ""13H""]","[""2H"", ""5H"", ""10H"", ""3D"", ""10D"", ""13D"", ""6C"", ""10C"", ""1S"", ""2S"", ""3S"", ""10S""]",406.85643899023535,play_top10
44,5,play,388.0,1,2,"[""1S"", ""11C"", ""4D"", ""9H"", ""11D"", ""12D"", ""12S"", ""11H""]","[""1S"", ""11C"", ""4D"", ""9H"", ""11D"", ""12D"", ""12S"", ""11H""]","[""1H"", ""8H"", ""9D"", ""2C"", ""4C"", ""5C"", ""8C"", ""4S""]",386.774136493206,play_top10
23,5,play,376.0,0,3,"[""9C"", ""12H"", ""4S"", ""9D"", ""1C"", ""13D"", ""12S"", ""12C""]","[""9C"", ""12H"", ""4S"", ""9D"", ""1C"", ""13D"", ""12S"", ""12C""]","[""1H"", ""6H"", ""11D"", ""6C""]",376.470400005579,play_top10
100,4,play,376.0,1,3,"[""9H"", ""12S"", ""7H"", ""12H"", ""9S"", ""6C"", ""13D"", ""12D""]","[""9H"", ""12S"", ""7H"", ""12H"", ""9S"", ""6C"", ""13D"", ""12D""]","[""7D"", ""9D"", ""2C"", ""3C"", ""8C"", ""11C"", ""1S"", ""3S"", ""4S"", ""6S"", ""7S"", ""10S""]",375.0484071564674,play_top10
56,3,play,372.0,2,3,"[""9C"", ""9H"", ""12H"", ""9S"", ""13S"", ""4H"", ""4C"", ""13H""]","[""9C"", ""9H"", ""12H"", ""9S"", ""13S"", ""4H"", ""4C"", ""13H""]","[""1H"", ""3H"", ""6H"", ""11H"", ""2D"", ""3D"", ""4D"", ""7D"", ""8D"", ""13D"", ""3C"", ""10C"", ""11C"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""11S"", ""12S""]",370.8930557063222,play_top10
77,2,play,368.0,3,3,"[""10D"", ""10S"", ""11H"", ""11C"", ""6H"", ""4C"", ""10H"", ""5D""]","[""10D"", ""10S"", ""11H"", ""11C"", ""6H"", ""4C"", ""10H"", ""5D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""8H"", ""12H"", ""2D"", ""3D"", ""4D"", ""6D"", ""7D"", ""8D"", ""9D"", ""12D"", ""1C"", ""3C"", ""5C"", ""7C"", ""8C"", ""10C"", ""1S"", ""2S"", ""6S"", ""7S"", ""9S"", ""11S"", ""12S""]",367.36268654733897,play_top10
76,8,play,360.0,0,0,"[""2C"", ""8S"", ""12S"", ""7D"", ""1D"", ""7H"", ""12D"", ""12C""]","[""2C"", ""8S"", ""12S"", ""7D"", ""1D"", ""7H"", ""12D"", ""12C""]",[],360.69114458560944,play_top10
11,8,play,356.0,0,0,"[""9D"", ""3C"", ""2S"", ""9C"", ""2D"", ""11C"", ""11S"", ""9S""]","[""9D"", ""3C"", ""2S"", ""9C"", ""2D"", ""11C"", ""11S"", ""9S""]",[],356.62318700551987,play_top10
61,6,play,352.0,1,1,"[""11H"", ""9C"", ""9S"", ""10H"", ""7D"", ""6D"", ""10S"", ""10C""]","[""11H"", ""9C"", ""9S"", ""10H"", ""7D"", ""6D"", ""10S"", ""10C""]","[""12H"", ""13H"", ""5S""]",350.483103801012,play_top10
34,3,play,348.0,2,3,"[""9H"", ""9C"", ""12D"", ""10S"", ""13S"", ""8C"", ""10H"", ""9S""]","[""9H"", ""9C"", ""12D"", ""10S"", ""13S"", ""8C"", ""10H"", ""9S""]","[""5H"", ""6H"", ""11H"", ""13H"", ""4D"", ""6D"", ""8D"", ""9D"", ""10D"", ""13D"", ""1C"", ""3C"", ""10C"", ""11C"", ""1S"", ""3S"", ""6S"", ""7S"", ""8S"", ""12S""]",346.8927515643835,play_top10
58,4,play,348.0,2,2,"[""2S"", ""4S"", ""4C"", ""13C"", ""2D"", ""13H"", ""2C"", ""13S""]","[""2S"", ""4S"", ""4C"", ""13C"", ""2D"", ""13H"", ""2C"", ""13S""]","[""2H"", ""5H"", ""7H"", ""8H"", ""9H"", ""1D"", ""12D"", ""13D"", ""5C"", ""6C"", ""9C"", ""10C"", ""12C"", ""3S"", ""6S""]",346.75156475275753,play_top10
51,6,play,344.0,0,2,"[""3S"", ""11S"", ""5S"", ""7C"", ""10S"", ""10H"", ""13S"", ""12S""]","[""3S"", ""11S"", ""5S"", ""7C"", ""10S"", ""10H"", ""13S"", ""12S""]",[],344.51551842689514,play_top10
85,4,play,340.0,2,2,"[""8S"", ""2H"", ""10H"", ""13S"", ""12H"", ""9D"", ""5C"", ""11D""]","[""8S"", ""2H"", ""10H"", ""13S"", ""12H"", ""9D"", ""5C"", ""11D""]","[""3H"", ""4H"", ""11H"", ""2D"", ""6D"", ""7D"", ""10D"", ""1C"", ""2C"", ""4C"", ""6C"", ""9C"", ""10C"", ""2S"", ""7S"", ""11S"", ""12S""]",339.66847860097886,play_top10
70,7,play,340.0,1,0,"[""6C"", ""10S"", ""3D"", ""9H"", ""7D"", ""13C"", ""12D"", ""11S""]","[""6C"", ""10S"", ""3D"", ""9H"", ""7D"", ""13C"", ""12D"", ""11S""]",[],339.6279601919651,play_top10
13,2,play,340.0,3,3,"[""8D"", ""12S"", ""10H"", ""3D"", ""11H"", ""10C"", ""9C"", ""13D""]","[""8D"", ""12S"", ""10H"", ""3D"", ""11H"", ""10C"", ""9C"", ""13D""]","[""1H"", ""2H"", ""4H"", ""7H"", ""8H"", ""9H"", ""2D"", ""5D"", ""9D"", ""10D"", ""11D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""7S"", ""8S"", ""9S"", ""10S"", ""13S""]",339.3761921867728,play_top10
94,4,play,340.0,2,2,"[""13S"", ""12S"", ""12D"", ""11S"", ""8D"", ""6H"", ""9H"", ""10D""]","[""13S"", ""12S"", ""12D"", ""11S"", ""8D"", ""6H"", ""9H"", ""10D""]","[""1H"", ""2H"", ""3H"", ""12H"", ""4D"", ""5D"", ""6D"", ""9D"", ""1C"", ""4C"", ""10C"", ""12C"", ""6S"", ""9S"", ""10S""]",339.3198610845208,play_top10
12,3,play,340.0,2,3,"[""10H"", ""6H"", ""12H"", ""13H"", ""10D"", ""7D"", ""9H"", ""13S""]","[""10H"", ""6H"", ""12H"", ""13H"", ""10D"", ""7D"", ""9H"", ""13S""]","[""1H"", ""3H"", ""4H"", ""5H"", ""7H"", ""3D"", ""6D"", ""12D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""9C"", ""10C"", ""2S"", ""4S"", ""6S"", ""7S"", ""11S""]",338.6666435903311,play_top10
87,4,play,336.0,2,2,"[""12H"", ""9S"", ""13H"", ""10C"", ""10H"", ""8H"", ""6H"", ""7D""]","[""12H"", ""9S"", ""13H"", ""10C"", ""10H"", ""8H"", ""6H"", ""7D""]","[""1H"", ""2H"", ""3H"", ""11H"", ""3D"", ""5D"", ""8D"", ""10D"", ""11D"", ""4C"", ""8C"", ""1S"", ""4S"", ""7S"", ""12S"", ""13S""]",335.19486610859633,play_top10
41,3,play,332.0,2,3,"[""13H"", ""8H"", ""12H"", ""6S"", ""5H"", ""6H"", ""9H"", ""2H""]","[""13H"", ""8H"", ""12H"", ""6S"", ""5H"", ""6H"", ""9H"", ""2H""]","[""7H"", ""10H"", ""11H"", ""4D"", ""5D"", ""10D"", ""13D"", ""2C"", ""3C"", ""4C"", ""6C"", ""9C"", ""11C"", ""12C"", ""2S"", ""5S"", ""7S"", ""9S"", ""11S"", ""12S""]",330.4595352527499,play_top10
88,3,play,328.0,2,3,"[""10C"", ""12H"", ""1D"", ""10D"", ""6D"", ""7H"", ""6S"", ""10S""]","[""10C"", ""12H"", ""1D"", ""10D"", ""6D"", ""7H"", ""6S"", ""10S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""11H"", ""2D"", ""11D"", ""13D"", ""4C"", ""9C"", ""11C"", ""1S"", ""3S"", ""4S"", ""5S"", ""8S"", ""11S""]",327.37070258408784,play_top10
4,3,play,328.0,2,3,"[""12C"", ""9S"", ""3H"", ""11C"", ""13C"", ""8C"", ""3C"", ""11H""]","[""12C"", ""9S"", ""3H"", ""11C"", ""13C"", ""8C"", ""3C"", ""11H""]","[""2H"", ""4H"", ""5H"", ""6H"", ""7H"", ""12H"", ""2D"", ""6D"", ""7D"", ""8D"", ""10D"", ""1C"", ""2C"", ""5C"", ""6C"", ""3S"", ""6S"", ""7S"", ""10S"", ""12S""]",327.2742648835108,play_top10
11,4,play,324.0,1,3,"[""12H"", ""13H"", ""13S"", ""2H"", ""10H"", ""1H"", ""9H"", ""6C""]","[""12H"", ""13H"", ""13S"", ""2H"", ""10H"", ""1H"", ""9H"", ""6C""]","[""5H"", ""2D"", ""4D"", ""10D"", ""2C"", ""3C"", ""9C"", ""11C"", ""2S"", ""7S"", ""9S"", ""11S""]",322.984336296916,play_top10
8,6,play,320.0,0,2,"[""2D"", ""3S"", ""10H"", ""12S"", ""9S"", ""11H"", ""4S"", ""8H""]","[""2D"", ""3S"", ""10H"", ""12S"", ""9S"", ""11H"", ""4S"", ""8H""]",[],320.8030893802643,play_top10
46,8,play,320.0,0,0,"[""12H"", ""10D"", ""5D"", ""12D"", ""9C"", ""11C"", ""8D"", ""7S""]","[""12H"", ""10D"", ""5D"", ""12D"", ""9C"", ""11C"", ""8D"", ""7S""]",[],320.7091631889343,play_top10
2,2,play,320.0,3,3,"[""9D"", ""8H"", ""10C"", ""1S"", ""5H"", ""1C"", ""11S"", ""12H""]","[""9D"", ""8H"", ""10C"", ""1S"", ""5H"", ""1C"", ""11S"", ""12H""]","[""1H"", ""4H"", ""9H"", ""11H"", ""13H"", ""3D"", ""4D"", ""5D"", ""8D"", ""10D"", ""11D"", ""13D"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""11C"", ""13C"", ""2S"", ""3S"", ""7S"", ""9S"", ""10S"", ""12S"", ""13S""]",319.7956067791581,play_top10
8,2,play,320.0,3,3,"[""8S"", ""12D"", ""11C"", ""10C"", ""9H"", ""6D"", ""4D"", ""1H""]","[""8S"", ""12D"", ""11C"", ""10C"", ""9H"", ""6D"", ""4D"", ""1H""]","[""3H"", ""4H"", ""6H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""5D"", ""7D"", ""8D"", ""11D"", ""2C"", ""3C"", ""5C"", ""7C"", ""8C"", ""13C"", ""2S"", ""3S"", ""4S"", ""5S"", ""7S"", ""9S"", ""10S"", ""12S""]",319.57717287939045,play_top10
55,1,play,320.0,4,3,"[""10S"", ""8D"", ""11D"", ""8C"", ""7D"", ""1S"", ""9H"", ""12H""]","[""10S"", ""8D"", ""11D"", ""8C"", ""7D"", ""1S"", ""9H"", ""12H""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""9D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""7C"", ""9C"", ""11C"", ""12C"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""11S"", ""12S"", ""13S""]",319.3310921764374,play_top10
58,2,play,320.0,3,3,"[""10H"", ""12S"", ""1S"", ""9D"", ""8C"", ""10S"", ""12H"", ""11H""]","[""10H"", ""12S"", ""1S"", ""9D"", ""8C"", ""10S"", ""12H"", ""11H""]","[""2H"", ""3H"", ""4H"", ""5H"", ""7H"", ""8H"", ""9H"", ""13H"", ""1D"", ""2D"", ""4D"", ""10D"", ""12D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""12C"", ""13C"", ""3S"", ""6S"", ""8S"", ""11S"", ""13S""]",318.8592885787785,play_top10
10,7,play,316.0,0,1,"[""9H"", ""12H"", ""12S"", ""3H"", ""5D"", ""1D"", ""5C"", ""5H""]","[""9H"", ""12H"", ""12S"", ""3H"", ""5D"", ""1D"", ""5C"", ""5H""]",[],316.77291363477707,play_top10
6,3,play,316.0,2,3,"[""9D"", ""13D"", ""10D"", ""7D"", ""8H"", ""5D"", ""1C"", ""12C""]","[""9D"", ""13D"", ""10D"", ""7D"", ""8H"", ""5D"", ""1C"", ""12C""]","[""1H"", ""2H"", ""6H"", ""11H"", ""13H"", ""6D"", ""8D"", ""2C"", ""5C"", ""7C"", ""9C"", ""10C"", ""11C"", ""1S"", ""4S"", ""5S"", ""7S"", ""9S"", ""10S"", ""13S""]",315.20774074196817,play_top10
24,1,play,316.0,4,3,"[""7D"", ""9S"", ""7C"", ""3C"", ""9C"", ""13C"", ""4C"", ""11C""]","[""7D"", ""9S"", ""7C"", ""3C"", ""9C"", ""13C"", ""4C"", ""11C""]","[""2H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""6C"", ""8C"", ""10C"", ""12C"", ""1S"", ""4S"", ""5S"", ""6S"", ""7S"", ""10S"", ""11S"", ""12S"", ""13S""]",314.7791414183378,play_top10
83,2,play,312.0,3,3,"[""1D"", ""6H"", ""5H"", ""6D"", ""12H"", ""6C"", ""11H"", ""9H""]","[""1D"", ""6H"", ""5H"", ""6D"", ""12H"", ""6C"", ""11H"", ""9H""]","[""1H"", ""2H"", ""3H"", ""4H"", ""8H"", ""10H"", ""13H"", ""2D"", ""4D"", ""5D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""4C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""3S"", ""5S"", ""6S"", ""9S"", ""12S"", ""13S""]",312.0002297317982,play_top10
64,2,play,312.0,3,3,"[""10H"", ""10D"", ""11D"", ""10C"", ""4S"", ""5H"", ""6H"", ""4C""]","[""10H"", ""10D"", ""11D"", ""10C"", ""4S"", ""5H"", ""6H"", ""4C""]","[""1H"", ""2H"", ""4H"", ""9H"", ""11H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""13D"", ""1C"", ""2C"", ""3C"", ""6C"", ""8C"", ""9C"", ""13C"", ""1S"", ""2S"", ""5S"", ""8S"", ""9S"", ""11S"", ""12S""]",311.4446103051305,play_top10
38,4,play,312.0,1,3,"[""4C"", ""13H"", ""13D"", ""8D"", ""10H"", ""4H"", ""4D"", ""7D""]","[""4C"", ""13H"", ""13D"", ""8D"", ""10H"", ""4H"", ""4D"", ""7D""]","[""1H"", ""5H"", ""7H"", ""8H"", ""9H"", ""11H"", ""2C"", ""6C"", ""11C"", ""7S"", ""9S"", ""13S""]",311.357046431005,play_top10
1,1,play,312.0,4,3,"[""10D"", ""11D"", ""3C"", ""10C"", ""4H"", ""10S"", ""9C"", ""4D""]","[""10D"", ""11D"", ""3C"", ""10C"", ""4H"", ""10S"", ""9C"", ""4D""]","[""2H"", ""3H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""8D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""7S"", ""8S"", ""9S"", ""11S"", ""13S""]",311.22133449614046,play_top10
83,3,play,312.0,2,3,"[""7C"", ""9D"", ""4S"", ""7D"", ""8S"", ""8D"", ""5C"", ""8C""]","[""7C"", ""9D"", ""4S"", ""7D"", ""8S"", ""8D"", ""5C"", ""8C""]","[""1H"", ""2H"", ""3H"", ""8H"", ""10H"", ""13H"", ""2D"", ""4D"", ""5D"", ""10D"", ""11D"", ""3C"", ""4C"", ""9C"", ""10C"", ""13C"", ""3S"", ""9S"", ""12S"", ""13S""]",310.81537168234587,play_top10
54,1,play,308.0,4,3,"[""6D"", ""6H"", ""4D"", ""13D"", ""12D"", ""3C"", ""7D"", ""11C""]","[""6D"", ""6H"", ""4D"", ""13D"", ""12D"", ""3C"", ""7D"", ""11C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""5D"", ""8D"", ""9D"", ""10D"", ""11D"", ""1C"", ""2C"", ""4C"", ""5C"", ""8C"", ""10C"", ""12C"", ""13C"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""11S"", ""12S"", ""13S""]",307.69571776509287,play_top10
77,3,play,308.0,2,3,"[""8S"", ""6C"", ""9C"", ""13C"", ""12C"", ""13D"", ""9H"", ""2C""]","[""8S"", ""6C"", ""9C"", ""13C"", ""12C"", ""13D"", ""9H"", ""2C""]","[""1H"", ""2H"", ""4H"", ""5H"", ""8H"", ""12H"", ""3D"", ""6D"", ""7D"", ""8D"", ""9D"", ""1C"", ""3C"", ""5C"", ""7C"", ""8C"", ""10C"", ""6S"", ""9S"", ""11S""]",307.4212473198771,play_top10
21,5,play,304.0,1,2,"[""2S"", ""7H"", ""5H"", ""11H"", ""8H"", ""8S"", ""10H"", ""1D""]","[""2S"", ""7H"", ""5H"", ""11H"", ""8H"", ""8S"", ""10H"", ""1D""]","[""13H"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""11D"", ""1C"", ""7S"", ""11S""]",303.6440695756674,play_top10
22,1,play,300.0,4,3,"[""11S"", ""7C"", ""10H"", ""9D"", ""8S"", ""13S"", ""6S"", ""4C""]","[""11S"", ""7C"", ""10H"", ""9D"", ""8S"", ""13S"", ""6S"", ""4C""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""11D"", ""12D"", ""1C"", ""3C"", ""5C"", ""6C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""2S"", ""4S"", ""5S"", ""7S"", ""9S"", ""10S"", ""12S""]",299.6912863010168,play_top10
72,2,play,296.0,3,3,"[""4H"", ""13C"", ""12H"", ""7S"", ""10H"", ""5H"", ""8H"", ""4C""]","[""4H"", ""13C"", ""12H"", ""7S"", ""10H"", ""5H"", ""8H"", ""4C""]","[""3H"", ""6H"", ""7H"", ""9H"", ""1D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""9D"", ""10D"", ""12D"", ""1C"", ""2C"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""1S"", ""4S"", ""5S"", ""6S"", ""8S"", ""10S""]",296.0243089544773,play_top10
93,2,play,296.0,3,3,"[""4H"", ""11S"", ""5H"", ""4D"", ""6C"", ""11C"", ""4S"", ""10C""]","[""4H"", ""11S"", ""5H"", ""4D"", ""6C"", ""11C"", ""4S"", ""10C""]","[""1H"", ""3H"", ""7H"", ""10H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""8D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""5C"", ""8C"", ""9C"", ""1S"", ""3S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""12S""]",295.3747868338227,play_top10
38,1,play,296.0,4,3,"[""10D"", ""1C"", ""10C"", ""6D"", ""9C"", ""3D"", ""7C"", ""12C""]","[""10D"", ""1C"", ""10C"", ""6D"", ""9C"", ""3D"", ""7C"", ""12C""]","[""1H"", ""2H"", ""4H"", ""5H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""4D"", ""7D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""2C"", ""3C"", ""4C"", ""6C"", ""8C"", ""11C"", ""13C"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""11S"", ""12S"", ""13S""]",295.0349265408516,play_top10
4,5,play,292.0,0,3,"[""7S"", ""10D"", ""7H"", ""6H"", ""8D"", ""6C"", ""4H"", ""7D""]","[""7S"", ""10D"", ""7H"", ""6H"", ""8D"", ""6C"", ""4H"", ""7D""]","[""5H"", ""12H"", ""2D"", ""6S""]",292.22497637569904,play_top10
6,2,play,292.0,3,3,"[""12S"", ""6S"", ""3S"", ""2D"", ""12D"", ""3H"", ""11D"", ""3C""]","[""12S"", ""6S"", ""3S"", ""2D"", ""12D"", ""3H"", ""11D"", ""3C""]","[""1H"", ""2H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""4D"", ""6D"", ""8D"", ""2C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""1S"", ""2S"", ""4S"", ""5S"", ""7S"", ""9S"", ""10S"", ""13S""]",291.84467381715774,play_top10
90,1,play,292.0,4,3,"[""7D"", ""10H"", ""11H"", ""6S"", ""7C"", ""3H"", ""13H"", ""1H""]","[""7D"", ""10H"", ""11H"", ""6S"", ""7C"", ""3H"", ""13H"", ""1H""]","[""2H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""4C"", ""6C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""12S""]",291.7510333812237,play_top10
99,1,play,292.0,4,3,"[""2D"", ""7S"", ""4S"", ""7D"", ""12S"", ""9D"", ""10S"", ""5S""]","[""2D"", ""7S"", ""4S"", ""7D"", ""12S"", ""9D"", ""10S"", ""5S""]","[""1H"", ""2H"", ""3H"", ""5H"", ""6H"", ""8H"", ""10H"", ""11H"", ""13H"", ""1D"", ""4D"", ""6D"", ""8D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""6S"", ""8S"", ""11S"", ""13S""]",291.1230343067646,play_top10
79,7,play,288.0,0,1,"[""1C"", ""1H"", ""13S"", ""10C"", ""11S"", ""10H"", ""2C"", ""10S""]","[""1C"", ""1H"", ""13S"", ""10C"", ""11S"", ""10H"", ""2C"", ""10S""]",[],288.69428008794785,play_top10
59,10,play,12.0,0,0,"[""2D"", ""7D"", ""1C"", ""8H"", ""6H""]","[""2D"", ""7D"", ""1C""]",[],13.170366644859314,play_bottom10
15,5,play,16.0,2,1,"[""9H"", ""11D"", ""2C"", ""4D"", ""7S"", ""7C"", ""5S"", ""6D""]","[""9H"", ""11D"", ""2C"", ""4D"", ""7C"", ""5S"", ""6D""]","[""2H"", ""3H"", ""5H"", ""7H"", ""8H"", ""10H"", ""11H"", ""13H"", ""5D"", ""7D"", ""8D"", ""9C"", ""12C"", ""3S"", ""11S""]",15.57599414229393,play_bottom10
61,2,play,16.0,3,3,"[""1H"", ""2D"", ""3C"", ""9D"", ""7S"", ""6S"", ""4C"", ""11C""]","[""1H"", ""2D"", ""3C"", ""9D"", ""7S"", ""6S"", ""4C"", ""11C""]","[""2H"", ""5H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""10D"", ""12D"", ""5C"", ""7C"", ""9C"", ""10C"", ""12C"", ""3S"", ""5S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",15.740279473364351,play_bottom10
33,8,play,15.0,0,0,"[""5C"", ""6H"", ""4H"", ""9D"", ""10C"", ""7D"", ""1H"", ""10H""]","[""5C"", ""6H"", ""4H"", ""9D"", ""7D"", ""1H"", ""10H""]",[],15.872848391532898,play_bottom10
26,4,play,17.0,2,2,"[""6D"", ""12D"", ""2D"", ""1H"", ""7C"", ""4D"", ""3H"", ""8H""]","[""6D"", ""12D"", ""2D"", ""1H"", ""7C"", ""4D"", ""3H"", ""8H""]","[""5H"", ""10H"", ""13H"", ""3D"", ""11D"", ""3C"", ""9C"", ""10C"", ""11C"", ""12C"", ""3S"", ""5S"", ""10S"", ""12S""]",15.994902111291886,play_bottom10
37,2,play,17.0,3,3,"[""10D"", ""5H"", ""3S"", ""6S"", ""12D"", ""9D"", ""2H"", ""7H""]","[""10D"", ""5H"", ""3S"", ""6S"", ""12D"", ""9D"", ""2H"", ""7H""]","[""1H"", ""3H"", ""4H"", ""8H"", ""10H"", ""12H"", ""4D"", ""5D"", ""6D"", ""8D"", ""11D"", ""13D"", ""1C"", ""3C"", ""7C"", ""9C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S""]",16.528206035792827,play_bottom10
99,7,play,17.0,1,0,"[""1S"", ""10H"", ""12C"", ""6C"", ""8H"", ""2H"", ""5C"", ""8S""]","[""1S"", ""10H"", ""12C"", ""6C"", ""2H"", ""5C"", ""8S""]",[],16.891624530553816,play_bottom10
96,2,play,17.0,3,3,"[""10S"", ""11D"", ""1C"", ""12D"", ""6C"", ""7C"", ""3H"", ""9D""]","[""10S"", ""11D"", ""1C"", ""12D"", ""6C"", ""7C"", ""3H"", ""9D""]","[""4H"", ""5H"", ""9H"", ""10H"", ""13H"", ""1D"", ""2D"", ""3D"", ""5D"", ""7D"", ""8D"", ""10D"", ""2C"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""6S"", ""7S"", ""8S"", ""12S"", ""13S""]",17.07006056278944,play_bottom10
