episode,steps,return_train,return_plot,actual_score,avg_train_100,avg_plot_100,avg_score_100,max_plot,ecoef,play_ratio
5400,41161,213.18666666666664,263.0,263.0,136.35320000000002,161.55,161.55,755.0,0.019230769230769232,0.625
5500,41935,355.02666666666664,219.0,219.0,178.37640000000007,170.51,170.51,755.0,0.019230769230769232,0.625
5600,42685,184.90666666666664,178.0,178.0,167.03453333333334,180.05,180.05,755.0,0.019230769230769232,0.625
5700,43445,74.01333333333334,173.0,173.0,164.54613333333336,161.22,161.22,755.0,0.019230769230769232,0.625
5800,44204,142.0,142.0,142.0,181.51839999999993,161.34,161.34,755.0,0.019230769230769232,1.0
5900,44956,1.3200000000000003,113.0,113.0,163.36159999999995,163.74,163.74,755.0,0.019230769230769232,0.7142857142857143
6000,45717,82.4,98.0,98.0,163.4189333333333,178.46,178.46,755.0,0.016153846153846158,0.625
6100,46471,277.29333333333335,149.0,149.0,167.21693333333332,166.65,166.65,755.0,0.016153846153846158,0.625
6200,47226,215.84,134.0,134.0,154.87493333333333,161.84,161.84,755.0,0.016153846153846158,0.625
6300,47978,-17.293333333333337,105.0,105.0,193.06173333333336,172.17,172.17,755.0,0.016153846153846158,0.7142857142857143
6400,48749,48.92,203.0,203.0,150.66066666666666,163.11,163.11,755.0,0.016153846153846158,0.625
6500,49504,340.48,268.0,268.0,177.44026666666662,173.7,173.7,755.0,0.013076923076923076,0.625
