episode,steps,return_train,return_plot,actual_score,avg_train_100,avg_plot_100,avg_score_100,max_plot,ecoef,coef_dis,play_ratio
1800,13723,260.93333333333334,192.0,194.0,122.07520000000001,142.8,143.57,585.0,0.049510204081632654,0.3625,0.8333333333333334
1900,14482,302.17333333333335,109.0,110.0,143.83026666666672,154.29,155.35,585.0,0.049510204081632654,0.3625,0.625
2000,15253,292.09333333333336,167.0,167.0,150.58706666666666,151.33,152.31,585.0,0.049510204081632654,0.3625,0.625
2100,16017,127.25333333333332,228.0,229.0,131.2152,138.12,139.01,585.0,0.049510204081632654,0.3625,0.625
2200,16776,200.28,249.0,250.0,116.10986666666668,151.96,153.04,585.0,0.049346938775510205,0.3833333333333333,0.625
2300,17545,-27.28,222.0,223.0,147.5181333333333,141.78,142.8,585.0,0.049346938775510205,0.3833333333333333,0.625
2400,18307,259.1333333333333,139.0,140.0,159.2550666666667,143.89,145.04,585.0,0.049346938775510205,0.3833333333333333,0.625
2500,19057,29.77333333333334,91.0,94.0,131.87373333333332,156.73,157.79,585.0,0.049346938775510205,0.3833333333333333,0.625
2600,19803,-12.360000000000007,87.0,87.0,162.8972,154.93,156.1,585.0,0.049346938775510205,0.3833333333333333,0.625
2700,20544,183.42666666666668,133.0,135.0,118.75946666666665,148.62,149.55,663.0,0.049183673469387755,0.4041666666666667,0.7142857142857143
2800,21292,203.09333333333336,118.0,119.0,174.84480000000002,162.0,163.34,800.0,0.049183673469387755,0.4041666666666667,0.7142857142857143
2900,22049,214.07999999999998,302.0,304.0,165.14693333333335,153.18,154.58,800.0,0.049183673469387755,0.4041666666666667,0.625
3000,22795,111.01333333333334,74.0,74.0,153.89520000000002,155.32,156.49,800.0,0.049183673469387755,0.4041666666666667,0.625
3100,23547,315.5466666666666,142.0,146.0,146.60199999999998,143.73,144.8,800.0,0.049183673469387755,0.4041666666666667,0.625
3200,24300,318.1333333333333,254.0,254.0,153.0144,147.22,148.5,800.0,0.049183673469387755,0.4041666666666667,0.625
3300,25064,104.62666666666667,107.0,109.0,165.05000000000004,155.75,157.08,800.0,0.049020408163265305,0.425,0.625
3400,25809,42.95999999999998,190.0,192.0,143.09013333333334,155.7,157.14,800.0,0.049020408163265305,0.425,0.625
3500,26544,240.38666666666666,147.0,149.0,133.19053333333332,142.81,144.09,800.0,0.049020408163265305,0.425,0.7142857142857143
3600,27291,155.0,155.0,157.0,151.13666666666666,155.93,157.22,800.0,0.049020408163265305,0.425,1.0
3700,28045,-56.160000000000025,72.0,76.0,159.47066666666666,165.36,167.02,941.0,0.049020408163265305,0.425,0.7142857142857143
3800,28796,241.74666666666667,291.0,291.0,157.2634666666667,170.68,172.25,941.0,0.04885714285714286,0.4458333333333333,0.625
3900,29511,179.07999999999998,147.0,147.0,165.19799999999998,162.29,163.68,941.0,0.04885714285714286,0.4458333333333333,0.8333333333333334
4000,30232,239.26666666666668,77.0,77.0,170.51173333333332,169.0,170.68,941.0,0.04885714285714286,0.4458333333333333,0.625
4100,30974,169.89333333333335,104.0,104.0,150.5728,167.0,168.8,941.0,0.04885714285714286,0.4458333333333333,0.7142857142857143
4200,31703,202.53333333333333,72.0,75.0,162.75426666666667,167.29,169.08,941.0,0.04885714285714286,0.4458333333333333,0.7142857142857143
4300,32427,346.6933333333334,146.0,147.0,167.48320000000004,164.34,166.07,941.0,0.04885714285714286,0.4458333333333333,0.625
4400,33147,79.32,181.0,182.0,190.68959999999998,182.6,184.66,941.0,0.04869387755102041,0.4666666666666667,0.625
4500,33853,376.49333333333334,325.0,328.0,154.82466666666667,163.37,165.29,941.0,0.04869387755102041,0.4666666666666667,0.625
4600,34550,90.76,75.0,76.0,171.15279999999998,179.14,180.92,941.0,0.04869387755102041,0.4666666666666667,0.625
4700,35256,263.84,178.0,182.0,183.96013333333332,175.01,177.11,941.0,0.04869387755102041,0.4666666666666667,0.625
4800,35949,195.0,195.0,196.0,174.25906666666666,184.33,186.26,941.0,0.04869387755102041,0.4666666666666667,1.0
4900,36676,236.4266666666667,114.0,118.0,186.25440000000003,173.96,176.03,941.0,0.04869387755102041,0.4666666666666667,0.625
5000,37352,127.0,127.0,129.0,180.62253333333337,177.79,179.82,941.0,0.048530612244897964,0.4875,1.0
5100,38021,459.70666666666665,454.0,457.0,170.89186666666666,169.59,171.54,941.0,0.048530612244897964,0.4875,0.7142857142857143
5200,38702,122.0,122.0,124.0,181.10813333333334,186.37,188.59,941.0,0.048530612244897964,0.4875,1.0
5300,39401,288.05333333333334,286.0,286.0,180.85826666666668,174.13,176.26,941.0,0.048530612244897964,0.4875,0.8333333333333334
5400,40085,313.78666666666663,148.0,153.0,172.8076,174.01,176.26,941.0,0.048530612244897964,0.4875,0.7142857142857143
5500,40770,155.10666666666665,205.0,208.0,173.55266666666665,164.89,167.08,941.0,0.048530612244897964,0.4875,0.625
5600,41443,146.77333333333334,216.0,216.0,145.4608,158.64,161.05,941.0,0.048367346938775514,0.5083333333333333,0.625
5700,42107,343.44,366.0,366.0,186.4962666666667,177.5,179.87,941.0,0.048367346938775514,0.5083333333333333,0.625
5800,42780,241.78666666666666,154.0,156.0,172.96266666666668,174.8,177.0,941.0,0.048367346938775514,0.5083333333333333,0.625
5900,43456,241.25333333333333,234.0,240.0,169.04333333333335,179.21,181.78,941.0,0.048367346938775514,0.5083333333333333,0.8333333333333334
6000,44101,159.0,159.0,162.0,171.2586666666667,173.38,175.85,941.0,0.048367346938775514,0.5083333333333333,1.0
6100,44761,316.0,316.0,318.0,176.11213333333333,182.35,184.55,941.0,0.048367346938775514,0.5083333333333333,1.0
6200,45410,86.64,156.0,159.0,168.97266666666667,171.67,174.23,941.0,0.048204081632653065,0.5291666666666667,0.8333333333333334
6300,46031,189.57333333333332,120.0,121.0,162.62373333333335,176.18,178.94,941.0,0.048204081632653065,0.5291666666666667,0.7142857142857143
6400,46648,48.83999999999999,137.0,138.0,174.47373333333334,186.15,189.08,941.0,0.048204081632653065,0.5291666666666667,0.8333333333333334
6500,47285,35.54666666666665,244.0,247.0,179.80706666666669,183.79,186.94,941.0,0.048204081632653065,0.5291666666666667,0.7142857142857143
6600,47919,226.45333333333332,410.0,411.0,185.37400000000002,177.27,179.95,941.0,0.048204081632653065,0.5291666666666667,0.7142857142857143
6700,48561,150.32,134.0,135.0,188.90253333333334,191.57,194.2,941.0,0.048204081632653065,0.5291666666666667,0.8333333333333334
6800,49174,228.0,228.0,231.0,190.22319999999996,185.2,188.18,941.0,0.048040816326530615,0.55,1.0
6900,49793,142.0,142.0,143.0,166.43346666666667,173.69,176.8,941.0,0.048040816326530615,0.55,1.0
7000,50388,125.0,125.0,127.0,179.12493333333327,183.33,186.18,941.0,0.048040816326530615,0.55,1.0
7100,50999,362.50666666666666,270.0,272.0,201.29640000000003,194.09,197.15,941.0,0.048040816326530615,0.55,0.625
7200,51599,163.0,163.0,166.0,201.12266666666667,194.14,196.84,941.0,0.048040816326530615,0.55,1.0
7300,52206,310.0133333333333,235.0,240.0,174.4824,175.46,178.63,941.0,0.048040816326530615,0.55,0.8333333333333334
7400,52820,95.16,147.0,148.0,166.29026666666664,171.77,174.35,941.0,0.048040816326530615,0.55,0.7142857142857143
7500,53410,203.92000000000002,156.0,158.0,161.75253333333333,180.98,183.99,941.0,0.047877551020408166,0.5708333333333333,0.8333333333333334
7600,53986,126.0,126.0,130.0,189.67893333333333,187.08,190.66,941.0,0.047877551020408166,0.5708333333333333,1.0
7700,54576,164.41333333333333,123.0,126.0,196.15866666666668,202.2,205.72,941.0,0.047877551020408166,0.5708333333333333,0.8333333333333334
7800,55158,76.0,76.0,76.0,174.29133333333334,185.59,188.71,941.0,0.047877551020408166,0.5708333333333333,1.0
7900,55759,47.599999999999994,118.0,119.0,212.68946666666668,204.59,207.96,941.0,0.047877551020408166,0.5708333333333333,0.7142857142857143
8000,56356,116.0933333333333,215.0,222.0,163.36173333333335,178.05,181.22,941.0,0.047877551020408166,0.5708333333333333,0.7142857142857143
8100,56933,163.0,163.0,167.0,207.85720000000003,199.25,202.47,941.0,0.047877551020408166,0.5708333333333333,1.0
8200,57532,123.0,123.0,125.0,198.36813333333336,193.17,196.31,941.0,0.047714285714285716,0.5916666666666667,1.0
8300,58141,43.18666666666664,293.0,299.0,182.1668,182.45,185.88,941.0,0.047714285714285716,0.5916666666666667,0.625
8400,58744,164.0,164.0,167.0,196.44106666666667,189.94,193.11,941.0,0.047714285714285716,0.5916666666666667,1.0
8500,59352,164.0,164.0,165.0,197.3762666666667,205.62,209.03,941.0,0.047714285714285716,0.5916666666666667,1.0
8600,59948,107.89333333333333,110.0,112.0,206.8932,189.21,192.48,941.0,0.047714285714285716,0.5916666666666667,0.8333333333333334
8700,60559,190.94666666666666,167.0,171.0,158.858,183.01,186.29,941.0,0.047714285714285716,0.5916666666666667,0.625
8800,61166,83.50666666666666,149.0,150.0,173.06506666666664,182.3,185.53,941.0,0.047714285714285716,0.5916666666666667,0.7142857142857143
8900,61794,98.0,98.0,100.0,206.93826666666672,199.13,202.91,941.0,0.047551020408163266,0.6125,1.0
9000,62401,280.0,182.0,186.0,187.03733333333332,182.6,186.09,941.0,0.047551020408163266,0.6125,0.7142857142857143
9100,63001,309.0,309.0,311.0,191.13493333333335,193.04,196.46,941.0,0.047551020408163266,0.6125,1.0
9200,63620,273.56,199.0,200.0,184.46546666666669,190.45,194.0,941.0,0.047551020408163266,0.6125,0.8333333333333334
9300,64234,480.2266666666667,477.0,482.0,205.10693333333333,219.28,222.89,941.0,0.047551020408163266,0.6125,0.8333333333333334
9400,64844,199.93333333333334,225.0,228.0,177.07013333333333,173.9,177.22,941.0,0.047551020408163266,0.6125,0.8333333333333334
9500,65451,75.78666666666666,136.0,139.0,189.56306666666663,211.11,215.21,941.0,0.047551020408163266,0.6125,0.7142857142857143
9600,66070,120.0,120.0,124.0,212.83093333333335,200.86,204.93,941.0,0.04738775510204082,0.6333333333333333,1.0
9700,66696,124.92,179.0,181.0,231.9168,221.62,225.63,1034.0,0.04738775510204082,0.6333333333333333,0.7142857142857143
9800,67322,426.5866666666667,224.0,232.0,195.98506666666668,188.72,193.0,1034.0,0.04738775510204082,0.6333333333333333,0.7142857142857143
9900,67937,106.98666666666666,114.0,119.0,216.8829333333333,214.78,218.76,1034.0,0.04738775510204082,0.6333333333333333,0.8333333333333334
10000,68540,163.0,163.0,170.0,223.66146666666663,199.45,203.49,1034.0,0.04738775510204082,0.6333333333333333,1.0
10100,69158,199.56,153.0,158.0,202.62546666666668,200.41,204.22,1034.0,0.04738775510204082,0.6333333333333333,0.625
10200,69758,136.90666666666664,184.0,191.0,219.39173333333332,203.36,207.22,1034.0,0.04722448979591837,0.6541666666666667,0.7142857142857143
10300,70398,229.50666666666666,169.0,170.0,218.44626666666667,215.99,220.7,1034.0,0.04722448979591837,0.6541666666666667,0.8333333333333334
10400,71024,138.0,138.0,143.0,205.9906666666667,199.1,203.49,1034.0,0.04722448979591837,0.6541666666666667,1.0
10500,71654,205.73333333333335,172.0,179.0,200.38666666666666,200.44,204.67,1034.0,0.04722448979591837,0.6541666666666667,0.8333333333333334
10600,72285,115.0,115.0,121.0,219.0401333333333,200.47,205.04,1034.0,0.04722448979591837,0.6541666666666667,1.0
10700,72902,331.0,331.0,336.0,217.2224,201.16,205.45,1034.0,0.04722448979591837,0.6541666666666667,1.0
10800,73519,388.7066666666667,209.0,214.0,211.28440000000003,222.71,227.36,1034.0,0.04722448979591837,0.6541666666666667,0.625
10900,74152,180.06666666666666,217.0,223.0,212.57466666666667,193.66,198.03,1034.0,0.04706122448979592,0.675,0.625
11000,74805,168.0,168.0,171.0,191.5988,198.53,203.06,1034.0,0.04706122448979592,0.675,1.0
11100,75449,276.18666666666667,186.0,192.0,197.748,199.04,204.07,1034.0,0.04706122448979592,0.675,0.625
11200,76104,267.0,267.0,272.0,229.6962666666667,212.38,217.02,1034.0,0.04706122448979592,0.675,1.0
11300,76736,568.2933333333333,350.0,354.0,215.82826666666668,207.62,212.38,1034.0,0.04706122448979592,0.675,0.7142857142857143
11400,77412,166.32,162.0,166.0,226.82226666666665,226.35,231.35,1034.0,0.04706122448979592,0.675,0.7142857142857143
11500,78045,205.0,205.0,208.0,201.8482666666667,194.54,199.85,1034.0,0.046897959183673475,0.6958333333333333,1.0
11600,78717,38.26666666666666,130.0,139.0,240.16826666666668,239.94,245.79,1034.0,0.046897959183673475,0.6958333333333333,0.7142857142857143
11700,79392,204.81333333333333,181.0,186.0,228.56333333333328,216.15,221.15,1034.0,0.046897959183673475,0.6958333333333333,0.7142857142857143
11800,80076,204.33333333333337,115.0,121.0,261.4882666666666,228.44,233.88,1034.0,0.046897959183673475,0.6958333333333333,0.625
11900,80754,251.34666666666666,235.0,239.0,201.7108,197.13,202.95,1034.0,0.046897959183673475,0.6958333333333333,0.8333333333333334
12000,81426,224.92000000000002,185.0,190.0,208.71186666666665,219.41,224.75,1069.0,0.046897959183673475,0.6958333333333333,0.625
12100,82111,87.33333333333334,112.0,114.0,242.92279999999994,216.97,222.28,1069.0,0.046734693877551026,0.7166666666666667,0.625
12200,82782,171.58666666666667,161.0,167.0,256.17426666666665,231.59,236.96,1069.0,0.046734693877551026,0.7166666666666667,0.8333333333333334
12300,83478,441.9066666666667,233.0,239.0,261.06426666666664,233.64,239.22,1069.0,0.046734693877551026,0.7166666666666667,0.625
12400,84167,315.5333333333333,233.0,236.0,250.61426666666665,231.85,237.89,1069.0,0.046734693877551026,0.7166666666666667,0.8333333333333334
12500,84854,159.8,189.0,195.0,251.20080000000002,233.14,238.97,1069.0,0.046734693877551026,0.7166666666666667,0.8333333333333334
12600,85524,196.0,196.0,202.0,233.55039999999997,212.4,217.95,1069.0,0.046734693877551026,0.7166666666666667,1.0
12700,86217,219.0,219.0,223.0,266.2816,239.94,245.81,1069.0,0.046571428571428576,0.7375,1.0
12800,86920,524.7066666666667,297.0,304.0,264.2541333333333,232.78,238.86,1069.0,0.046571428571428576,0.7375,0.625
12900,87641,335.04,314.0,320.0,270.652,222.54,228.81,1069.0,0.046571428571428576,0.7375,0.8333333333333334
13000,88357,555.6666666666667,479.0,484.0,260.4474666666667,225.02,230.9,1069.0,0.046571428571428576,0.7375,0.7142857142857143
13100,89077,210.41333333333336,75.0,79.0,231.12213333333332,213.9,219.37,1069.0,0.046571428571428576,0.7375,0.7142857142857143
13200,89792,340.50666666666666,138.0,145.0,248.54146666666668,233.73,239.74,1069.0,0.046571428571428576,0.7375,0.625
13300,90510,271.85333333333335,177.0,184.0,254.82173333333336,229.21,235.32,1069.0,0.04640816326530613,0.7583333333333333,0.8333333333333334
13400,91197,238.74666666666667,210.0,219.0,275.35760000000005,233.72,240.14,1069.0,0.04640816326530613,0.7583333333333333,0.7142857142857143
13500,91908,337.15999999999997,273.0,280.0,256.99986666666666,234.71,240.61,1069.0,0.04640816326530613,0.7583333333333333,0.625
13600,92617,194.84000000000003,111.0,114.0,261.102,220.97,226.98,1069.0,0.04640816326530613,0.7583333333333333,0.7142857142857143
13700,93324,425.0,425.0,430.0,230.08666666666664,235.86,241.77,1069.0,0.04640816326530613,0.7583333333333333,1.0
13800,94041,287.05333333333334,255.0,261.0,272.1441333333333,232.37,238.63,1069.0,0.04640816326530613,0.7583333333333333,0.625
13900,94777,344.8,262.0,270.0,257.47839999999997,261.56,267.6,1280.0,0.04624489795918368,0.7791666666666667,0.625
14000,95507,161.97333333333336,154.0,158.0,264.7073333333333,233.13,239.33,1280.0,0.04624489795918368,0.7791666666666667,0.625
14100,96239,238.0,238.0,240.0,291.5133333333334,242.98,249.13,1280.0,0.04624489795918368,0.7791666666666667,1.0
14200,96966,-180.4000000000001,288.0,296.0,259.4053333333333,240.38,246.36,1280.0,0.04624489795918368,0.7791666666666667,0.625
14300,97686,128.34666666666664,308.0,313.0,296.4258666666667,238.34,244.45,1280.0,0.04624489795918368,0.7791666666666667,0.625
14400,98430,441.59999999999997,354.0,359.0,281.9609333333333,234.09,239.8,1280.0,0.04608163265306123,0.8,0.625
14500,99145,194.73333333333335,115.0,122.0,254.2205333333333,222.7,228.67,1280.0,0.04608163265306123,0.8,0.625
14600,99853,7.826666666666654,119.0,123.0,271.7669333333334,237.66,243.91,1280.0,0.04608163265306123,0.8,0.8333333333333334
14700,100568,712.9733333333332,587.0,596.0,289.4745333333333,232.85,239.28,1280.0,0.04608163265306123,0.8,0.625
14800,101302,265.5733333333333,160.0,166.0,279.772,232.94,239.13,1280.0,0.04608163265306123,0.8,0.625
14900,102015,219.73333333333335,230.0,235.0,276.15973333333335,245.1,251.39,1280.0,0.04608163265306123,0.8,0.625
15000,102760,106.88,142.0,148.0,280.25,241.09,247.38,1280.0,0.04591836734693878,0.8,0.625
15100,103515,151.92,180.0,186.0,310.376,245.98,251.96,1280.0,0.04591836734693878,0.8,0.625
15200,104274,305.1066666666667,233.0,243.0,276.18893333333335,242.27,248.6,1280.0,0.04591836734693878,0.8,0.625
15300,105030,1138.2666666666667,988.0,998.0,300.3962666666667,262.12,268.54,1280.0,0.04591836734693878,0.8,0.625
15400,105770,199.0,199.0,204.0,264.4681333333333,247.69,254.29,1280.0,0.04591836734693878,0.8,1.0
15500,106532,358.7866666666667,167.0,174.0,298.9578666666667,237.14,244.02,1280.0,0.04575510204081633,0.8,0.625
15600,107299,134.81333333333333,165.0,169.0,299.4193333333333,251.73,257.76,1280.0,0.04575510204081633,0.8,0.7142857142857143
15700,108076,384.85333333333335,158.0,165.0,313.04279999999994,252.23,259.03,1280.0,0.04575510204081633,0.8,0.625
15800,108826,170.81333333333333,143.0,150.0,289.8017333333333,251.01,257.74,1280.0,0.04575510204081633,0.8,0.625
15900,109589,234.5066666666667,304.0,308.0,309.3854666666667,251.25,257.88,1280.0,0.04575510204081633,0.8,0.625
16000,110345,565.1333333333333,295.0,300.0,276.2238666666667,242.31,249.46,1280.0,0.04575510204081633,0.8,0.625
16100,111125,114.63999999999999,202.0,212.0,304.74733333333336,241.17,248.13,1280.0,0.04559183673469388,0.8,0.625
16200,111908,166.32,160.0,168.0,295.5085333333333,236.72,243.43,1280.0,0.04559183673469388,0.8,0.625
16300,112687,465.78666666666663,318.0,331.0,331.7437333333333,263.48,270.2,1280.0,0.04559183673469388,0.8,0.625
16400,113473,379.84,238.0,244.0,299.28906666666666,251.68,258.26,1280.0,0.04559183673469388,0.8,0.625
16500,114261,556.1066666666667,434.0,444.0,308.3432,252.14,258.76,1280.0,0.04559183673469388,0.8,0.625
16600,115034,353.3466666666667,245.0,251.0,311.0110666666667,247.95,254.27,1280.0,0.04542857142857143,0.8,0.625
16700,115812,333.93333333333334,181.0,187.0,325.62053333333336,256.14,262.49,1280.0,0.04542857142857143,0.8,0.625
16800,116600,474.4133333333333,181.0,184.0,344.48853333333335,274.36,280.85,1280.0,0.04542857142857143,0.8,0.375
16900,117384,185.48,153.0,156.0,294.30133333333333,256.24,262.57,1280.0,0.04542857142857143,0.8,0.625
17000,118154,353.4666666666667,246.0,257.0,356.814,261.97,268.66,1280.0,0.04542857142857143,0.8,0.625
17100,118937,580.4266666666667,348.0,357.0,333.61333333333334,259.52,266.02,1280.0,0.04526530612244898,0.8,0.625
17200,119728,355.73333333333335,256.0,263.0,331.9469333333334,247.66,254.42,1280.0,0.04526530612244898,0.8,0.625
17300,120514,304.0,304.0,312.0,339.02920000000006,274.73,281.65,1280.0,0.04526530612244898,0.8,1.0
17400,121305,440.79999999999995,220.0,224.0,362.21799999999996,264.05,271.07,1280.0,0.04526530612244898,0.8,0.625
17500,122092,245.50666666666666,133.0,141.0,373.1524,290.85,297.7,1280.0,0.04526530612244898,0.8,0.625
17600,122884,95.49333333333334,140.0,147.0,349.2190666666667,260.41,267.23,1280.0,0.04510204081632653,0.8,0.625
17700,123676,10.359999999999992,117.0,126.0,338.24786666666665,262.31,268.8,1280.0,0.04510204081632653,0.8,0.625
17800,124471,281.56,239.0,247.0,305.9662666666667,220.35,227.08,1280.0,0.04510204081632653,0.8,0.625
17900,125266,427.3333333333333,264.0,267.0,325.72319999999996,248.24,254.85,1280.0,0.04510204081632653,0.8,0.625
18000,126063,298.64000000000004,200.0,208.0,348.60640000000006,269.92,276.73,1280.0,0.04510204081632653,0.8,0.625
18100,126861,307.54666666666674,268.0,276.0,328.66360000000003,263.17,269.7,1280.0,0.04510204081632653,0.8,0.625
18200,127636,508.0533333333333,358.0,371.0,343.87466666666677,272.76,279.47,1280.0,0.04493877551020409,0.8,0.625
18300,128411,107.50666666666663,195.0,207.0,340.94559999999996,262.48,269.3,1294.0,0.04493877551020409,0.8,0.7142857142857143
18400,129178,467.6533333333333,296.0,304.0,369.7430666666668,281.03,287.27,1294.0,0.04493877551020409,0.8,0.625
18500,129941,161.2,114.0,119.0,342.12,245.22,251.65,1294.0,0.04493877551020409,0.8,0.5714285714285714
18600,130713,90.92,217.0,219.0,342.58493333333337,260.35,266.87,1294.0,0.04493877551020409,0.8,0.625
18700,131492,287.61333333333334,267.0,272.0,320.4753333333333,248.23,254.51,1294.0,0.04477551020408163,0.8,0.625
18800,132277,319.21333333333337,149.0,157.0,332.1614666666667,263.83,270.31,1294.0,0.04477551020408163,0.8,0.625
18900,133060,387.4933333333334,232.0,240.0,345.2312,254.24,260.48,1294.0,0.04477551020408163,0.8,0.625
19000,133842,390.70666666666665,239.0,248.0,351.608,279.58,286.07,1294.0,0.04477551020408163,0.8,0.625
19100,134628,339.24,241.0,251.0,346.4081333333333,258.43,264.58,1294.0,0.04477551020408163,0.8,0.625
19200,135409,739.9066666666666,581.0,588.0,357.9125333333334,285.08,291.7,1294.0,0.04461224489795919,0.8,0.625
19300,136196,416.8933333333334,223.0,227.0,307.79053333333337,244.53,250.37,1294.0,0.04461224489795919,0.8,0.625
19400,136994,50.359999999999985,201.0,205.0,387.2132000000001,274.45,280.28,1375.0,0.04461224489795919,0.8,0.625
19500,137788,336.7733333333333,224.0,231.0,319.6346666666667,272.4,278.51,1375.0,0.04461224489795919,0.8,0.625
19600,138583,514.56,230.0,236.0,348.2674666666667,259.1,265.61,1375.0,0.04461224489795919,0.8,0.625
19700,139379,347.50666666666666,163.0,171.0,348.4094666666666,265.05,270.81,1375.0,0.04444897959183674,0.8,0.625
19800,140167,222.05333333333334,268.0,273.0,338.0932,244.23,250.37,1375.0,0.04444897959183674,0.8,0.625
19900,140963,272.68,261.0,267.0,334.03479999999996,252.61,258.75,1375.0,0.04444897959183674,0.8,0.625
20000,141762,327.43999999999994,326.0,334.0,357.5296,273.02,279.28,1375.0,0.04444897959183674,0.8,0.625
20100,142559,464.9733333333333,281.0,287.0,354.0853333333334,280.6,286.69,1375.0,0.04444897959183674,0.8,0.7142857142857143
20200,143349,220.73333333333335,203.0,211.0,387.9969333333333,286.67,293.06,1375.0,0.04444897959183674,0.8,0.625
20300,144139,488.8266666666667,258.0,263.0,353.81373333333335,276.33,283.29,1375.0,0.04428571428571429,0.8,0.625
20400,144924,248.42666666666665,256.0,260.0,330.8418666666667,265.32,271.57,1375.0,0.04428571428571429,0.8,0.7142857142857143
20500,145710,256.52000000000004,211.0,212.0,344.1663999999999,280.52,286.55,1375.0,0.04428571428571429,0.8,0.375
20600,146496,784.1066666666667,558.0,568.0,358.2981333333334,266.36,272.8,1375.0,0.04428571428571429,0.8,0.625
20700,147280,319.0666666666667,212.0,224.0,322.47360000000003,265.24,271.38,1375.0,0.04428571428571429,0.8,0.625
20800,148070,147.41333333333333,116.0,122.0,365.11013333333335,276.62,283.37,1375.0,0.04412244897959184,0.8,0.625
20900,148858,253.28,240.0,244.0,392.00746666666674,279.52,285.29,1375.0,0.04412244897959184,0.8,0.625
21000,149656,351.76,188.0,192.0,356.68293333333327,264.96,270.88,1375.0,0.04412244897959184,0.8,0.625
21100,150450,634.4933333333333,743.0,751.0,356.9765333333334,274.14,280.51,1375.0,0.04412244897959184,0.8,0.625
21200,151242,395.4666666666667,246.0,251.0,364.06746666666663,287.76,293.86,1375.0,0.04412244897959184,0.8,0.625
21300,152039,386.18666666666667,150.0,153.0,330.8426666666667,259.26,265.35,1375.0,0.04395918367346939,0.8,0.625
21400,152830,203.68,324.0,332.0,359.93333333333334,294.86,301.21,1375.0,0.04395918367346939,0.8,0.625
21500,153622,242.04000000000002,207.0,214.0,381.9140000000001,289.83,296.0,1375.0,0.04395918367346939,0.8,0.7142857142857143
21600,154415,438.6,225.0,232.0,379.20279999999997,286.97,292.88,1375.0,0.04395918367346939,0.8,0.625
21700,155213,498.14666666666665,263.0,271.0,338.41920000000005,247.06,253.0,1375.0,0.04395918367346939,0.8,0.625
21800,156005,329.56,161.0,166.0,377.87119999999993,273.8,279.91,1375.0,0.04379591836734694,0.8,0.625
21900,156803,612.4666666666667,387.0,392.0,345.8081333333334,263.97,269.84,1375.0,0.04379591836734694,0.8,0.625
22000,157595,254.05333333333334,228.0,239.0,369.2589333333333,280.46,286.83,1375.0,0.04379591836734694,0.8,0.625
22100,158382,304.50666666666666,168.0,172.0,379.33106666666674,277.49,283.54,1375.0,0.04379591836734694,0.8,0.625
22200,159176,418.5733333333334,143.0,152.0,371.96399999999994,294.98,301.16,1375.0,0.04379591836734694,0.8,0.5
22300,159969,386.92,197.0,203.0,413.1756,301.27,307.68,1605.0,0.04363265306122449,0.8,0.625
22400,160741,461.24,281.0,288.0,349.27173333333326,264.98,271.2,1605.0,0.04363265306122449,0.8,0.625
22500,161512,282.96000000000004,200.0,206.0,363.00199999999995,292.11,298.74,1605.0,0.04363265306122449,0.8,0.625
22600,162297,400.43999999999994,209.0,213.0,375.4328,285.28,291.73,1605.0,0.04363265306122449,0.8,0.625
