episode,avg_score_7rounds,total_score,num_jokers,avg_score_50,joker_ids
2850,1957.7142857142858,13704.0,5,158779.30571428573,"[2, 11, 8, 10, 9]"
2900,90278.14285714286,631947.0,5,150254.70857142855,"[13, 27, 0, 14, 28]"
2950,46976.71428571428,328837.0,5,271582.2142857143,"[8, 23, 21, 16, 24]"
3000,249724.57142857142,1748072.0,5,122370.46000000002,"[24, 7, 27, 29, 21]"
3050,5926.142857142857,41483.0,5,181221.77714285717,"[21, 4, 8, 6, 17]"
3100,1348.0,9436.0,5,128556.36857142858,"[11, 13, 0, 15, 1]"
3150,3981042.285714286,27867296.0,5,124103.9,"[7, 24, 3, 19, 12]"
3200,59982.42857142857,419877.0,5,80952.86,"[23, 8, 19, 5, 27]"
3250,17026.0,119182.0,5,267873.72285714286,"[22, 8, 15, 0, 2]"
3300,19105.428571428572,133738.0,5,162015.71142857143,"[29, 24, 26, 9, 15]"
3350,14618.857142857143,102332.0,5,91930.23714285715,"[17, 4, 10, 0, 21]"
3400,2097.714285714286,14684.0,5,125083.19428571429,"[11, 19, 4, 21, 8]"
3450,2764.714285714286,19353.0,5,108368.2542857143,"[2, 28, 9, 25, 12]"
3500,5190137.428571428,36330962.0,5,278705.2514285714,"[29, 24, 15, 25, 21]"
3550,52103.28571428572,364723.0,5,91552.07428571428,"[23, 3, 17, 27, 25]"
3600,4725.428571428572,33078.0,5,61212.322857142855,"[3, 8, 19, 21, 22]"
3650,106631.57142857143,746421.0,5,85740.9,"[8, 27, 18, 1, 13]"
3700,24179.285714285714,169255.0,5,84243.98857142858,"[28, 29, 9, 27, 8]"
3750,2111.714285714286,14782.0,5,202111.78000000003,"[1, 7, 28, 19, 26]"
3800,3625.1428571428573,25376.0,5,183270.74,"[15, 22, 25, 8, 24]"
3850,1542.5714285714287,10798.0,5,86778.89714285717,"[17, 11, 21, 3, 29]"
3900,50233.28571428572,351633.0,5,184460.20857142855,"[2, 5, 21, 7, 6]"
3950,1968.5714285714287,13780.0,5,141666.7457142857,"[21, 17, 7, 9, 2]"
4000,21319.571428571428,149237.0,5,32394.33714285714,"[25, 5, 6, 24, 19]"
4050,2109.0,14763.0,5,176015.34285714282,"[17, 6, 4, 21, 28]"
4100,20709.285714285714,144965.0,5,112535.74571428573,"[1, 16, 9, 29, 24]"
4150,2291.1428571428573,16038.0,5,132145.03714285715,"[8, 21, 5, 17, 4]"
4200,155541.42857142858,1088790.0,5,103628.24,"[27, 4, 6, 2, 13]"
4250,1312461.857142857,9187233.0,5,103732.39142857144,"[24, 25, 29, 27, 4]"
4300,1489652.142857143,10427565.0,5,236706.66285714286,"[27, 11, 10, 2, 21]"
4350,1273.857142857143,8917.0,5,274607.2457142857,"[4, 25, 21, 5, 18]"
4400,493799.0,3456593.0,5,82922.28,"[24, 18, 16, 27, 10]"
4450,4007.1428571428573,28050.0,5,103836.70857142856,"[8, 17, 4, 1, 6]"
4500,88046.14285714286,616323.0,5,118312.45142857144,"[21, 28, 29, 20, 27]"
4550,2063.285714285714,14443.0,5,83075.62857142858,"[21, 29, 5, 0, 2]"
4600,42828.42857142857,299799.0,5,209313.4,"[16, 6, 28, 4, 24]"
4650,48777.857142857145,341445.0,5,33517.60857142857,"[1, 28, 27, 29, 21]"
4700,5993.714285714285,41956.0,5,145522.48,"[6, 7, 22, 8, 24]"
4750,17432.85714285714,122030.0,5,103645.58,"[7, 6, 28, 19, 9]"
4800,3706.5714285714284,25946.0,5,209838.7257142857,"[14, 4, 16, 17, 2]"
4850,31391.14285714286,219738.0,5,134147.9257142857,"[1, 24, 28, 20, 19]"
4900,3057.8571428571427,21405.0,5,87425.2542857143,"[16, 21, 8, 4, 13]"
4950,3863.714285714286,27046.0,5,127628.01714285715,"[23, 5, 21, 17, 13]"
5000,3995.8571428571427,27971.0,5,160831.66000000003,"[26, 12, 19, 20, 21]"
