episode,avg_score_7rounds,total_score,num_jokers,avg_score_50,joker_ids
5450,55640.28571428572,389482.0,5,283664.76571428566,"[15, 17, 13, 24, 12]"
5500,19480.571428571428,136364.0,5,223097.8714285714,"[3, 23, 8, 20, 17]"
5550,148903.14285714287,1042322.0,5,164591.17714285714,"[21, 27, 6, 9, 20]"
5600,5537.428571428572,38762.0,5,243596.42,"[18, 10, 29, 17, 19]"
5650,7283.714285714285,50986.0,4,48885.322857142855,"[15, 7, 22, 12]"
5700,778701.1428571428,5450908.0,5,116716.13999999998,"[13, 21, 22, 9, 24]"
5750,189851.42857142858,1328960.0,5,207577.45714285717,"[27, 28, 15, 22, 10]"
5800,3232.285714285714,22626.0,5,131298.18,"[0, 21, 19, 5, 26]"
5850,3345.5714285714284,23419.0,5,245008.05142857143,"[26, 15, 28, 2, 7]"
5900,587278.7142857143,4110951.0,5,109135.09142857144,"[15, 14, 16, 4, 13]"
5950,6493.142857142857,45452.0,5,171773.50857142863,"[7, 6, 17, 22, 28]"
6000,97641.14285714286,683488.0,5,68411.13714285713,"[18, 15, 6, 27, 2]"
6050,405760.0,2840320.0,5,55042.96,"[29, 22, 13, 27, 6]"
6100,62338.142857142855,436367.0,5,151460.58285714284,"[15, 27, 21, 28, 9]"
6150,174153.42857142858,1219074.0,5,145807.26857142858,"[18, 14, 7, 23, 13]"
6200,53073.0,371511.0,5,133608.10857142857,"[22, 10, 18, 24, 2]"
6250,4232.0,29624.0,5,163703.5342857143,"[22, 25, 21, 11, 10]"
6300,6650.571428571428,46554.0,5,77893.38571428572,"[17, 26, 10, 28, 4]"
6350,9630.57142857143,67414.0,5,65124.48857142857,"[22, 9, 15, 16, 1]"
6400,97339.85714285714,681379.0,5,265980.7342857143,"[7, 17, 15, 25, 2]"
6450,1851462.142857143,12960235.0,5,143641.4,"[4, 10, 23, 16, 24]"
6500,4531.142857142857,31718.0,5,140755.26,"[15, 9, 2, 23, 7]"
6550,3333.0,23331.0,4,240288.73714285714,"[18, 6, 15, 21]"
6600,62087.142857142855,434610.0,5,192960.71714285717,"[8, 2, 0, 3, 27]"
6650,91172.14285714286,638205.0,5,84462.26,"[14, 7, 4, 19, 24]"
6700,104062.57142857143,728438.0,5,211271.18,"[13, 3, 14, 8, 27]"
6750,2547.0,17829.0,5,141989.80000000002,"[25, 1, 17, 7, 3]"
6800,1637.7142857142858,11464.0,5,156211.60857142857,"[6, 5, 9, 22, 14]"
6850,4481.428571428572,31370.0,5,242116.23142857142,"[6, 19, 10, 20, 28]"
6900,6236.714285714285,43657.0,5,226868.05142857143,"[2, 25, 10, 28, 20]"
6950,2896.1428571428573,20273.0,5,412559.4057142857,"[19, 15, 5, 10, 11]"
7000,3294.714285714286,23063.0,5,120376.67142857141,"[21, 10, 19, 3, 28]"
7050,10617.142857142857,74320.0,5,201500.42,"[2, 6, 14, 18, 12]"
7100,137601.7142857143,963212.0,5,211754.22571428574,"[25, 2, 16, 7, 8]"
7150,799.1428571428571,5594.0,5,220473.7428571429,"[2, 0, 9, 19, 4]"
7200,139235.85714285713,974651.0,5,75946.26285714288,"[25, 27, 28, 7, 16]"
7250,10089.0,70623.0,5,85653.88571428572,"[6, 28, 17, 3, 24]"
7300,3475.5714285714284,24329.0,5,190295.45142857142,"[13, 22, 5, 3, 19]"
7350,4930.571428571428,34514.0,5,189493.15428571426,"[14, 26, 10, 29, 18]"
7400,2046.857142857143,14328.0,5,254518.14857142855,"[7, 8, 0, 21, 26]"
7450,84756.57142857143,593296.0,5,86059.06000000001,"[9, 27, 14, 18, 5]"
7500,74567.0,521969.0,5,108316.08857142857,"[21, 16, 24, 22, 8]"
7550,124003.71428571429,868026.0,5,143203.43714285718,"[8, 4, 28, 26, 12]"
7600,121889.57142857143,853227.0,5,172177.26857142855,"[8, 11, 28, 0, 24]"
7650,4722.714285714285,33059.0,5,275023.16,"[17, 23, 25, 18, 0]"
7700,178525.0,1249675.0,5,304782.52,"[4, 24, 3, 17, 28]"
7750,26190.571428571428,183334.0,5,192404.92285714284,"[1, 28, 24, 14, 2]"
7800,72987.57142857143,510913.0,5,248153.72285714283,"[24, 19, 6, 15, 16]"
7850,48856.857142857145,341998.0,5,142262.0742857143,"[24, 16, 6, 5, 2]"
7900,6409.285714285715,44865.0,5,87162.65142857144,"[23, 10, 6, 4, 16]"
7950,75923.14285714286,531462.0,5,57653.43999999999,"[26, 1, 27, 2, 6]"
8000,2673.1428571428573,18712.0,5,118549.3142857143,"[4, 7, 21, 29, 10]"
8050,8666.42857142857,60665.0,5,255194.20571428575,"[17, 21, 1, 11, 27]"
8100,108206.71428571429,757447.0,5,126005.63142857143,"[14, 18, 27, 24, 1]"
8150,10549.714285714286,73848.0,5,176141.14571428575,"[16, 9, 23, 7, 18]"
8200,18326.14285714286,128283.0,5,160644.5942857143,"[10, 22, 28, 19, 14]"
8250,2061.1428571428573,14428.0,5,293920.73142857145,"[6, 20, 8, 15, 25]"
8300,18192.714285714286,127349.0,5,143096.98571428572,"[10, 9, 15, 17, 21]"
8350,151131.85714285713,1057923.0,5,168374.72,"[18, 22, 1, 27, 9]"
8400,167468.0,1172276.0,5,190441.96,"[16, 27, 24, 17, 9]"
8450,11612.714285714286,81289.0,5,159079.3457142857,"[25, 6, 9, 17, 27]"
8500,146918.2857142857,1028428.0,5,220931.11428571428,"[18, 27, 13, 5, 0]"
8550,19104.571428571428,133732.0,5,229043.63142857142,"[2, 11, 24, 19, 21]"
8600,1402.857142857143,9820.0,4,262848.7,"[6, 17, 7, 2]"
8650,1840.2857142857142,12882.0,5,145368.98285714287,"[9, 0, 14, 1, 17]"
8700,84437.57142857143,591063.0,5,152081.85714285716,"[6, 19, 15, 8, 28]"
8750,2760.5714285714284,19324.0,5,115934.37714285715,"[18, 21, 3, 5, 26]"
8800,35995.0,251965.0,5,25452.42,"[13, 24, 26, 23, 9]"
8850,8858.42857142857,62009.0,5,35660.94857142857,"[17, 24, 23, 14, 18]"
8900,4007.5714285714284,28053.0,5,8473.96,"[16, 6, 26, 27, 3]"
8950,69950.85714285714,489656.0,5,9065.785714285716,"[27, 22, 23, 24, 10]"
9000,4691.285714285715,32839.0,5,15148.594285714284,"[14, 5, 18, 22, 20]"
9050,16279.0,113953.0,5,11613.802857142855,"[24, 20, 4, 11, 27]"
9100,7968.285714285715,55778.0,5,15804.36,"[14, 24, 7, 29, 12]"
9150,1327.7142857142858,9294.0,5,10893.462857142857,"[25, 6, 28, 8, 29]"
9200,6635.285714285715,46447.0,5,44227.65142857144,"[6, 29, 27, 11, 10]"
9250,52076.42857142857,364535.0,5,44620.66857142856,"[26, 11, 24, 6, 28]"
9300,2679.1428571428573,18754.0,5,96358.07999999999,"[25, 23, 13, 20, 0]"
9350,3716.5714285714284,26016.0,5,73766.21999999999,"[10, 6, 26, 29, 12]"
9400,59921.71428571428,419452.0,5,66233.73428571428,"[2, 3, 10, 12, 7]"
9450,1218890.7142857143,8532235.0,5,142345.4742857143,"[25, 27, 21, 11, 24]"
9500,17976.0,125832.0,5,132474.80285714284,"[15, 0, 26, 19, 11]"
9550,7101.571428571428,49711.0,5,149849.76,"[8, 14, 1, 25, 24]"
9600,733098.2857142857,5131688.0,5,133352.3,"[16, 15, 23, 27, 7]"
9650,13519.57142857143,94637.0,5,169520.87142857138,"[6, 16, 12, 21, 15]"
9700,2248.714285714286,15741.0,5,47348.122857142844,"[19, 10, 6, 29, 1]"
9750,802.4285714285714,5617.0,5,20629.794285714288,"[24, 8, 2, 19, 9]"
9800,5984.0,41888.0,5,104463.65714285715,"[17, 0, 10, 26, 15]"
9850,173658.85714285713,1215612.0,5,187035.43999999997,"[27, 8, 6, 11, 23]"
9900,1557.142857142857,10900.0,5,133051.42285714287,"[19, 9, 12, 3, 4]"
9950,119867.28571428571,839071.0,5,491849.6457142857,"[27, 7, 17, 4, 2]"
10000,6266.142857142857,43863.0,5,101891.06,"[9, 11, 10, 16, 22]"
10050,1963.2857142857142,13743.0,5,169911.86285714284,"[19, 10, 9, 11, 2]"
10100,82677.42857142857,578742.0,5,267392.5171428571,"[12, 27, 25, 17, 21]"
10150,112165.71428571429,785160.0,5,364217.1171428571,"[27, 4, 19, 6, 15]"
10200,205919.0,1441433.0,5,85153.85428571429,"[23, 17, 27, 8, 11]"
10250,70793.57142857143,495555.0,5,150182.98,"[27, 14, 8, 28, 1]"
10300,3937.285714285714,27561.0,5,72780.94,"[2, 10, 3, 13, 5]"
10350,2348.714285714286,16441.0,5,241938.2457142857,"[14, 16, 6, 12, 2]"
10400,21900.428571428572,153303.0,5,69686.03142857143,"[28, 16, 11, 1, 27]"
10450,30727.571428571428,215093.0,5,141047.22000000003,"[15, 2, 21, 24, 6]"
10500,207530.2857142857,1452712.0,5,229861.15428571426,"[27, 16, 20, 28, 0]"
10550,285914.85714285716,2001404.0,5,281341.4742857143,"[1, 22, 0, 16, 6]"
10600,3143.714285714286,22006.0,5,343974.46,"[1, 13, 19, 28, 17]"
10650,3477.714285714286,24344.0,5,90939.79142857144,"[0, 1, 20, 15, 8]"
10700,5247.714285714285,36734.0,5,232236.6,"[11, 20, 18, 10, 17]"
10750,32212.14285714286,225485.0,5,209569.62857142862,"[7, 10, 3, 27, 28]"
10800,148006.2857142857,1036044.0,5,248903.86857142858,"[27, 14, 3, 17, 6]"
10850,27336.714285714286,191357.0,5,269396.4485714286,"[18, 15, 24, 2, 25]"
10900,4397.142857142857,30780.0,5,181329.80000000005,"[18, 28, 14, 16, 11]"
10950,248893.42857142858,1742254.0,5,263512.9514285715,"[27, 0, 26, 16, 23]"
11000,36717.857142857145,257025.0,5,319852.46,"[24, 0, 4, 2, 16]"
11050,118712.0,830984.0,5,539637.2914285713,"[18, 28, 3, 26, 1]"
11100,7996.428571428572,55975.0,5,173424.98285714287,"[6, 26, 9, 23, 15]"
11150,24341.714285714286,170392.0,5,176975.57142857142,"[0, 2, 7, 24, 5]"
11200,3377.285714285714,23641.0,5,565285.2371428573,"[16, 29, 15, 12, 11]"
11250,117736.28571428571,824154.0,5,342890.4000000001,"[7, 18, 27, 8, 22]"
11300,47769.142857142855,334384.0,5,290734.9971428571,"[21, 10, 12, 27, 25]"
11350,431266.0,3018862.0,5,204339.7457142857,"[24, 26, 19, 9, 27]"
11400,37716.28571428572,264014.0,5,211874.45142857142,"[25, 15, 28, 10, 29]"
11450,100643.28571428571,704503.0,5,207748.29714285713,"[22, 18, 17, 24, 5]"
11500,11675.857142857143,81731.0,5,114211.06857142856,"[7, 22, 24, 13, 25]"
11550,6454.857142857143,45184.0,5,236056.6257142857,"[22, 10, 6, 4, 18]"
11600,4247.0,29729.0,5,347749.84,"[7, 17, 19, 6, 15]"
11650,155835.14285714287,1090846.0,5,198486.26571428575,"[29, 20, 4, 27, 0]"
11700,12107.285714285714,84751.0,5,192189.74285714285,"[20, 24, 9, 8, 6]"
11750,72311.71428571429,506182.0,5,297360.4142857143,"[8, 2, 0, 27, 18]"
11800,19436.428571428572,136055.0,5,170127.39428571425,"[5, 2, 21, 24, 26]"
11850,2527527.5714285714,17692693.0,5,211518.9085714286,"[0, 24, 27, 9, 6]"
11900,132366.14285714287,926563.0,5,309498.2714285715,"[25, 19, 20, 15, 24]"
11950,765080.8571428572,5355566.0,5,253028.98857142855,"[12, 27, 0, 16, 24]"
12000,3310.5714285714284,23174.0,5,300969.65714285715,"[26, 3, 1, 15, 8]"
12050,47226.42857142857,330585.0,5,374387.9114285715,"[19, 6, 28, 14, 27]"
12100,1722.4285714285713,12057.0,5,131883.0285714286,"[26, 28, 1, 11, 6]"
12150,10716.42857142857,75015.0,5,191512.3485714286,"[28, 10, 0, 8, 15]"
12200,65494.57142857143,458462.0,5,324760.78285714285,"[20, 19, 16, 10, 28]"
12250,809974.2857142857,5669820.0,5,355715.6514285715,"[9, 18, 27, 23, 2]"
12300,7884780.571428572,55193464.0,5,402681.7057142857,"[6, 19, 27, 24, 17]"
12350,20933.14285714286,146532.0,5,307916.14857142855,"[14, 2, 26, 22, 28]"
12400,133827.14285714287,936790.0,5,257156.3657142857,"[1, 11, 19, 3, 16]"
12450,480059.28571428574,3360415.0,5,335223.33999999997,"[13, 27, 16, 24, 7]"
12500,2193.714285714286,15356.0,5,145411.67428571428,"[19, 18, 2, 6, 9]"
12550,180474.57142857142,1263322.0,5,176528.3714285714,"[9, 23, 16, 12, 22]"
12600,49646.857142857145,347528.0,5,129095.52571428572,"[23, 8, 19, 10, 26]"
12650,4231.714285714285,29622.0,5,72505.35428571427,"[24, 23, 22, 13, 8]"
12700,5966.714285714285,41767.0,5,352855.12571428565,"[17, 16, 7, 2, 3]"
12750,55656.0,389592.0,5,320109.0714285714,"[29, 23, 26, 17, 27]"
12800,28023.714285714286,196166.0,5,198302.37714285718,"[26, 3, 5, 15, 27]"
12850,1269844.142857143,8888909.0,5,277470.8257142857,"[23, 28, 27, 22, 24]"
12900,2276.285714285714,15934.0,5,338732.7342857143,"[7, 1, 28, 19, 16]"
12950,181863.42857142858,1273044.0,5,190594.16285714292,"[11, 23, 6, 4, 22]"
13000,139715.85714285713,978011.0,5,170358.0057142857,"[10, 24, 15, 23, 29]"
13050,33072.857142857145,231510.0,5,156035.21714285715,"[24, 19, 3, 15, 17]"
13100,24323.14285714286,170262.0,5,209150.9914285715,"[21, 6, 27, 9, 7]"
13150,166993.14285714287,1168952.0,5,321760.62000000005,"[24, 26, 10, 9, 16]"
13200,15390.42857142857,107733.0,5,393450.0514285714,"[22, 25, 9, 20, 21]"
13250,1534.857142857143,10744.0,5,473301.7942857143,"[6, 23, 25, 18, 13]"
13300,2650.4285714285716,18553.0,5,320961.3228571429,"[18, 9, 16, 0, 21]"
13350,17181.571428571428,120271.0,5,239252.0342857143,"[6, 2, 7, 10, 12]"
13400,19466.428571428572,136265.0,5,125822.20285714284,"[10, 14, 0, 28, 4]"
13450,7167.142857142857,50170.0,5,289728.02857142856,"[24, 1, 20, 14, 29]"
13500,5848.142857142857,40937.0,5,299222.2457142857,"[14, 21, 1, 23, 20]"
13550,6264.285714285715,43850.0,5,144748.07142857145,"[0, 28, 8, 25, 15]"
13600,417565.0,2922955.0,5,299960.3,"[21, 5, 22, 27, 10]"
13650,2321189.714285714,16248328.0,5,396932.3057142857,"[24, 27, 25, 15, 28]"
13700,172230.0,1205610.0,5,368376.0771428572,"[25, 10, 16, 24, 6]"
13750,26190.428571428572,183333.0,5,307205.5885714286,"[26, 28, 15, 16, 14]"
13800,37125.42857142857,259878.0,5,359993.51428571425,"[2, 25, 0, 26, 6]"
13850,8154.714285714285,57083.0,5,189572.11428571428,"[10, 0, 2, 12, 22]"
13900,147209.14285714287,1030464.0,5,240100.0342857143,"[7, 13, 27, 11, 22]"
13950,54074.28571428572,378520.0,5,117708.85714285714,"[7, 1, 10, 24, 3]"
14000,62547.28571428572,437831.0,5,259064.9742857143,"[29, 7, 27, 6, 17]"
14050,1492360.5714285714,10446524.0,5,253095.5285714286,"[24, 2, 7, 27, 17]"
14100,53759.142857142855,376314.0,5,304981.37142857147,"[24, 7, 9, 21, 16]"
14150,3066.0,21462.0,5,177759.65999999997,"[16, 13, 21, 14, 11]"
14200,220319.42857142858,1542236.0,5,265407.7342857143,"[15, 25, 5, 24, 26]"
14250,34236.71428571428,239657.0,5,287611.04,"[22, 4, 24, 23, 2]"
14300,1288.2857142857142,9018.0,5,265804.1314285714,"[25, 9, 3, 5, 15]"
14350,918710.0,6430970.0,5,302398.09714285715,"[26, 27, 4, 29, 8]"
14400,18294.428571428572,128061.0,5,308338.91714285716,"[29, 11, 14, 24, 4]"
14450,2534.714285714286,17743.0,5,298438.30000000005,"[26, 7, 29, 17, 2]"
14500,6135.142857142857,42946.0,5,452672.04285714275,"[15, 6, 23, 19, 4]"
14550,83252.85714285714,582770.0,5,226845.41142857142,"[24, 28, 22, 14, 3]"
14600,55987.57142857143,391913.0,5,301247.94,"[10, 1, 27, 29, 15]"
14650,7176.285714285715,50234.0,5,480375.52,"[23, 11, 16, 17, 2]"
14700,4272.857142857143,29910.0,5,259929.27714285708,"[18, 22, 29, 4, 13]"
14750,5691.0,39837.0,5,359418.0085714286,"[25, 12, 11, 20, 10]"
14800,1697236.857142857,11880658.0,5,257327.05428571426,"[15, 27, 6, 24, 28]"
14850,66331.0,464317.0,5,139113.34857142856,"[13, 9, 0, 28, 6]"
14900,897.0,6279.0,5,403102.6285714286,"[23, 19, 20, 8, 6]"
14950,1850.2857142857142,12952.0,5,367888.5485714286,"[28, 12, 18, 29, 9]"
15000,6221.571428571428,43551.0,5,318908.2942857143,"[23, 1, 26, 15, 12]"
15050,2929.0,20503.0,5,355706.3542857143,"[28, 19, 29, 6, 15]"
15100,315939.14285714284,2211574.0,5,412988.9085714287,"[10, 14, 22, 27, 2]"
15150,12022.714285714286,84159.0,5,326124.10285714286,"[22, 19, 16, 1, 9]"
15200,6777.857142857143,47445.0,5,166140.41714285716,"[7, 25, 24, 3, 26]"
15250,6659.0,46613.0,5,240973.86857142858,"[17, 22, 10, 3, 21]"
15300,4958.714285714285,34711.0,5,283188.62571428576,"[10, 4, 17, 13, 15]"
15350,2162.714285714286,15139.0,5,534350.94,"[0, 23, 8, 22, 7]"
15400,179762.0,1258334.0,5,457096.56571428565,"[28, 29, 12, 27, 11]"
15450,1244018.142857143,8708127.0,5,315341.87142857147,"[0, 21, 27, 2, 24]"
15500,74146.57142857143,519026.0,5,422864.7257142857,"[23, 5, 26, 11, 0]"
15550,15629.285714285714,109405.0,5,232672.13142857142,"[20, 3, 21, 18, 24]"
15600,16558.285714285714,115908.0,5,191864.83428571429,"[10, 7, 23, 5, 3]"
15650,35373.42857142857,247614.0,5,340943.62285714294,"[22, 26, 24, 12, 17]"
15700,91697.0,641879.0,5,554807.2514285715,"[17, 27, 16, 28, 10]"
15750,1631.5714285714287,11421.0,5,287368.94,"[1, 7, 13, 5, 17]"
15800,2788.714285714286,19521.0,5,255350.9314285715,"[22, 23, 2, 9, 5]"
15850,6064.571428571428,42452.0,5,342572.4428571429,"[10, 11, 22, 29, 6]"
15900,44275.57142857143,309929.0,5,224978.87428571426,"[17, 10, 14, 8, 12]"
15950,108840.0,761880.0,5,254061.4257142857,"[18, 11, 1, 19, 12]"
16000,173895.0,1217265.0,5,287851.9828571428,"[24, 29, 16, 12, 7]"
