episode,avg_score_7rounds,total_score,num_jokers,avg_score_50,joker_ids
16050,85313.85714285714,597197.0,5,363996.6542857143,"[11, 17, 15, 4, 20]"
16100,11200.714285714286,78405.0,5,406818.52571428573,"[2, 0, 28, 8, 24]"
16150,4882.428571428572,34177.0,5,349061.7057142857,"[14, 18, 1, 5, 22]"
16200,11525.714285714286,80680.0,5,476862.58,"[6, 2, 1, 5, 13]"
16250,17043.85714285714,119307.0,5,403935.31999999995,"[19, 7, 2, 10, 13]"
16300,28437.0,199059.0,5,367713.52,"[29, 14, 23, 26, 27]"
16350,99535.28571428571,696747.0,5,421126.5228571429,"[27, 17, 2, 10, 25]"
16400,1989.7142857142858,13928.0,5,554389.5342857143,"[3, 25, 15, 1, 20]"
16450,480646.14285714284,3364523.0,5,371095.78,"[3, 22, 27, 23, 7]"
16500,459287.4285714286,3215012.0,5,261307.88285714286,"[26, 29, 18, 10, 24]"
16550,31334.714285714286,219343.0,5,161170.24,"[20, 12, 29, 10, 27]"
16600,3695.285714285714,25867.0,5,551588.997142857,"[17, 0, 6, 11, 3]"
16650,251415.42857142858,1759908.0,5,284874.1085714286,"[27, 23, 8, 14, 13]"
16700,1366944.0,9568608.0,5,485365.5857142857,"[11, 24, 19, 1, 27]"
16750,82857.14285714286,580000.0,5,239244.5657142857,"[11, 28, 23, 1, 8]"
16800,66795.85714285714,467571.0,5,698387.3571428572,"[22, 24, 14, 26, 5]"
16850,30315.714285714286,212210.0,5,209824.41714285716,"[1, 28, 12, 18, 20]"
16900,132275.0,925925.0,5,501787.32,"[17, 27, 2, 0, 18]"
16950,69919.71428571429,489438.0,5,548178.6685714286,"[24, 22, 6, 21, 25]"
17000,10195.0,71365.0,5,305075.8885714285,"[12, 29, 21, 16, 10]"
17050,101321.42857142857,709250.0,5,433715.5,"[27, 15, 28, 2, 18]"
17100,78775.28571428571,551427.0,5,245517.20857142855,"[10, 26, 27, 11, 18]"
17150,868250.7142857143,6077755.0,5,365728.4828571428,"[13, 24, 23, 16, 12]"
17200,6099.285714285715,42695.0,5,209072.64000000004,"[8, 5, 14, 24, 29]"
17250,344.57142857142856,2412.0,5,678145.5628571429,"[9, 11, 1, 13, 12]"
17300,85834.42857142857,600841.0,5,413958.18,"[10, 24, 5, 14, 19]"
17350,1861.2857142857142,13029.0,5,551675.9714285714,"[11, 22, 29, 28, 12]"
17400,2672110.1428571427,18704771.0,5,555405.3542857142,"[6, 24, 19, 27, 11]"
17450,1505.4285714285713,10538.0,4,581714.7714285714,"[6, 9, 10, 25]"
17500,1690425.2857142857,11832977.0,5,346771.09142857144,"[27, 8, 16, 1, 24]"
17550,66963.71428571429,468746.0,5,496237.6114285714,"[15, 16, 4, 27, 7]"
17600,9036.57142857143,63256.0,5,716734.9085714286,"[5, 28, 1, 22, 4]"
17650,1407319.0,9851233.0,5,340675.3771428572,"[27, 22, 20, 24, 12]"
17700,777.7142857142857,5444.0,5,269676.7571428571,"[26, 4, 13, 21, 5]"
17750,2871082.1428571427,20097575.0,5,398712.19428571424,"[10, 27, 25, 15, 28]"
17800,3957.8571428571427,27705.0,5,382264.68000000005,"[2, 17, 16, 3, 12]"
17850,670029.8571428572,4690209.0,5,705211.24,"[24, 26, 9, 18, 12]"
17900,2879033.4285714286,20153234.0,5,504432.0628571428,"[4, 20, 27, 7, 24]"
17950,12243.57142857143,85705.0,5,343063.4485714286,"[28, 3, 11, 5, 20]"
18000,344564.85714285716,2411954.0,5,622725.5228571427,"[27, 28, 23, 4, 17]"
18050,48341.42857142857,338390.0,5,607985.2142857143,"[11, 28, 27, 1, 17]"
18100,1216904.857142857,8518334.0,5,410361.0771428571,"[27, 20, 18, 8, 9]"
18150,202538.0,1417766.0,5,995629.7657142855,"[20, 13, 17, 2, 6]"
18200,7108.285714285715,49758.0,5,591909.7028571428,"[4, 23, 28, 25, 9]"
18250,231273.2857142857,1618913.0,5,346979.4885714286,"[23, 18, 7, 27, 29]"
18300,15066.285714285714,105464.0,5,386062.63428571424,"[15, 5, 7, 14, 24]"
18350,103905.71428571429,727340.0,5,399735.81428571435,"[22, 24, 3, 5, 8]"
18400,6454.285714285715,45180.0,5,309938.46857142856,"[2, 22, 13, 18, 10]"
18450,5222368.0,36556576.0,5,422390.3114285714,"[24, 9, 27, 19, 11]"
18500,266906.0,1868342.0,5,374788.18285714276,"[26, 22, 25, 20, 27]"
18550,103298.57142857143,723090.0,5,331818.6085714286,"[10, 12, 27, 15, 29]"
18600,11853.42857142857,82974.0,5,312762.3228571429,"[3, 24, 19, 11, 14]"
18650,7334.0,51338.0,5,630581.32,"[4, 15, 22, 18, 9]"
18700,4095186.0,28666302.0,5,282859.5771428572,"[23, 24, 27, 3, 13]"
18750,1444525.5714285714,10111679.0,5,619502.5942857142,"[15, 27, 24, 18, 26]"
18800,458776.0,3211432.0,5,342584.7,"[12, 27, 14, 22, 16]"
18850,55933.142857142855,391532.0,5,467777.03428571415,"[24, 28, 22, 4, 14]"
18900,200231.0,1401617.0,5,273933.6514285715,"[27, 8, 20, 11, 12]"
18950,2766.4285714285716,19365.0,5,588398.0885714286,"[14, 5, 25, 17, 8]"
19000,177991.42857142858,1245940.0,5,240543.2514285714,"[24, 20, 1, 10, 16]"
19050,45086.857142857145,315608.0,5,726455.9914285713,"[15, 14, 21, 12, 24]"
19100,31346.714285714286,219427.0,5,676831.6,"[23, 29, 28, 9, 24]"
19150,36216.42857142857,253515.0,5,229911.08571428576,"[5, 28, 16, 10, 26]"
19200,1365274.5714285714,9556922.0,5,644989.4428571429,"[22, 10, 16, 28, 26]"
19250,126914.57142857143,888402.0,5,566786.2857142857,"[25, 24, 6, 15, 20]"
19300,252.57142857142858,1768.0,5,449188.8228571428,"[8, 26, 2, 22, 23]"
19350,2398.8571428571427,16792.0,5,502650.0028571429,"[0, 18, 16, 14, 1]"
19400,183284.85714285713,1282994.0,5,556986.8028571429,"[29, 23, 28, 17, 18]"
19450,4925101.714285715,34475712.0,5,332403.43142857146,"[11, 20, 1, 27, 24]"
19500,1460213.4285714286,10221494.0,5,546995.2657142858,"[24, 26, 4, 27, 9]"
19550,3659.714285714286,25618.0,5,495906.25428571424,"[12, 26, 10, 15, 16]"
19600,118067.57142857143,826473.0,5,474456.78571428574,"[26, 24, 15, 12, 8]"
19650,400445.85714285716,2803121.0,5,519535.3228571429,"[27, 10, 2, 26, 12]"
19700,69733.42857142857,488134.0,5,519817.75428571436,"[8, 5, 27, 28, 15]"
19750,377537.5714285714,2642763.0,5,490789.34571428574,"[27, 23, 10, 6, 8]"
19800,7526.0,52682.0,5,238085.36285714284,"[22, 0, 18, 28, 2]"
19850,56579.42857142857,396056.0,5,628560.1314285714,"[16, 20, 17, 9, 23]"
19900,280405.0,1962835.0,5,428639.92571428575,"[20, 24, 9, 15, 14]"
19950,13001.0,91007.0,5,715178.3971428572,"[1, 12, 22, 7, 24]"
20000,144470.85714285713,1011296.0,5,558675.5514285715,"[1, 8, 27, 15, 24]"
20050,86019.0,602133.0,5,564985.6771428571,"[24, 16, 5, 4, 19]"
20100,19981.571428571428,139871.0,5,594740.0485714286,"[3, 9, 28, 6, 27]"
20150,1842771.4285714286,12899400.0,5,417720.4428571428,"[27, 9, 10, 17, 13]"
20200,42805.28571428572,299637.0,5,834588.8971428572,"[17, 24, 7, 3, 0]"
20250,21249.85714285714,148749.0,5,362890.9828571429,"[0, 11, 22, 10, 24]"
20300,34357.142857142855,240500.0,5,363365.48,"[26, 9, 8, 4, 29]"
20350,883679.4285714285,6185756.0,5,437149.3885714286,"[16, 27, 2, 25, 14]"
20400,137700.42857142858,963903.0,5,509703.02857142856,"[26, 27, 2, 0, 9]"
20450,54151.0,379057.0,5,800318.0857142858,"[9, 5, 27, 10, 2]"
20500,53938.42857142857,377569.0,5,598474.7942857143,"[3, 6, 18, 0, 27]"
20550,31623.0,221361.0,5,552230.9057142858,"[23, 10, 22, 18, 17]"
20600,1584177.0,11089239.0,5,339346.5571428572,"[24, 16, 28, 27, 12]"
20650,100590.71428571429,704135.0,5,347618.3285714285,"[20, 27, 26, 10, 18]"
20700,593095.2857142857,4151667.0,5,447711.5342857143,"[18, 26, 24, 6, 27]"
20750,560064.2857142857,3920450.0,5,532971.86,"[27, 28, 20, 14, 26]"
20800,192246.85714285713,1345728.0,5,415262.75714285707,"[9, 12, 7, 27, 2]"
20850,1048419.7142857143,7338938.0,5,521215.88000000006,"[24, 21, 27, 25, 23]"
20900,71628.42857142857,501399.0,5,932212.4399999998,"[12, 27, 26, 2, 9]"
20950,31872.428571428572,223107.0,5,442185.02,"[26, 14, 22, 24, 0]"
21000,76451.28571428571,535159.0,5,861688.66,"[27, 16, 28, 17, 14]"
21050,3985115.4285714286,27895808.0,5,639923.7171428571,"[14, 27, 24, 17, 11]"
21100,78915.85714285714,552411.0,5,791691.8942857144,"[22, 26, 0, 2, 3]"
21150,8306541.428571428,58145790.0,5,534717.522857143,"[24, 6, 27, 23, 4]"
21200,1060644.4285714286,7424511.0,5,420244.8742857144,"[13, 15, 27, 14, 24]"
21250,3661.5714285714284,25631.0,5,344003.6114285714,"[2, 25, 15, 28, 23]"
21300,85396.42857142857,597775.0,5,432223.08,"[16, 27, 14, 1, 28]"
21350,51544.57142857143,360812.0,5,578836.8057142857,"[24, 5, 6, 2, 10]"
21400,64206.0,449442.0,5,898706.997142857,"[20, 25, 26, 15, 27]"
21450,10220.142857142857,71541.0,5,455402.5771428571,"[19, 29, 22, 26, 10]"
21500,17933.428571428572,125534.0,5,366221.72857142857,"[15, 14, 1, 0, 28]"
21550,2125.1428571428573,14876.0,5,422082.76571428566,"[26, 18, 25, 8, 10]"
21600,12826.714285714286,89787.0,5,529335.9914285713,"[23, 20, 16, 26, 24]"
21650,98805.85714285714,691641.0,5,684298.8057142857,"[17, 3, 24, 5, 29]"
21700,232279.14285714287,1625954.0,5,728940.3485714286,"[9, 26, 1, 3, 24]"
21750,3068.1428571428573,21477.0,5,722140.3342857142,"[28, 8, 17, 13, 2]"
21800,84320.14285714286,590241.0,5,546128.8714285714,"[2, 16, 23, 24, 8]"
21850,7869.142857142857,55084.0,5,694415.6142857142,"[29, 26, 22, 13, 15]"
21900,4468.714285714285,31281.0,5,368375.3028571428,"[19, 23, 5, 8, 20]"
21950,479235.4285714286,3354648.0,5,604338.5914285714,"[22, 27, 10, 2, 7]"
22000,1517922.7142857143,10625459.0,5,453429.82571428566,"[27, 11, 24, 26, 1]"
22050,6181.714285714285,43272.0,5,881903.5285714286,"[26, 19, 29, 4, 16]"
22100,108087.0,756609.0,5,706700.0057142857,"[28, 26, 24, 13, 18]"
22150,21958.0,153706.0,5,800067.58,"[21, 24, 1, 10, 6]"
22200,1815954.2857142857,12711680.0,5,698597.9457142857,"[24, 27, 22, 26, 2]"
22250,47042.42857142857,329297.0,5,317067.6542857143,"[1, 26, 4, 29, 24]"
22300,4851012.857142857,33957090.0,5,834308.84,"[24, 27, 22, 17, 5]"
22350,231526.0,1620682.0,5,700699.8457142859,"[15, 26, 28, 5, 12]"
22400,35665.57142857143,249659.0,5,505573.05999999994,"[23, 24, 18, 4, 22]"
22450,33006.857142857145,231048.0,5,589758.1342857144,"[6, 25, 10, 22, 7]"
22500,36789.142857142855,257524.0,5,419942.1114285714,"[25, 26, 15, 7, 13]"
22550,3030.285714285714,21212.0,4,786332.0028571428,"[3, 17, 18, 10]"
22600,2102.8571428571427,14720.0,5,693171.5571428571,"[1, 10, 5, 4, 25]"
22650,131791.0,922537.0,5,502928.0114285714,"[27, 10, 18, 25, 16]"
22700,2319741.0,16238187.0,5,685031.66,"[17, 27, 26, 20, 18]"
22750,623957.4285714285,4367702.0,5,682777.3285714285,"[10, 24, 14, 27, 5]"
22800,51724.42857142857,362071.0,5,601437.8171428571,"[4, 10, 24, 8, 23]"
22850,174104.7142857143,1218733.0,5,235882.0285714286,"[27, 15, 25, 5, 16]"
22900,6284937.0,43994559.0,5,985791.3171428571,"[22, 24, 27, 17, 26]"
22950,4044.1428571428573,28309.0,5,641926.6599999999,"[28, 16, 11, 12, 2]"
23000,3730165.0,26111155.0,5,854838.4314285713,"[24, 23, 16, 22, 27]"
23050,1488931.2857142857,10422519.0,5,758340.5342857142,"[27, 11, 24, 23, 8]"
23100,17170.0,120190.0,5,486020.04571428575,"[15, 2, 28, 26, 12]"
23150,73341.14285714286,513388.0,5,712578.3914285715,"[26, 11, 22, 13, 4]"
23200,1972.5714285714287,13808.0,5,743919.7942857143,"[4, 26, 21, 6, 11]"
23250,922506.8571428572,6457548.0,5,690324.7314285715,"[0, 11, 16, 27, 26]"
23300,134810.7142857143,943675.0,5,609701.5399999999,"[7, 28, 16, 24, 15]"
23350,2863.714285714286,20046.0,5,682315.1400000001,"[0, 15, 18, 14, 16]"
23400,32701.85714285714,228913.0,5,527472.3085714285,"[5, 24, 26, 28, 29]"
23450,29836.428571428572,208855.0,5,798369.34,"[24, 13, 6, 1, 17]"
23500,274021.85714285716,1918153.0,5,567074.9228571429,"[10, 6, 23, 1, 27]"
23550,382430.0,2677010.0,5,823668.8714285715,"[12, 27, 28, 22, 29]"
23600,210166.85714285713,1471168.0,5,614504.2028571428,"[1, 15, 10, 27, 23]"
23650,193537.85714285713,1354765.0,5,666200.5714285714,"[17, 3, 20, 27, 23]"
23700,902102.8571428572,6314720.0,5,582748.06,"[2, 1, 27, 29, 13]"
23750,53312.42857142857,373187.0,5,591258.6657142858,"[8, 11, 14, 1, 24]"
23800,194151.14285714287,1359058.0,5,894563.9828571428,"[18, 28, 2, 22, 27]"
23850,3436536.5714285714,24055756.0,5,744692.4628571428,"[12, 27, 23, 24, 0]"
23900,165425.14285714287,1157976.0,5,547268.5714285714,"[24, 17, 3, 18, 2]"
23950,34210.0,239470.0,5,774361.6371428572,"[24, 9, 23, 26, 0]"
24000,10436.42857142857,73055.0,5,599116.7685714286,"[8, 26, 22, 28, 0]"
24050,199854.0,1398978.0,5,1027624.4942857143,"[27, 17, 26, 11, 16]"
24100,3071.0,21497.0,5,862442.2971428572,"[5, 11, 17, 29, 16]"
24150,38701.0,270907.0,5,885495.8428571428,"[22, 1, 15, 17, 27]"
24200,14614.0,102298.0,5,1236274.0142857144,"[2, 24, 9, 22, 19]"
24250,96791.71428571429,677542.0,5,505274.38571428566,"[5, 17, 27, 11, 2]"
24300,3938973.8571428573,27572817.0,5,579498.3114285715,"[24, 27, 0, 17, 5]"
24350,130465.0,913255.0,4,736527.117142857,"[10, 1, 23, 27]"
24400,839967.5714285715,5879773.0,5,274372.43999999994,"[5, 22, 3, 24, 27]"
24450,401824.28571428574,2812770.0,5,715497.7771428573,"[23, 22, 14, 8, 27]"
24500,69634.14285714286,487439.0,5,643828.6857142857,"[27, 13, 29, 14, 15]"
24550,70743.57142857143,495205.0,5,349774.62,"[17, 25, 4, 22, 26]"
24600,96945.14285714286,678616.0,5,1012992.34,"[24, 17, 19, 10, 2]"
24650,95794.28571428571,670560.0,5,706531.8885714286,"[9, 24, 26, 17, 5]"
24700,3473858.285714286,24317008.0,5,759559.74,"[27, 17, 24, 2, 13]"
24750,99657.14285714286,697600.0,5,445556.74571428564,"[27, 10, 12, 2, 18]"
24800,15892.857142857143,111250.0,5,858239.9885714285,"[10, 20, 22, 1, 16]"
24850,457359.85714285716,3201519.0,4,971189.6085714285,"[27, 22, 16, 6]"
24900,3879414.8571428573,27155904.0,5,1129265.7600000002,"[19, 27, 1, 24, 4]"
24950,126810.42857142857,887673.0,4,493160.80571428576,"[29, 4, 27, 23]"
25000,79837.85714285714,558865.0,5,774351.1028571428,"[9, 22, 15, 17, 27]"
25050,795216.8571428572,5566518.0,5,827461.7942857143,"[5, 8, 26, 24, 12]"
25100,1830.7142857142858,12815.0,5,399458.4885714285,"[16, 29, 11, 14, 2]"
25150,912190.1428571428,6385331.0,5,586778.7999999999,"[6, 21, 4, 11, 24]"
25200,3468032.1428571427,24276225.0,5,689705.4085714285,"[22, 24, 27, 0, 1]"
25250,158932.2857142857,1112526.0,5,802964.9942857142,"[15, 27, 26, 25, 2]"
25300,9325.0,65275.0,5,633842.1685714286,"[22, 6, 4, 15, 17]"
25350,822655.1428571428,5758586.0,5,424204.1085714286,"[27, 9, 21, 16, 24]"
25400,129572.14285714286,907005.0,5,531355.2314285714,"[24, 16, 17, 29, 3]"
25450,100647.14285714286,704530.0,5,860226.7457142859,"[18, 16, 25, 28, 29]"
25500,8155.285714285715,57087.0,5,714794.6628571429,"[2, 17, 22, 14, 24]"
25550,2351029.285714286,16457205.0,5,628094.6828571429,"[27, 11, 24, 10, 14]"
25600,4322751.857142857,30259263.0,5,668087.8828571428,"[22, 23, 6, 24, 27]"
25650,3937893.285714286,27565253.0,5,738715.2971428572,"[4, 24, 27, 16, 5]"
25700,2127.285714285714,14891.0,5,580094.7342857142,"[16, 13, 15, 1, 6]"
25750,21753.0,152271.0,5,417523.34857142856,"[13, 24, 10, 11, 28]"
25800,113331.0,793317.0,5,853571.7428571429,"[27, 14, 25, 4, 1]"
25850,259249.85714285713,1814749.0,5,778243.6457142858,"[22, 27, 25, 12, 10]"
25900,8094.142857142857,56659.0,5,839288.1971428574,"[24, 5, 21, 7, 0]"
25950,1611995.4285714286,11283968.0,5,873487.7914285713,"[28, 10, 27, 16, 24]"
26000,2135118.5714285714,14945830.0,5,514773.8885714285,"[24, 10, 14, 3, 27]"
26050,11162.285714285714,78136.0,5,627844.7971428572,"[24, 22, 23, 9, 1]"
26100,6898921.714285715,48292452.0,5,598999.4228571429,"[27, 1, 3, 10, 22]"
26150,3298016.285714286,23086114.0,5,891773.8657142855,"[27, 28, 9, 24, 10]"
26200,1895.4285714285713,13268.0,5,620057.1314285714,"[26, 12, 9, 20, 29]"
26250,422794.5714285714,2959562.0,5,672622.3514285715,"[2, 27, 17, 22, 0]"
26300,115598.28571428571,809188.0,5,828993.5571428571,"[18, 27, 0, 17, 26]"
26350,43572.42857142857,305007.0,5,800237.9257142857,"[3, 28, 10, 26, 15]"
26400,106317.14285714286,744220.0,5,588865.9028571428,"[16, 24, 12, 17, 0]"
26450,1522.5714285714287,10658.0,5,1257844.3485714286,"[11, 18, 17, 6, 12]"
26500,2208.0,15456.0,5,680561.4971428572,"[10, 19, 26, 14, 16]"
26550,69950.0,489650.0,5,685631.9828571428,"[1, 29, 24, 9, 17]"
26600,7733.714285714285,54136.0,5,605854.1457142857,"[26, 1, 3, 22, 7]"
26650,229724.57142857142,1608072.0,5,586559.0542857143,"[27, 2, 23, 20, 9]"
26700,821280.0,5748960.0,5,440288.5114285714,"[17, 24, 29, 3, 7]"
26750,3592419.714285714,25146938.0,5,685077.8657142856,"[25, 20, 24, 27, 2]"
26800,2703088.5714285714,18921620.0,5,913625.702857143,"[27, 29, 17, 19, 24]"
26850,2795997.285714286,19571981.0,5,712337.4514285715,"[10, 24, 16, 28, 27]"
26900,1037278.7142857143,7260951.0,5,584650.2542857141,"[25, 14, 24, 16, 27]"
26950,3268.285714285714,22878.0,5,764024.8028571429,"[23, 13, 11, 22, 10]"
27000,61882.142857142855,433175.0,5,478786.6685714286,"[24, 16, 12, 22, 11]"
27050,5962919.857142857,41740439.0,5,1025261.8142857143,"[6, 19, 27, 24, 28]"
27100,11573.42857142857,81014.0,5,707855.197142857,"[28, 23, 20, 19, 10]"
27150,3204263.285714286,22429843.0,5,855328.6028571428,"[27, 12, 1, 24, 13]"
27200,1428166.4285714286,9997165.0,5,936053.3885714285,"[22, 29, 9, 26, 17]"
27250,118390.57142857143,828734.0,5,728422.0800000002,"[2, 28, 24, 15, 22]"
27300,554198.5714285715,3879390.0,5,609326.382857143,"[24, 3, 16, 28, 22]"
27350,135923.42857142858,951464.0,5,626984.522857143,"[10, 17, 25, 28, 24]"
27400,123543.28571428571,864803.0,5,1043937.8,"[22, 1, 14, 2, 27]"
27450,1038241.2857142857,7267689.0,5,979546.04,"[24, 27, 18, 0, 21]"
27500,567838.2857142857,3974868.0,5,669684.7285714287,"[24, 26, 1, 12, 3]"
27550,798619.2857142857,5590335.0,5,732248.2685714285,"[22, 17, 1, 27, 24]"
27600,190610.0,1334270.0,5,1073872.3114285714,"[20, 15, 23, 24, 27]"
27650,167890.2857142857,1175232.0,5,436713.182857143,"[23, 16, 27, 28, 26]"
27700,408102.28571428574,2856716.0,5,811634.4457142855,"[5, 25, 14, 23, 24]"
27750,8165.428571428572,57158.0,5,422175.9171428572,"[16, 4, 26, 28, 18]"
27800,3722.5714285714284,26058.0,5,940067.002857143,"[15, 12, 4, 17, 23]"
27850,2659001.0,18613007.0,5,864818.6314285715,"[27, 8, 24, 16, 14]"
27900,75606.0,529242.0,5,374123.08285714284,"[27, 21, 0, 10, 8]"
27950,3489.714285714286,24428.0,5,534989.7657142855,"[15, 21, 17, 24, 7]"
28000,63789.42857142857,446526.0,5,613784.9057142857,"[27, 7, 5, 2, 21]"
28050,38580.142857142855,270061.0,5,565759.7114285714,"[17, 19, 9, 10, 1]"
28100,35925.142857142855,251476.0,5,478536.797142857,"[7, 14, 17, 27, 10]"
28150,1231482.142857143,8620375.0,5,851706.6714285713,"[12, 27, 5, 9, 23]"
28200,5986.714285714285,41907.0,5,768705.2514285715,"[20, 9, 6, 26, 28]"
28250,2897.0,20279.0,5,702459.3685714287,"[5, 11, 23, 21, 28]"
28300,95454.71428571429,668183.0,5,902603.9285714285,"[27, 29, 5, 0, 26]"
28350,1324452.4285714286,9271167.0,5,565582.6371428571,"[13, 27, 12, 21, 24]"
28400,1491.857142857143,10443.0,5,854200.62,"[17, 5, 4, 6, 8]"
28450,7524.428571428572,52671.0,5,528110.502857143,"[26, 18, 8, 14, 16]"
28500,236826.85714285713,1657788.0,5,933873.8714285713,"[25, 23, 27, 17, 15]"
28550,451559.71428571426,3160918.0,5,614443.7142857142,"[15, 22, 27, 0, 11]"
28600,220277.42857142858,1541942.0,5,607845.7885714286,"[27, 13, 10, 26, 22]"
28650,368174.0,2577218.0,5,766140.5971428573,"[2, 22, 18, 27, 24]"
28700,3653.8571428571427,25577.0,5,666184.5857142857,"[22, 4, 18, 12, 20]"
28750,624.5714285714286,4372.0,5,625259.3742857142,"[3, 4, 18, 19, 25]"
28800,551748.1428571428,3862237.0,5,565017.6057142856,"[15, 17, 25, 27, 24]"
28850,1856.857142857143,12998.0,5,630528.2285714286,"[18, 4, 19, 12, 20]"
28900,59741.42857142857,418190.0,5,486019.6685714286,"[28, 2, 10, 24, 3]"
28950,3456852.285714286,24197966.0,5,947598.4114285713,"[26, 24, 10, 22, 27]"
29000,1304554.4285714286,9131881.0,5,761215.4942857142,"[18, 24, 26, 27, 22]"
29050,516864.14285714284,3618049.0,5,1219868.6485714286,"[28, 27, 17, 21, 24]"
29100,42874.42857142857,300121.0,5,947429.3828571427,"[5, 16, 27, 11, 21]"
29150,606982.4285714285,4248877.0,5,1411104.0085714287,"[14, 24, 8, 26, 27]"
29200,53642.28571428572,375496.0,5,1058891.7085714284,"[17, 0, 16, 5, 24]"
29250,51655.0,361585.0,5,539608.6257142858,"[22, 23, 11, 16, 24]"
29300,1711401.5714285714,11979811.0,5,652853.0257142858,"[17, 24, 15, 27, 14]"
29350,5794649.0,40562543.0,5,947124.32,"[24, 27, 22, 19, 11]"
29400,3321121.5714285714,23247851.0,5,375767.0342857143,"[24, 10, 2, 23, 27]"
29450,77521.42857142857,542650.0,5,959059.1828571426,"[28, 11, 24, 15, 22]"
29500,94024.14285714286,658169.0,5,618749.5428571429,"[27, 14, 16, 19, 0]"
29550,71254.42857142857,498781.0,5,359588.56857142865,"[15, 11, 24, 2, 26]"
29600,1074.2857142857142,7520.0,5,608576.8714285714,"[11, 2, 5, 8, 28]"
29650,1873.7142857142858,13116.0,5,752798.902857143,"[6, 3, 25, 15, 23]"
29700,16659.85714285714,116619.0,5,802002.6371428572,"[24, 28, 23, 26, 6]"
29750,33923.142857142855,237462.0,5,646343.4,"[24, 25, 7, 14, 17]"
29800,19898.714285714286,139291.0,5,584352.5857142857,"[10, 26, 11, 24, 0]"
29850,1675342.2857142857,11727396.0,5,731736.2114285714,"[14, 17, 27, 2, 24]"
29900,3018711.285714286,21130979.0,5,895205.2714285715,"[11, 27, 24, 23, 15]"
29950,508616.5714285714,3560316.0,5,850537.0428571429,"[27, 8, 20, 19, 26]"
30000,83825.71428571429,586780.0,5,843187.3028571429,"[11, 24, 15, 23, 9]"
30050,717744.7142857143,5024213.0,5,502966.7085714285,"[28, 9, 27, 24, 26]"
30100,824829.1428571428,5773804.0,5,713664.8114285714,"[23, 27, 7, 24, 9]"
30150,2394726.285714286,16763084.0,5,1130609.3257142857,"[24, 22, 27, 14, 15]"
30200,9175.857142857143,64231.0,5,834255.8371428571,"[10, 23, 2, 9, 28]"
30250,735787.1428571428,5150510.0,5,814949.2142857142,"[24, 15, 3, 29, 4]"
30300,41268.142857142855,288877.0,5,837809.9685714287,"[24, 28, 15, 18, 3]"
30350,62964.142857142855,440749.0,5,762912.5057142858,"[12, 5, 24, 17, 0]"
30400,61422.28571428572,429956.0,4,844631.6628571429,"[26, 24, 25, 19]"
30450,1431464.0,10020248.0,5,1187697.34,"[23, 24, 10, 16, 27]"
30500,192216.42857142858,1345515.0,5,607130.9857142858,"[27, 17, 23, 1, 28]"
30550,8286414.285714285,58004900.0,5,855369.3571428572,"[24, 27, 10, 14, 18]"
30600,1234.7142857142858,8643.0,5,687959.8342857143,"[14, 13, 16, 1, 8]"
30650,401131.28571428574,2807919.0,5,974576.96,"[24, 13, 1, 26, 27]"
30700,1712641.5714285714,11988491.0,5,827102.1971428571,"[28, 27, 29, 10, 17]"
30750,24177.14285714286,169240.0,5,573703.06,"[15, 2, 8, 27, 7]"
30800,6217.571428571428,43523.0,5,830182.762857143,"[29, 5, 0, 16, 4]"
30850,2185.714285714286,15300.0,5,759285.942857143,"[23, 14, 12, 5, 25]"
30900,857557.7142857143,6002904.0,5,861667.6942857143,"[16, 24, 18, 2, 27]"
30950,59011.42857142857,413080.0,5,599297.0514285713,"[22, 17, 16, 24, 3]"
31000,4100.571428571428,28704.0,5,601460.7999999999,"[4, 15, 14, 1, 23]"
31050,779635.2857142857,5457447.0,5,613052.9800000001,"[24, 3, 2, 1, 27]"
31100,2670744.4285714286,18695211.0,5,636365.6114285715,"[24, 26, 16, 27, 6]"
31150,144708.85714285713,1012962.0,5,735167.2828571429,"[27, 25, 16, 22, 18]"
31200,100040.0,700280.0,5,638875.6257142858,"[27, 14, 0, 17, 28]"
31250,49595.142857142855,347166.0,4,500643.12,"[15, 24, 3, 11]"
31300,3618.1428571428573,25327.0,5,550736.0942857142,"[3, 8, 14, 11, 26]"
31350,14541.714285714286,101792.0,5,637799.8257142857,"[23, 22, 17, 15, 5]"
31400,606098.1428571428,4242687.0,5,818810.4914285713,"[7, 10, 27, 3, 24]"
31450,82437.28571428571,577061.0,5,661101.4571428571,"[22, 24, 17, 28, 16]"
31500,523351.5714285714,3663461.0,5,632888.7571428572,"[22, 27, 16, 13, 8]"
31550,31061.14285714286,217428.0,5,290091.1285714286,"[16, 24, 1, 25, 17]"
31600,3833145.0,26832015.0,5,1265322.177142857,"[27, 14, 5, 24, 28]"
31650,3227038.5714285714,22589270.0,5,733632.5000000001,"[24, 28, 27, 25, 17]"
31700,100980.28571428571,706862.0,5,1000746.5,"[24, 10, 15, 16, 13]"
31750,1466.142857142857,10263.0,5,573717.8142857143,"[3, 10, 26, 0, 12]"
31800,1028.0,7196.0,5,718957.4457142858,"[9, 25, 18, 0, 2]"
31850,3157.285714285714,22101.0,5,714189.1057142856,"[25, 14, 19, 26, 15]"
31900,1493632.4285714286,10455427.0,5,593360.8028571429,"[23, 27, 21, 26, 24]"
31950,105444.0,738108.0,5,649874.92,"[28, 27, 16, 15, 20]"
