episode,avg_score_7rounds,total_score,num_jokers,avg_score_50,joker_ids
6650,2366.4285714285716,16565.0,5,21593.41142857143,"[29, 0, 4, 9, 11]"
6700,37427.857142857145,261995.0,5,38030.93714285715,"[21, 15, 13, 9, 5]"
6750,3386.4285714285716,23705.0,5,21383.045714285712,"[29, 22, 10, 11, 9]"
6800,4120.857142857143,28846.0,5,39371.42571428571,"[18, 26, 7, 12, 9]"
6850,107426.0,751982.0,5,51654.25428571429,"[27, 13, 6, 17, 23]"
6900,12678.0,88746.0,5,48540.87714285715,"[15, 9, 3, 5, 23]"
6950,3759.285714285714,26315.0,5,36593.091428571424,"[28, 11, 7, 5, 8]"
7000,1433.2857142857142,10033.0,5,27727.988571428567,"[14, 11, 12, 18, 5]"
7050,324748.28571428574,2273238.0,5,59870.005714285726,"[24, 1, 27, 11, 8]"
7100,14766.42857142857,103365.0,5,58987.282857142854,"[18, 2, 27, 19, 3]"
7150,85878.14285714286,601147.0,5,47997.29142857143,"[27, 1, 16, 25, 7]"
7200,5714.857142857143,40004.0,5,75313.56285714287,"[21, 22, 2, 4, 12]"
7250,4786.428571428572,33505.0,5,29708.397142857146,"[15, 29, 22, 1, 13]"
7300,3284.8571428571427,22994.0,5,28384.602857142854,"[26, 0, 8, 11, 28]"
7350,4040.1428571428573,28281.0,5,32048.800000000003,"[17, 8, 1, 28, 22]"
7400,5284.0,36988.0,5,27053.42,"[28, 8, 12, 21, 20]"
7450,178511.0,1249577.0,5,54563.88571428571,"[24, 23, 7, 11, 19]"
7500,6973.142857142857,48812.0,5,40805.520000000004,"[25, 28, 7, 0, 19]"
7550,4148.142857142857,29037.0,5,56661.51714285715,"[23, 3, 24, 10, 29]"
7600,5253.571428571428,36775.0,5,25189.794285714288,"[18, 2, 13, 29, 8]"
7650,5109.571428571428,35767.0,5,44351.91714285714,"[24, 23, 3, 14, 9]"
7700,11194.714285714286,78363.0,5,56758.137142857144,"[4, 11, 1, 17, 16]"
7750,23149.285714285714,162045.0,5,37843.86,"[28, 19, 13, 6, 27]"
7800,9979.0,69853.0,5,69799.06,"[24, 2, 13, 5, 29]"
7850,109564.0,766948.0,5,67380.57142857142,"[7, 22, 27, 2, 12]"
7900,56455.42857142857,395188.0,5,38913.21428571429,"[22, 10, 17, 4, 11]"
7950,16964.571428571428,118752.0,5,89725.02571428573,"[17, 27, 21, 6, 1]"
8000,8944.714285714286,62613.0,5,45372.37142857143,"[26, 25, 19, 5, 9]"
8050,751.7142857142857,5262.0,5,72614.4542857143,"[7, 8, 11, 5, 23]"
8100,526149.2857142857,3683045.0,5,93231.12571428572,"[27, 15, 12, 23, 24]"
8150,81633.0,571431.0,5,44122.22571428572,"[8, 23, 7, 28, 24]"
8200,2112.1428571428573,14785.0,5,51148.93999999999,"[0, 17, 12, 2, 21]"
8250,4277.714285714285,29944.0,5,50347.57428571429,"[24, 15, 6, 7, 29]"
8300,655.4285714285714,4588.0,5,43835.18571428572,"[21, 6, 2, 11, 1]"
8350,39442.142857142855,276095.0,5,37201.62571428572,"[28, 12, 8, 9, 6]"
8400,154397.2857142857,1080781.0,5,63861.61999999999,"[17, 26, 16, 11, 15]"
8450,44371.42857142857,310600.0,5,63623.30571428572,"[0, 27, 26, 28, 7]"
8500,22897.285714285714,160281.0,5,46223.20857142858,"[20, 26, 0, 22, 19]"
8550,407545.5714285714,2852819.0,5,67765.94571428571,"[22, 21, 20, 6, 10]"
8600,1112.7142857142858,7789.0,5,69688.76285714285,"[14, 8, 18, 7, 11]"
8650,20266.285714285714,141864.0,5,35034.79142857142,"[2, 27, 21, 14, 18]"
8700,33437.28571428572,234061.0,5,58264.997142857144,"[15, 6, 10, 5, 24]"
8750,7354.714285714285,51483.0,5,75638.84,"[18, 22, 21, 16, 5]"
8800,25096.571428571428,175676.0,5,119932.99142857142,"[6, 12, 2, 27, 25]"
8850,45066.857142857145,315468.0,5,68181.78285714287,"[3, 7, 26, 10, 19]"
8900,2270.4285714285716,15893.0,5,53088.91714285714,"[13, 5, 23, 11, 19]"
8950,29050.14285714286,203351.0,5,58007.53428571428,"[17, 26, 24, 9, 8]"
9000,7018.142857142857,49127.0,5,58313.85714285714,"[7, 10, 20, 13, 21]"
9050,2337.5714285714284,16363.0,5,43993.28,"[14, 16, 5, 3, 13]"
9100,205956.2857142857,1441694.0,5,48765.525714285715,"[27, 8, 7, 23, 22]"
9150,42932.857142857145,300530.0,5,57135.96,"[9, 27, 17, 29, 19]"
9200,87533.85714285714,612737.0,5,86432.1342857143,"[7, 17, 18, 27, 5]"
9250,322265.4285714286,2255858.0,5,51959.43142857143,"[12, 24, 6, 27, 4]"
9300,26491.571428571428,185441.0,5,55379.52285714285,"[6, 4, 11, 0, 27]"
9350,7680.428571428572,53763.0,5,51106.28857142857,"[26, 20, 17, 5, 18]"
9400,4727.857142857143,33095.0,5,130453.91142857146,"[16, 26, 12, 28, 18]"
9450,186431.2857142857,1305019.0,5,113986.16857142858,"[17, 23, 24, 15, 27]"
9500,26316.428571428572,184215.0,5,61419.071428571435,"[15, 5, 24, 7, 17]"
9550,108238.42857142857,757669.0,5,69252.99714285714,"[23, 7, 6, 1, 13]"
9600,62171.71428571428,435202.0,5,40894.114285714284,"[25, 27, 7, 0, 17]"
9650,11930.285714285714,83512.0,5,55710.834285714285,"[18, 23, 4, 22, 14]"
9700,11601.285714285714,81209.0,5,59619.05714285714,"[14, 15, 6, 2, 8]"
9750,6160.0,43120.0,5,111429.93428571428,"[10, 20, 18, 19, 1]"
9800,34237.0,239659.0,5,133290.36857142858,"[7, 24, 2, 15, 6]"
9850,7497.142857142857,52480.0,5,85163.89999999998,"[23, 4, 24, 18, 0]"
9900,171602.42857142858,1201217.0,5,48779.40285714286,"[17, 20, 27, 9, 11]"
9950,18780.714285714286,131465.0,5,107399.52285714286,"[5, 4, 6, 29, 24]"
10000,31621.0,221347.0,5,42607.02,"[24, 15, 6, 23, 22]"
10050,2422.4285714285716,16957.0,5,112139.18,"[14, 9, 25, 19, 28]"
10100,486.85714285714283,3408.0,5,36590.59428571428,"[21, 23, 2, 1, 11]"
10150,5023.714285714285,35166.0,5,87458.83142857146,"[15, 29, 20, 2, 1]"
10200,1776.857142857143,12438.0,5,85489.63714285714,"[0, 29, 1, 19, 5]"
10250,1197.4285714285713,8382.0,5,52419.36571428572,"[14, 9, 4, 25, 5]"
10300,1027.4285714285713,7192.0,5,72200.54285714285,"[14, 21, 28, 8, 2]"
10350,1425.142857142857,9976.0,5,56914.57428571428,"[19, 6, 22, 8, 12]"
10400,420821.71428571426,2945752.0,5,56477.55142857143,"[24, 9, 21, 19, 8]"
10450,52436.28571428572,367054.0,5,49806.914285714294,"[7, 6, 29, 25, 2]"
10500,39333.42857142857,275334.0,5,69975.17714285715,"[24, 16, 4, 25, 14]"
10550,2972.5714285714284,20808.0,5,39538.75428571428,"[18, 28, 19, 15, 10]"
10600,3835.285714285714,26847.0,5,78095.98571428572,"[10, 18, 23, 6, 12]"
10650,1248.2857142857142,8738.0,5,107019.41142857143,"[8, 5, 11, 14, 9]"
10700,3675.4285714285716,25728.0,5,73865.56857142858,"[16, 2, 13, 18, 28]"
10750,6637.0,46459.0,5,63947.45999999999,"[17, 15, 8, 26, 5]"
10800,25974.428571428572,181821.0,5,121360.3942857143,"[5, 24, 13, 16, 19]"
10850,6460.142857142857,45221.0,5,67261.20285714287,"[9, 22, 5, 10, 23]"
10900,13459.714285714286,94218.0,5,104239.79714285716,"[24, 8, 21, 18, 13]"
10950,28826.571428571428,201786.0,5,142564.76285714286,"[19, 24, 5, 21, 14]"
11000,299795.71428571426,2098570.0,5,98484.86,"[27, 25, 29, 16, 2]"
11050,30418.0,212926.0,5,83274.76000000001,"[8, 13, 11, 6, 10]"
11100,6202.285714285715,43416.0,5,90488.84857142856,"[28, 5, 6, 13, 22]"
11150,167751.85714285713,1174263.0,5,60093.89428571428,"[10, 9, 7, 26, 15]"
11200,9095.714285714286,63670.0,5,69573.54285714283,"[6, 19, 13, 1, 24]"
11250,5971.142857142857,41798.0,5,58664.99142857143,"[14, 6, 4, 22, 16]"
11300,5057.0,35399.0,5,93174.08571428571,"[1, 23, 28, 21, 15]"
11350,3049.8571428571427,21349.0,5,149084.91714285716,"[16, 11, 2, 10, 15]"
11400,74719.14285714286,523034.0,5,76233.47142857144,"[27, 12, 0, 1, 10]"
11450,1307.2857142857142,9151.0,5,100395.15428571428,"[2, 28, 3, 25, 14]"
11500,40025.28571428572,280177.0,5,102144.42285714285,"[15, 17, 22, 24, 7]"
11550,1314.7142857142858,9203.0,5,52205.60571428572,"[9, 28, 13, 6, 2]"
11600,513441.4285714286,3594090.0,5,71632.49714285714,"[15, 24, 7, 27, 18]"
11650,1180.142857142857,8261.0,5,98640.48,"[25, 21, 11, 7, 28]"
11700,10927.42857142857,76492.0,5,83303.3,"[13, 11, 6, 19, 28]"
11750,29091.85714285714,203643.0,5,77369.02571428572,"[28, 29, 11, 4, 0]"
11800,43174.142857142855,302219.0,5,202868.6285714286,"[21, 25, 9, 0, 18]"
11850,20225.85714285714,141581.0,5,77578.91428571429,"[16, 26, 7, 5, 22]"
11900,82297.28571428571,576081.0,5,71623.06571428571,"[24, 15, 2, 10, 1]"
11950,1015.1428571428571,7106.0,5,144269.08857142855,"[25, 5, 19, 4, 11]"
12000,1326.4285714285713,9285.0,5,64942.585714285706,"[6, 7, 24, 11, 29]"
12050,116957.0,818699.0,5,108995.09142857142,"[12, 27, 8, 19, 26]"
12100,27541.571428571428,192791.0,5,86721.50571428573,"[24, 7, 1, 9, 28]"
12150,1119.0,7833.0,5,71293.47142857141,"[21, 14, 5, 6, 0]"
12200,76589.42857142857,536126.0,5,39458.65714285714,"[27, 5, 20, 19, 18]"
12250,47386.57142857143,331706.0,5,85977.9,"[16, 24, 27, 11, 6]"
12300,22525.14285714286,157676.0,5,101772.07714285715,"[18, 19, 24, 0, 4]"
12350,203281.0,1422967.0,5,138548.53714285715,"[10, 24, 27, 16, 11]"
12400,43204.57142857143,302432.0,5,104410.29999999999,"[13, 27, 10, 11, 19]"
12450,14570.857142857143,101996.0,5,66604.57714285715,"[7, 16, 24, 21, 3]"
12500,125047.14285714286,875330.0,5,82328.56857142858,"[13, 22, 19, 27, 15]"
12550,1272.5714285714287,8908.0,5,63113.517142857134,"[25, 13, 12, 5, 10]"
12600,1141.5714285714287,7991.0,5,86298.4542857143,"[13, 26, 21, 20, 6]"
12650,1306.142857142857,9143.0,5,75952.42285714287,"[4, 3, 11, 16, 25]"
12700,3825.285714285714,26777.0,5,116824.63714285714,"[13, 18, 9, 3, 23]"
12750,11188.57142857143,78320.0,5,67083.99714285713,"[12, 8, 24, 18, 1]"
12800,3427.5714285714284,23993.0,5,71383.98571428572,"[8, 24, 4, 1, 23]"
12850,43352.857142857145,303470.0,5,108783.40285714285,"[6, 27, 20, 28, 25]"
12900,1106610.857142857,7746276.0,5,62655.83428571429,"[24, 27, 2, 23, 10]"
12950,98284.71428571429,687993.0,5,86647.35428571429,"[28, 19, 7, 15, 22]"
13000,8580.57142857143,60064.0,5,97553.21142857145,"[21, 0, 4, 2, 24]"
13050,57310.857142857145,401176.0,5,69895.19142857143,"[15, 25, 24, 7, 12]"
13100,390999.28571428574,2736995.0,5,62164.46571428572,"[28, 24, 27, 7, 13]"
13150,73158.14285714286,512107.0,5,56023.13714285714,"[22, 11, 7, 6, 19]"
13200,11983.57142857143,83885.0,5,120252.59714285716,"[28, 10, 6, 4, 23]"
13250,1217.5714285714287,8523.0,5,66013.58857142857,"[2, 18, 7, 17, 25]"
13300,85599.14285714286,599194.0,5,136180.90857142856,"[20, 17, 7, 27, 25]"
13350,345564.0,2418948.0,5,116995.31714285715,"[22, 8, 5, 16, 7]"
13400,1148.857142857143,8042.0,5,57410.33714285715,"[6, 25, 1, 3, 18]"
13450,120746.57142857143,845226.0,5,131604.13714285716,"[10, 15, 2, 1, 9]"
13500,22211.428571428572,155480.0,5,157488.1342857143,"[22, 24, 9, 10, 19]"
13550,5128.428571428572,35899.0,5,54806.397142857146,"[11, 28, 29, 14, 10]"
13600,31221.85714285714,218553.0,5,91694.2,"[28, 18, 2, 27, 26]"
13650,32453.714285714286,227176.0,5,76591.41714285714,"[4, 18, 14, 13, 28]"
13700,92464.14285714286,647249.0,5,98802.65714285713,"[6, 7, 22, 16, 8]"
13750,5365.285714285715,37557.0,5,88905.89142857141,"[28, 15, 5, 25, 10]"
13800,9938.57142857143,69570.0,5,94327.71714285715,"[15, 26, 13, 25, 2]"
13850,7457.142857142857,52200.0,5,153245.19142857144,"[14, 15, 3, 25, 26]"
13900,36795.0,257565.0,5,113867.21142857143,"[1, 15, 24, 9, 10]"
13950,2048.1428571428573,14337.0,5,114630.55142857143,"[15, 10, 18, 11, 1]"
14000,27800.285714285714,194602.0,5,88050.62,"[9, 10, 13, 2, 16]"
14050,250422.42857142858,1752957.0,5,78530.39142857143,"[15, 27, 21, 3, 22]"
14100,47349.142857142855,331444.0,5,120189.3,"[7, 27, 15, 16, 19]"
14150,711818.1428571428,4982727.0,5,100299.36,"[27, 24, 9, 5, 16]"
14200,7486.714285714285,52407.0,5,141831.97714285715,"[17, 28, 7, 11, 6]"
14250,11617.857142857143,81325.0,5,161040.8057142857,"[15, 22, 6, 0, 25]"
14300,1298.2857142857142,9088.0,5,194167.07142857142,"[0, 21, 13, 15, 3]"
14350,186109.85714285713,1302769.0,5,103004.13428571429,"[16, 6, 27, 24, 20]"
14400,14131.285714285714,98919.0,5,115761.5,"[24, 11, 0, 3, 6]"
14450,3325.5714285714284,23279.0,5,109864.09714285715,"[5, 28, 20, 13, 10]"
14500,4937.142857142857,34560.0,5,89893.81428571427,"[20, 14, 3, 8, 22]"
14550,808.4285714285714,5659.0,5,124424.60571428569,"[21, 19, 17, 8, 3]"
14600,40160.28571428572,281122.0,5,80277.30285714286,"[26, 24, 3, 9, 20]"
14650,152848.7142857143,1069941.0,5,102268.29428571428,"[27, 17, 11, 25, 6]"
14700,10654.0,74578.0,5,152483.73714285714,"[15, 20, 17, 9, 25]"
14750,6344.428571428572,44411.0,5,145872.98857142855,"[7, 15, 6, 16, 23]"
14800,9260.857142857143,64826.0,5,103264.50857142857,"[2, 10, 24, 14, 26]"
14850,1212.7142857142858,8489.0,5,195556.9342857143,"[3, 7, 5, 23, 4]"
14900,38176.857142857145,267238.0,5,66426.20285714287,"[28, 1, 27, 5, 4]"
14950,7209.857142857143,50469.0,5,105531.93142857142,"[28, 26, 14, 1, 10]"
15000,1941.7142857142858,13592.0,5,122656.43142857144,"[22, 12, 23, 8, 25]"
15050,285604.4285714286,1999231.0,5,74100.07714285715,"[27, 4, 22, 23, 12]"
15100,40430.71428571428,283015.0,5,110557.04857142856,"[9, 7, 20, 0, 27]"
15150,33086.57142857143,231606.0,5,164434.50285714286,"[14, 26, 17, 9, 0]"
15200,48070.0,336490.0,5,163433.25999999998,"[17, 9, 28, 4, 11]"
15250,462846.71428571426,3239927.0,5,72054.5857142857,"[11, 15, 24, 9, 27]"
15300,121520.85714285714,850646.0,5,203720.83999999997,"[20, 27, 14, 29, 17]"
15350,132226.57142857142,925586.0,5,120834.72,"[15, 20, 4, 8, 17]"
15400,127841.57142857143,894891.0,5,123707.78285714287,"[8, 15, 24, 27, 12]"
15450,68592.57142857143,480148.0,5,67803.6857142857,"[27, 20, 14, 17, 1]"
15500,64643.0,452501.0,5,149708.70857142855,"[27, 25, 28, 13, 9]"
15550,52153.57142857143,365075.0,5,93415.47714285717,"[24, 16, 28, 11, 6]"
15600,7945.714285714285,55620.0,5,128333.23999999998,"[17, 20, 25, 15, 10]"
15650,30250.571428571428,211754.0,5,129619.8257142857,"[26, 29, 9, 14, 11]"
15700,1042305.1428571428,7296136.0,5,178608.1285714286,"[5, 24, 19, 3, 27]"
15750,111417.71428571429,779924.0,5,124944.04285714288,"[16, 27, 3, 4, 24]"
15800,3184915.285714286,22294407.0,5,170116.41714285716,"[27, 24, 16, 20, 9]"
15850,1593236.2857142857,11152654.0,5,126474.94571428571,"[24, 23, 22, 27, 1]"
15900,15588.857142857143,109122.0,5,88857.60285714286,"[4, 29, 19, 20, 21]"
15950,119444.57142857143,836112.0,5,112918.61142857144,"[15, 27, 14, 23, 26]"
