episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage
48,2,play,72.0,3,3,"[""2D"", ""7H"", ""13S"", ""1C"", ""13D"", ""11S"", ""10D"", ""4D""]","[""2D"", ""7H"", ""13S"", ""1C"", ""13D"", ""11S"", ""10D"", ""4D""]","[""1H"", ""3H"", ""5H"", ""8H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""3D"", ""5D"", ""7D"", ""8D"", ""9D"", ""2C"", ""3C"", ""4C"", ""7C"", ""9C"", ""11C"", ""12C"", ""13C"", ""2S"", ""4S"", ""5S"", ""7S"", ""9S"", ""12S""]",-32.6756591796875
48,3,play,60.0,2,3,"[""10C"", ""10S"", ""2H"", ""6S"", ""5C"", ""8S"", ""4H"", ""11D""]","[""10C"", ""10S"", ""2H"", ""6S"", ""5C"", ""8S"", ""4H"", ""11D""]","[""1H"", ""3H"", ""5H"", ""8H"", ""12H"", ""13H"", ""1D"", ""5D"", ""9D"", ""2C"", ""3C"", ""4C"", ""9C"", ""11C"", ""12C"", ""4S"", ""5S"", ""7S"", ""9S"", ""12S""]",-58.76098480224607
48,4,play,48.0,1,3,"[""3D"", ""2S"", ""10H"", ""9H"", ""7C"", ""7D"", ""8D"", ""13C""]","[""3D"", ""2S"", ""10H"", ""9H"", ""7C"", ""7D"", ""8D"", ""13C""]","[""1H"", ""12H"", ""1D"", ""2C"", ""3C"", ""9C"", ""11C"", ""12C"", ""4S"", ""5S"", ""7S"", ""9S""]",-73.89790924072264
48,5,play,40.0,0,3,"[""4C"", ""13H"", ""3H"", ""12S"", ""5H"", ""5D"", ""9D"", ""8H""]","[""4C"", ""13H"", ""3H"", ""12S"", ""5H"", ""5D"", ""9D"", ""8H""]","[""2C"", ""9C"", ""4S"", ""5S""]",-86.11294555664062
49,1,play,18.0,4,3,"[""7D"", ""12C"", ""5D"", ""9S"", ""13C"", ""4C"", ""2C"", ""8H""]","[""7D"", ""12C"", ""5D"", ""9S"", ""13C"", ""4C"", ""2C"", ""8H""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""6D"", ""8D"", ""10D"", ""12D"", ""13D"", ""1C"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""1S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""10S"", ""11S""]",-121.0048303222656
49,2,play,340.0,3,3,"[""11D"", ""12S"", ""2D"", ""2S"", ""9D"", ""7H"", ""13S"", ""10H""]","[""11D"", ""12S"", ""2D"", ""2S"", ""9D"", ""7H"", ""13S"", ""10H""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""8D"", ""10D"", ""12D"", ""13D"", ""1C"", ""3C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""1S"", ""4S"", ""5S"", ""7S"", ""8S"", ""11S""]",213.64456970214837
49,3,play,44.0,2,3,"[""10S"", ""6D"", ""6S"", ""3S"", ""9H"", ""5C"", ""11C"", ""2H""]","[""10S"", ""6D"", ""6S"", ""3S"", ""9H"", ""5C"", ""11C"", ""2H""]","[""1H"", ""3H"", ""4H"", ""6H"", ""11H"", ""12H"", ""1D"", ""3D"", ""10D"", ""12D"", ""13D"", ""3C"", ""6C"", ""7C"", ""8C"", ""10C"", ""4S"", ""7S"", ""8S"", ""11S""]",-88.29439086914061
49,4,play,64.0,1,3,"[""4D"", ""13H"", ""1C"", ""8D"", ""5H"", ""1S"", ""9C"", ""5S""]","[""4D"", ""13H"", ""1C"", ""8D"", ""5H"", ""1S"", ""9C"", ""5S""]","[""4H"", ""6H"", ""12H"", ""1D"", ""3D"", ""10D"", ""6C"", ""7C"", ""8C"", ""10C"", ""7S"", ""11S""]",-43.71083946228026
49,5,play,32.0,0,3,"[""1H"", ""13D"", ""12D"", ""4S"", ""3H"", ""3C"", ""8S"", ""11H""]","[""1H"", ""13D"", ""12D"", ""4S"", ""3H"", ""3C"", ""8S"", ""11H""]","[""6H"", ""3D"", ""10C"", ""7S""]",-74.39202117919922
50,1,play,84.0,4,3,"[""7D"", ""6S"", ""9C"", ""2H"", ""9H"", ""2S"", ""10D"", ""5D""]","[""7D"", ""6S"", ""9C"", ""2H"", ""9H"", ""2S"", ""10D"", ""5D""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""6D"", ""9D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""4C"", ""5C"", ""6C"", ""8C"", ""13C"", ""1S"", ""3S"", ""4S"", ""5S"", ""7S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",-28.284769287109384
50,2,play,308.0,3,3,"[""8S"", ""7H"", ""8D"", ""11C"", ""2C"", ""7C"", ""12C"", ""10C""]","[""8S"", ""7H"", ""8D"", ""11C"", ""2C"", ""7C"", ""12C"", ""10C""]","[""5H"", ""8H"", ""10H"", ""11H"", ""12H"", ""2D"", ""3D"", ""4D"", ""6D"", ""9D"", ""11D"", ""12D"", ""1C"", ""3C"", ""4C"", ""5C"", ""6C"", ""8C"", ""13C"", ""1S"", ""3S"", ""4S"", ""7S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",132.53848022460943
50,3,play,248.0,2,3,"[""5S"", ""3H"", ""4H"", ""1H"", ""13H"", ""13D"", ""6H"", ""1D""]","[""5S"", ""3H"", ""4H"", ""1H"", ""13H"", ""13D"", ""6H"", ""1D""]","[""8H"", ""10H"", ""11H"", ""12H"", ""2D"", ""3D"", ""4D"", ""9D"", ""11D"", ""12D"", ""1C"", ""3C"", ""4C"", ""5C"", ""8C"", ""13C"", ""1S"", ""7S"", ""10S"", ""13S""]",172.98348403930663
50,4,play,296.0,1,3,"[""11S"", ""6D"", ""5H"", ""12S"", ""4S"", ""6C"", ""3S"", ""9S""]","[""11S"", ""6D"", ""5H"", ""12S"", ""4S"", ""6C"", ""3S"", ""9S""]","[""8H"", ""10H"", ""12H"", ""2D"", ""11D"", ""12D"", ""3C"", ""4C"", ""5C"", ""8C"", ""1S"", ""7S""]",169.56333488464355
50,5,play,72.0,0,3,"[""13S"", ""9D"", ""10S"", ""11H"", ""3D"", ""13C"", ""4D"", ""1C""]","[""13S"", ""9D"", ""10S"", ""11H"", ""3D"", ""13C"", ""4D"", ""1C""]","[""12H"", ""3C"", ""5C"", ""7S""]",-42.277320861816406
51,1,play,72.0,4,3,"[""6C"", ""2H"", ""2D"", ""6D"", ""1S"", ""12H"", ""1H"", ""10D""]","[""6C"", ""2H"", ""2D"", ""6D"", ""1S"", ""12H"", ""1H"", ""10D""]","[""3H"", ""4H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""3D"", ""4D"", ""5D"", ""7D"", ""9D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""5C"", ""7C"", ""9C"", ""10C"", ""12C"", ""13C"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",10.453254394531314
51,2,play,344.0,3,3,"[""11C"", ""7S"", ""8C"", ""4C"", ""8D"", ""11D"", ""8H"", ""5H""]","[""11C"", ""7S"", ""8C"", ""4C"", ""8D"", ""11D"", ""8H"", ""5H""]","[""3H"", ""4H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""3D"", ""5D"", ""7D"", ""12D"", ""1C"", ""2C"", ""3C"", ""5C"", ""7C"", ""10C"", ""12C"", ""13C"", ""2S"", ""4S"", ""5S"", ""6S"", ""9S"", ""12S"", ""13S""]",206.34925872802728
51,3,play,56.0,2,3,"[""10S"", ""8S"", ""13D"", ""3S"", ""11S"", ""9D"", ""4D"", ""9C""]","[""10S"", ""8S"", ""13D"", ""3S"", ""11S"", ""9D"", ""4D"", ""9C""]","[""3H"", ""4H"", ""9H"", ""1D"", ""3D"", ""5D"", ""7D"", ""12D"", ""1C"", ""3C"", ""5C"", ""10C"", ""12C"", ""13C"", ""2S"", ""4S"", ""5S"", ""6S"", ""9S"", ""12S""]",-88.05250228881835
51,4,play,328.0,1,3,"[""13H"", ""2C"", ""10H"", ""7C"", ""7H"", ""13S"", ""6H"", ""11H""]","[""13H"", ""2C"", ""10H"", ""7C"", ""7H"", ""13S"", ""6H"", ""11H""]","[""4H"", ""9H"", ""1D"", ""3D"", ""7D"", ""1C"", ""12C"", ""13C"", ""2S"", ""4S"", ""5S"", ""6S""]",200.0885834503174
51,5,play,108.0,0,3,"[""5C"", ""5D"", ""3H"", ""12S"", ""10C"", ""12D"", ""9S"", ""3C""]","[""5C"", ""5D"", ""3H"", ""12S"", ""10C"", ""12D"", ""9S"", ""3C""]","[""9H"", ""1D"", ""12C"", ""13C""]",8.004432678222656
52,1,play,28.0,4,3,"[""13S"", ""9H"", ""12D"", ""2S"", ""2H"", ""8D"", ""1S"", ""10D""]","[""13S"", ""9H"", ""12D"", ""2S"", ""2H"", ""8D"", ""1S"", ""10D""]","[""1H"", ""3H"", ""4H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""6D"", ""7D"", ""9D"", ""11D"", ""13D"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""13C"", ""3S"", ""4S"", ""5S"", ""7S"", ""8S"", ""11S"", ""12S""]",-74.64704681396483
52,2,play,108.0,3,3,"[""5D"", ""5H"", ""1C"", ""6S"", ""12C"", ""9S"", ""12H"", ""10S""]","[""5D"", ""5H"", ""1C"", ""6S"", ""12C"", ""9S"", ""12H"", ""10S""]","[""3H"", ""4H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""1D"", ""2D"", ""3D"", ""4D"", ""7D"", ""11D"", ""13D"", ""2C"", ""4C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""13C"", ""3S"", ""4S"", ""7S"", ""8S"", ""11S""]",-29.118912658691386
52,3,play,18.0,2,3,"[""9D"", ""1H"", ""13H"", ""8C"", ""5S"", ""3C"", ""12S"", ""6D""]","[""9D"", ""1H"", ""13H"", ""8C"", ""5S"", ""3C"", ""12S"", ""6D""]","[""3H"", ""6H"", ""7H"", ""8H"", ""10H"", ""2D"", ""3D"", ""4D"", ""7D"", ""11D"", ""6C"", ""7C"", ""10C"", ""11C"", ""13C"", ""3S"", ""4S"", ""7S"", ""8S"", ""11S""]",-110.50947311401367
52,4,play,36.0,1,3,"[""2C"", ""13D"", ""4C"", ""4H"", ""1D"", ""9C"", ""5C"", ""11H""]","[""2C"", ""13D"", ""4C"", ""4H"", ""1D"", ""9C"", ""5C"", ""11H""]","[""6H"", ""8H"", ""10H"", ""3D"", ""4D"", ""7D"", ""11D"", ""6C"", ""10C"", ""3S"", ""4S"", ""7S""]",-61.006483001709
52,5,play,112.0,0,3,"[""7H"", ""11C"", ""7C"", ""13C"", ""8S"", ""3H"", ""11S"", ""2D""]","[""7H"", ""11C"", ""7C"", ""13C"", ""8S"", ""3H"", ""11S"", ""2D""]","[""10H"", ""11D"", ""6C"", ""4S""]",-13.306503295898438
53,1,play,40.0,4,3,"[""1S"", ""5C"", ""12D"", ""7D"", ""3S"", ""9D"", ""10C"", ""5S""]","[""1S"", ""5C"", ""12D"", ""7D"", ""3S"", ""9D"", ""10C"", ""5S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""4D"", ""6D"", ""8D"", ""11D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""7C"", ""8C"", ""9C"", ""11C"", ""12C"", ""13C"", ""2S"", ""4S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",-59.80764801025384
53,2,play,60.0,3,3,"[""6C"", ""12S"", ""2D"", ""5D"", ""10D"", ""9H"", ""10H"", ""8H""]","[""6C"", ""12S"", ""2D"", ""5D"", ""10D"", ""9H"", ""10H"", ""8H""]","[""1H"", ""2H"", ""3H"", ""5H"", ""6H"", ""7H"", ""11H"", ""1D"", ""3D"", ""4D"", ""6D"", ""8D"", ""11D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""7C"", ""9C"", ""13C"", ""4S"", ""6S"", ""7S"", ""9S"", ""10S"", ""11S"", ""13S""]",-72.49703826904295
53,3,play,120.0,2,3,"[""13H"", ""8C"", ""4H"", ""12H"", ""11C"", ""12C"", ""2S"", ""8S""]","[""13H"", ""8C"", ""4H"", ""12H"", ""11C"", ""12C"", ""2S"", ""8S""]","[""2H"", ""3H"", ""6H"", ""7H"", ""4D"", ""6D"", ""8D"", ""11D"", ""13D"", ""1C"", ""2C"", ""3C"", ""9C"", ""13C"", ""4S"", ""6S"", ""7S"", ""9S"", ""10S"", ""13S""]",-38.00467178344729
53,4,play,88.0,1,3,"[""1H"", ""4C"", ""7C"", ""1D"", ""3D"", ""11S"", ""11H"", ""5H""]","[""1H"", ""4C"", ""7C"", ""1D"", ""3D"", ""11S"", ""11H"", ""5H""]","[""2H"", ""3H"", ""6H"", ""7H"", ""4D"", ""13D"", ""2C"", ""9C"", ""13C"", ""4S"", ""6S"", ""13S""]",11.68325881958009
53,5,play,300.0,0,3,"[""6D"", ""1C"", ""3C"", ""8D"", ""11D"", ""10S"", ""9S"", ""7S""]","[""6D"", ""1C"", ""3C"", ""8D"", ""11D"", ""10S"", ""9S"", ""7S""]","[""7H"", ""13D"", ""2C"", ""4S""]",167.9016876220703
54,1,play,18.0,4,3,"[""3D"", ""7S"", ""13D"", ""4C"", ""2C"", ""10C"", ""9D"", ""1D""]","[""3D"", ""7S"", ""13D"", ""4C"", ""2C"", ""10C"", ""9D"", ""1D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""11H"", ""12H"", ""13H"", ""2D"", ""4D"", ""5D"", ""7D"", ""8D"", ""11D"", ""12D"", ""1C"", ""3C"", ""5C"", ""6C"", ""7C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",-48.84188201904294
54,2,play,128.0,3,3,"[""10D"", ""8C"", ""12C"", ""10H"", ""12S"", ""6D"", ""8H"", ""9C""]","[""10D"", ""8C"", ""12C"", ""10H"", ""12S"", ""6D"", ""8H"", ""9C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""7H"", ""11H"", ""12H"", ""13H"", ""2D"", ""4D"", ""7D"", ""11D"", ""3C"", ""5C"", ""7C"", ""11C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""11S"", ""13S""]",-29.338709411621096
54,3,play,44.0,2,3,"[""5D"", ""1C"", ""9H"", ""6H"", ""8D"", ""12D"", ""10S"", ""6C""]","[""5D"", ""1C"", ""9H"", ""6H"", ""8D"", ""12D"", ""10S"", ""6C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""7H"", ""2D"", ""7D"", ""11D"", ""3C"", ""5C"", ""7C"", ""13C"", ""2S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""11S"", ""13S""]",-101.29041305541992
54,4,play,64.0,1,3,"[""12H"", ""4D"", ""5H"", ""11C"", ""13H"", ""3S"", ""1S"", ""11H""]","[""12H"", ""4D"", ""5H"", ""11C"", ""13H"", ""3S"", ""1S"", ""11H""]","[""1H"", ""3H"", ""4H"", ""2D"", ""11D"", ""3C"", ""5C"", ""7C"", ""2S"", ""4S"", ""8S"", ""9S""]",-42.59332839965822
54,5,play,120.0,0,3,"[""2H"", ""6S"", ""13S"", ""7H"", ""11S"", ""13C"", ""5S"", ""7D""]","[""2H"", ""6S"", ""13S"", ""7H"", ""11S"", ""13C"", ""5S"", ""7D""]","[""4H"", ""5C"", ""2S"", ""4S""]",12.293746948242188
55,1,play,108.0,4,3,"[""2S"", ""9C"", ""1C"", ""2D"", ""6D"", ""2C"", ""3C"", ""8H""]","[""2S"", ""9C"", ""1C"", ""2D"", ""6D"", ""2C"", ""3C"", ""8H""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""4D"", ""5D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""1S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",5.5458889770507085
55,2,play,72.0,3,3,"[""11C"", ""1D"", ""13D"", ""13C"", ""8S"", ""9D"", ""2H"", ""3D""]","[""11C"", ""1D"", ""13D"", ""13C"", ""8S"", ""9D"", ""2H"", ""3D""]","[""1H"", ""3H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""5D"", ""7D"", ""10D"", ""11D"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""3S"", ""5S"", ""6S"", ""7S"", ""9S"", ""10S"", ""11S"", ""12S"", ""13S""]",-41.64135284423827
55,3,play,304.0,2,3,"[""13H"", ""12D"", ""4D"", ""8D"", ""4H"", ""1S"", ""4S"", ""12H""]","[""13H"", ""12D"", ""4D"", ""8D"", ""4H"", ""1S"", ""4S"", ""12H""]","[""1H"", ""5H"", ""6H"", ""7H"", ""10H"", ""11H"", ""5D"", ""7D"", ""10D"", ""11D"", ""4C"", ""5C"", ""10C"", ""12C"", ""3S"", ""5S"", ""9S"", ""10S"", ""11S"", ""13S""]",207.26512420654296
55,4,play,92.0,1,3,"[""12S"", ""7C"", ""3H"", ""6S"", ""6C"", ""8C"", ""7S"", ""9H""]","[""12S"", ""7C"", ""3H"", ""6S"", ""6C"", ""8C"", ""7S"", ""9H""]","[""6H"", ""7H"", ""11H"", ""5D"", ""7D"", ""10D"", ""5C"", ""12C"", ""3S"", ""9S"", ""10S"", ""11S""]",-57.56316635131836
55,5,play,100.0,0,3,"[""4C"", ""10H"", ""11D"", ""10C"", ""5H"", ""5S"", ""13S"", ""1H""]","[""4C"", ""10H"", ""11D"", ""10C"", ""5H"", ""5S"", ""13S"", ""1H""]","[""7H"", ""11H"", ""10D"", ""5C""]",-29.023239135742188
56,1,play,340.0,4,3,"[""2C"", ""13D"", ""10C"", ""12S"", ""8H"", ""9D"", ""11D"", ""6S""]","[""2C"", ""13D"", ""10C"", ""12S"", ""8H"", ""9D"", ""11D"", ""6S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""11H"", ""13H"", ""2D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""12D"", ""1C"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""11C"", ""13C"", ""1S"", ""3S"", ""4S"", ""5S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",182.2427774047851
56,2,play,68.0,3,3,"[""7C"", ""6C"", ""12H"", ""10D"", ""1D"", ""12C"", ""2S"", ""4D""]","[""7C"", ""6C"", ""12H"", ""10D"", ""1D"", ""12C"", ""2S"", ""4D""]","[""1H"", ""4H"", ""6H"", ""7H"", ""11H"", ""13H"", ""2D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""12D"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""11C"", ""13C"", ""1S"", ""3S"", ""4S"", ""5S"", ""7S"", ""8S"", ""10S"", ""11S""]",-59.22056121826171
56,3,play,256.0,2,3,"[""1C"", ""9H"", ""2H"", ""13S"", ""3H"", ""9S"", ""5H"", ""10H""]","[""1C"", ""9H"", ""2H"", ""13S"", ""3H"", ""9S"", ""5H"", ""10H""]","[""1H"", ""6H"", ""7H"", ""11H"", ""13H"", ""2D"", ""3D"", ""5D"", ""6D"", ""8D"", ""12D"", ""5C"", ""8C"", ""11C"", ""13C"", ""1S"", ""3S"", ""7S"", ""8S"", ""10S""]",144.08310897827147
56,4,play,126.0,1,3,"[""5S"", ""4C"", ""4S"", ""9C"", ""11S"", ""7D"", ""3C"", ""4H""]","[""5S"", ""4C"", ""4S"", ""9C"", ""11S"", ""7D"", ""3C"", ""4H""]","[""7H"", ""13H"", ""2D"", ""3D"", ""6D"", ""8D"", ""5C"", ""8C"", ""11C"", ""1S"", ""3S"", ""8S""]",36.21754119873046
56,5,play,18.0,0,3,"[""7S"", ""10S"", ""5D"", ""1H"", ""13C"", ""6H"", ""12D"", ""11H""]","[""7S"", ""10S"", ""5D"", ""1H"", ""13C"", ""6H"", ""12D"", ""11H""]","[""13H"", ""6D"", ""8D"", ""1S""]",-112.56674194335938
57,1,play,140.0,4,3,"[""7D"", ""4H"", ""13H"", ""12C"", ""12S"", ""8H"", ""3C"", ""13C""]","[""7D"", ""4H"", ""13H"", ""12C"", ""12S"", ""8H"", ""3C"", ""13C""]","[""1H"", ""2H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""9D"", ""10D"", ""11D"", ""13D"", ""1C"", ""2C"", ""4C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",9.568052062988272
57,2,play,52.0,3,3,"[""6D"", ""4S"", ""3H"", ""8C"", ""12D"", ""8D"", ""5D"", ""11H""]","[""6D"", ""4S"", ""3H"", ""8C"", ""12D"", ""8D"", ""5D"", ""11H""]","[""2H"", ""5H"", ""6H"", ""7H"", ""9H"", ""12H"", ""1D"", ""2D"", ""3D"", ""9D"", ""13D"", ""1C"", ""2C"", ""4C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""2S"", ""3S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",-91.77478607177733
57,3,play,84.0,2,3,"[""4D"", ""10D"", ""1S"", ""7S"", ""10H"", ""5C"", ""1H"", ""11D""]","[""4D"", ""10D"", ""1S"", ""7S"", ""10H"", ""5C"", ""1H"", ""11D""]","[""5H"", ""6H"", ""12H"", ""1D"", ""2D"", ""3D"", ""9D"", ""1C"", ""2C"", ""4C"", ""6C"", ""7C"", ""10C"", ""2S"", ""3S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S""]",-14.000551300048869
57,4,play,136.0,1,3,"[""2H"", ""9C"", ""13D"", ""7H"", ""13S"", ""11S"", ""9H"", ""11C""]","[""2H"", ""9C"", ""13D"", ""7H"", ""13S"", ""11S"", ""9H"", ""11C""]","[""5H"", ""12H"", ""3D"", ""9D"", ""1C"", ""7C"", ""10C"", ""2S"", ""3S"", ""5S"", ""6S"", ""10S""]",-27.149515762329088
57,5,play,72.0,0,3,"[""2C"", ""2D"", ""4C"", ""6C"", ""6H"", ""8S"", ""9S"", ""1D""]","[""2C"", ""2D"", ""4C"", ""6C"", ""6H"", ""8S"", ""9S"", ""1D""]","[""5H"", ""3D"", ""7C"", ""6S""]",-12.335578918457031
58,1,play,99.0,4,3,"[""2H"", ""1C"", ""10H"", ""1S"", ""8H"", ""1D"", ""9S"", ""12C""]","[""2H"", ""1C"", ""10H"", ""1S"", ""8H"", ""1D"", ""9S"", ""12C""]","[""1H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""11H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""2C"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""10C"", ""2S"", ""3S"", ""4S"", ""5S"", ""7S"", ""8S"", ""11S"", ""12S""]",20.591890563964853
58,2,play,116.0,3,3,"[""7C"", ""13S"", ""13C"", ""11C"", ""10S"", ""6S"", ""6C"", ""12H""]","[""7C"", ""13S"", ""13C"", ""11C"", ""10S"", ""6S"", ""6C"", ""12H""]","[""1H"", ""3H"", ""4H"", ""7H"", ""11H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""2C"", ""5C"", ""8C"", ""9C"", ""2S"", ""4S"", ""5S"", ""7S"", ""8S"", ""11S"", ""12S""]",-42.02862701416018
58,3,play,32.0,2,3,"[""9H"", ""10C"", ""6H"", ""4C"", ""3C"", ""3S"", ""8D"", ""5H""]","[""9H"", ""10C"", ""6H"", ""4C"", ""3C"", ""3S"", ""8D"", ""5H""]","[""3H"", ""4H"", ""11H"", ""13H"", ""2D"", ""3D"", ""4D"", ""7D"", ""10D"", ""12D"", ""13D"", ""2C"", ""5C"", ""8C"", ""9C"", ""4S"", ""5S"", ""7S"", ""8S"", ""12S""]",-81.85828353881834
58,4,play,64.0,1,3,"[""6D"", ""5D"", ""2S"", ""7H"", ""11S"", ""9D"", ""1H"", ""11D""]","[""6D"", ""5D"", ""2S"", ""7H"", ""11S"", ""9D"", ""1H"", ""11D""]","[""3H"", ""11H"", ""13H"", ""4D"", ""10D"", ""12D"", ""2C"", ""5C"", ""4S"", ""7S"", ""8S"", ""12S""]",-60.241691741943356
58,5,play,18.0,0,3,"[""8C"", ""3D"", ""13D"", ""5S"", ""7D"", ""2D"", ""9C"", ""4H""]","[""8C"", ""3D"", ""13D"", ""5S"", ""7D"", ""2D"", ""9C"", ""4H""]","[""2C"", ""5C"", ""4S"", ""8S""]",-100.57225036621094
59,1,play,356.0,4,3,"[""5S"", ""9D"", ""13H"", ""5C"", ""13C"", ""2C"", ""13S"", ""4C""]","[""5S"", ""9D"", ""13H"", ""5C"", ""13C"", ""2C"", ""13S"", ""4C""]","[""1H"", ""2H"", ""3H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""6C"", ""7C"", ""8C"", ""9C"", ""11C"", ""12C"", ""2S"", ""3S"", ""4S"", ""6S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S""]",221.97722045898445
59,2,play,76.0,3,3,"[""9S"", ""5H"", ""10C"", ""4H"", ""8D"", ""1S"", ""5D"", ""4D""]","[""9S"", ""5H"", ""10C"", ""4H"", ""8D"", ""1S"", ""5D"", ""4D""]","[""1H"", ""3H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""7D"", ""11D"", ""12D"", ""13D"", ""1C"", ""6C"", ""8C"", ""9C"", ""11C"", ""12C"", ""2S"", ""3S"", ""4S"", ""6S"", ""7S"", ""10S"", ""12S""]",-32.268043518066406
59,3,play,300.0,2,3,"[""7C"", ""2H"", ""6D"", ""11S"", ""10D"", ""8S"", ""9H"", ""3C""]","[""7C"", ""2H"", ""6D"", ""11S"", ""10D"", ""8S"", ""9H"", ""3C""]","[""1H"", ""3H"", ""6H"", ""8H"", ""11H"", ""1D"", ""2D"", ""3D"", ""7D"", ""12D"", ""13D"", ""6C"", ""8C"", ""9C"", ""11C"", ""12C"", ""2S"", ""3S"", ""7S"", ""10S""]",170.68341445922852
