episode,hand,played_cards,discarded_cards,selected_cards,reward
56,"[(3, 'D'), (5, 'H'), (1, 'D'), (12, 'D'), (2, 'D'), (6, 'H'), (4, 'S'), (2, 'C')]","[(10, 'C'), (8, 'C'), (10, 'D'), (6, 'S'), (9, 'H'), (6, 'C')]",[],"[(3, 'D'), (5, 'H'), (1, 'D'), (12, 'D')]",17.0
56,"[(2, 'D'), (6, 'H'), (4, 'S'), (2, 'C'), (7, 'C'), (7, 'S'), (1, 'C'), (13, 'H')]","[(10, 'C'), (8, 'C'), (10, 'D'), (6, 'S'), (9, 'H'), (6, 'C'), (3, 'D'), (5, 'H'), (1, 'D'), (12, 'D')]",[],"[(2, 'D'), (4, 'S'), (2, 'C'), (7, 'C'), (13, 'H')]",28.0
56,"[(6, 'H'), (7, 'S'), (1, 'C'), (4, 'C'), (8, 'S'), (9, 'S'), (13, 'D'), (2, 'H')]","[(10, 'C'), (8, 'C'), (10, 'D'), (6, 'S'), (9, 'H'), (6, 'C'), (3, 'D'), (5, 'H'), (1, 'D'), (12, 'D'), (2, 'D'), (4, 'S'), (2, 'C'), (7, 'C'), (13, 'H')]",[],"[(6, 'H')]",15.0
56,"[(7, 'S'), (1, 'C'), (4, 'C'), (8, 'S'), (9, 'S'), (13, 'D'), (2, 'H'), (7, 'D')]","[(10, 'C'), (8, 'C'), (10, 'D'), (6, 'S'), (9, 'H'), (6, 'C'), (3, 'D'), (5, 'H'), (1, 'D'), (12, 'D'), (2, 'D'), (4, 'S'), (2, 'C'), (7, 'C'), (13, 'H')]","[(6, 'H')]","[(7, 'S')]",0.0
56,"[(1, 'C'), (4, 'C'), (8, 'S'), (9, 'S'), (13, 'D'), (2, 'H'), (7, 'D'), (1, 'H')]","[(10, 'C'), (8, 'C'), (10, 'D'), (6, 'S'), (9, 'H'), (6, 'C'), (3, 'D'), (5, 'H'), (1, 'D'), (12, 'D'), (2, 'D'), (4, 'S'), (2, 'C'), (7, 'C'), (13, 'H')]","[(6, 'H'), (7, 'S')]","[(1, 'C')]",0.0
56,"[(4, 'C'), (8, 'S'), (9, 'S'), (13, 'D'), (2, 'H'), (7, 'D'), (1, 'H'), (5, 'D')]","[(10, 'C'), (8, 'C'), (10, 'D'), (6, 'S'), (9, 'H'), (6, 'C'), (3, 'D'), (5, 'H'), (1, 'D'), (12, 'D'), (2, 'D'), (4, 'S'), (2, 'C'), (7, 'C'), (13, 'H')]","[(6, 'H'), (7, 'S'), (1, 'C')]","[(4, 'C'), (8, 'S'), (9, 'S')]",14.0
57,"[(11, 'D'), (11, 'S'), (13, 'C'), (4, 'D'), (1, 'H'), (3, 'S'), (9, 'D'), (12, 'S')]",[],[],"[(11, 'D'), (11, 'S')]",64.0
57,"[(13, 'C'), (4, 'D'), (1, 'H'), (3, 'S'), (9, 'D'), (12, 'S'), (9, 'H'), (5, 'C')]","[(11, 'D'), (11, 'S')]",[],"[(13, 'C'), (1, 'H'), (9, 'D'), (12, 'S')]",18.0
57,"[(4, 'D'), (3, 'S'), (9, 'H'), (5, 'C'), (9, 'C'), (12, 'D'), (3, 'C'), (2, 'D')]","[(11, 'D'), (11, 'S'), (13, 'C'), (1, 'H'), (9, 'D'), (12, 'S')]",[],"[(4, 'D'), (9, 'H'), (9, 'C')]",56.0
57,"[(3, 'S'), (5, 'C'), (12, 'D'), (3, 'C'), (2, 'D'), (1, 'S'), (5, 'D'), (6, 'C')]","[(11, 'D'), (11, 'S'), (13, 'C'), (1, 'H'), (9, 'D'), (12, 'S'), (4, 'D'), (9, 'H'), (9, 'C')]",[],"[(3, 'S'), (5, 'C')]",10.0
57,"[(12, 'D'), (3, 'C'), (2, 'D'), (1, 'S'), (5, 'D'), (6, 'C'), (7, 'S'), (8, 'H')]","[(11, 'D'), (11, 'S'), (13, 'C'), (1, 'H'), (9, 'D'), (12, 'S'), (4, 'D'), (9, 'H'), (9, 'C'), (3, 'S'), (5, 'C')]",[],"[(12, 'D')]",17.0
58,"[(6, 'D'), (11, 'H'), (11, 'D'), (11, 'C'), (3, 'S'), (5, 'D'), (4, 'D'), (9, 'D')]",[],[],"[(11, 'H'), (11, 'D'), (11, 'C')]",189.0
58,"[(6, 'D'), (3, 'S'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'H'), (7, 'D'), (1, 'C')]","[(11, 'H'), (11, 'D'), (11, 'C')]",[],"[(6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D')]",264.0
58,"[(3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H'), (13, 'H'), (1, 'D'), (3, 'D')]","[(11, 'H'), (11, 'D'), (11, 'C'), (6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D')]",[],"[(3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H')]",14.0
58,"[(13, 'H'), (1, 'D'), (3, 'D'), (1, 'S'), (2, 'H'), (4, 'H'), (8, 'C'), (10, 'D')]","[(11, 'H'), (11, 'D'), (11, 'C'), (6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D'), (3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H')]",[],"[(13, 'H'), (1, 'D')]",18.0
58,"[(3, 'D'), (1, 'S'), (2, 'H'), (4, 'H'), (8, 'C'), (10, 'D'), (2, 'C'), (5, 'S')]","[(11, 'H'), (11, 'D'), (11, 'C'), (6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D'), (3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H'), (13, 'H'), (1, 'D')]",[],"[(3, 'D')]",0.0
58,"[(1, 'S'), (2, 'H'), (4, 'H'), (8, 'C'), (10, 'D'), (2, 'C'), (5, 'S'), (9, 'C')]","[(11, 'H'), (11, 'D'), (11, 'C'), (6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D'), (3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H'), (13, 'H'), (1, 'D')]","[(3, 'D')]","[(1, 'S'), (2, 'H')]",2.0
58,"[(4, 'H'), (8, 'C'), (10, 'D'), (2, 'C'), (5, 'S'), (9, 'C'), (12, 'S'), (2, 'S')]","[(11, 'H'), (11, 'D'), (11, 'C'), (6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D'), (3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H'), (13, 'H'), (1, 'D')]","[(3, 'D'), (1, 'S'), (2, 'H')]","[(4, 'H')]",44.0
58,"[(8, 'C'), (10, 'D'), (2, 'C'), (5, 'S'), (9, 'C'), (12, 'S'), (2, 'S'), (12, 'H')]","[(11, 'H'), (11, 'D'), (11, 'C'), (6, 'D'), (5, 'D'), (4, 'D'), (9, 'D'), (7, 'D'), (3, 'S'), (7, 'H'), (1, 'C'), (8, 'S'), (9, 'H'), (13, 'H'), (1, 'D')]","[(3, 'D'), (1, 'S'), (2, 'H'), (4, 'H')]","[(8, 'C'), (10, 'D')]",15.0
59,"[(9, 'C'), (2, 'D'), (2, 'C'), (13, 'S'), (4, 'C'), (11, 'C'), (5, 'C'), (5, 'H')]",[],[],"[(9, 'C'), (2, 'D')]",14.0
59,"[(2, 'C'), (13, 'S'), (4, 'C'), (11, 'C'), (5, 'C'), (5, 'H'), (10, 'H'), (2, 'S')]","[(9, 'C'), (2, 'D')]",[],"[(2, 'C'), (4, 'C'), (11, 'C'), (5, 'C')]",16.0
59,"[(13, 'S'), (5, 'H'), (10, 'H'), (2, 'S'), (3, 'D'), (6, 'D'), (3, 'H'), (1, 'C')]","[(9, 'C'), (2, 'D'), (2, 'C'), (4, 'C'), (11, 'C'), (5, 'C')]",[],"[(13, 'S'), (10, 'H')]",18.0
59,"[(5, 'H'), (2, 'S'), (3, 'D'), (6, 'D'), (3, 'H'), (1, 'C'), (11, 'D'), (7, 'S')]","[(9, 'C'), (2, 'D'), (2, 'C'), (4, 'C'), (11, 'C'), (5, 'C'), (13, 'S'), (10, 'H')]",[],"[(5, 'H'), (6, 'D'), (3, 'H')]",11.0
59,"[(2, 'S'), (3, 'D'), (1, 'C'), (11, 'D'), (7, 'S'), (3, 'C'), (7, 'H'), (13, 'H')]","[(9, 'C'), (2, 'D'), (2, 'C'), (4, 'C'), (11, 'C'), (5, 'C'), (13, 'S'), (10, 'H'), (5, 'H'), (6, 'D'), (3, 'H')]",[],"[(2, 'S'), (3, 'D'), (1, 'C')]",8.0
60,"[(11, 'D'), (3, 'C'), (3, 'S'), (6, 'C'), (8, 'H'), (8, 'D'), (1, 'S'), (10, 'C')]",[],[],"[(11, 'D'), (3, 'C')]",16.0
60,"[(3, 'S'), (6, 'C'), (8, 'H'), (8, 'D'), (1, 'S'), (10, 'C'), (3, 'D'), (4, 'D')]","[(11, 'D'), (3, 'C')]",[],"[(3, 'S'), (8, 'H'), (8, 'D'), (10, 'C')]",52.0
60,"[(6, 'C'), (1, 'S'), (3, 'D'), (4, 'D'), (7, 'C'), (7, 'H'), (4, 'H'), (9, 'C')]","[(11, 'D'), (3, 'C'), (3, 'S'), (8, 'H'), (8, 'D'), (10, 'C')]",[],"[(6, 'C'), (3, 'D'), (4, 'D'), (7, 'H'), (9, 'C')]",14.0
60,"[(1, 'S'), (7, 'C'), (4, 'H'), (5, 'S'), (11, 'H'), (1, 'H'), (4, 'C'), (5, 'D')]","[(11, 'D'), (3, 'C'), (3, 'S'), (8, 'H'), (8, 'D'), (10, 'C'), (6, 'C'), (3, 'D'), (4, 'D'), (7, 'H'), (9, 'C')]",[],"[(1, 'S'), (4, 'H'), (5, 'S'), (11, 'H')]",16.0
60,"[(7, 'C'), (1, 'H'), (4, 'C'), (5, 'D'), (6, 'S'), (9, 'S'), (13, 'S'), (9, 'D')]","[(11, 'D'), (3, 'C'), (3, 'S'), (8, 'H'), (8, 'D'), (10, 'C'), (6, 'C'), (3, 'D'), (4, 'D'), (7, 'H'), (9, 'C'), (1, 'S'), (4, 'H'), (5, 'S'), (11, 'H')]",[],"[(7, 'C')]",0.0
60,"[(1, 'H'), (4, 'C'), (5, 'D'), (6, 'S'), (9, 'S'), (13, 'S'), (9, 'D'), (7, 'D')]","[(11, 'D'), (3, 'C'), (3, 'S'), (8, 'H'), (8, 'D'), (10, 'C'), (6, 'C'), (3, 'D'), (4, 'D'), (7, 'H'), (9, 'C'), (1, 'S'), (4, 'H'), (5, 'S'), (11, 'H')]","[(7, 'C')]","[(1, 'H'), (5, 'D'), (6, 'S'), (9, 'S')]",14.0
61,"[(2, 'H'), (7, 'H'), (4, 'C'), (5, 'C'), (13, 'H'), (5, 'H'), (6, 'S'), (4, 'H')]",[],[],"[(2, 'H'), (7, 'H')]",12.0
61,"[(4, 'C'), (5, 'C'), (13, 'H'), (5, 'H'), (6, 'S'), (4, 'H'), (3, 'S'), (10, 'H')]","[(2, 'H'), (7, 'H')]",[],"[(4, 'C'), (5, 'C')]",10.0
61,"[(13, 'H'), (5, 'H'), (6, 'S'), (4, 'H'), (3, 'S'), (10, 'H'), (7, 'C'), (10, 'S')]","[(2, 'H'), (7, 'H'), (4, 'C'), (5, 'C')]",[],"[(13, 'H'), (10, 'H'), (10, 'S')]",60.0
61,"[(5, 'H'), (6, 'S'), (4, 'H'), (3, 'S'), (7, 'C'), (2, 'D'), (4, 'S'), (9, 'H')]","[(2, 'H'), (7, 'H'), (4, 'C'), (5, 'C'), (13, 'H'), (10, 'H'), (10, 'S')]",[],"[(5, 'H'), (6, 'S'), (4, 'H'), (3, 'S')]",11.0
61,"[(7, 'C'), (2, 'D'), (4, 'S'), (9, 'H'), (1, 'H'), (12, 'C'), (12, 'H'), (1, 'S')]","[(2, 'H'), (7, 'H'), (4, 'C'), (5, 'C'), (13, 'H'), (10, 'H'), (10, 'S'), (5, 'H'), (6, 'S'), (4, 'H'), (3, 'S')]",[],"[(7, 'C')]",0.0
61,"[(2, 'D'), (4, 'S'), (9, 'H'), (1, 'H'), (12, 'C'), (12, 'H'), (1, 'S'), (6, 'D')]","[(2, 'H'), (7, 'H'), (4, 'C'), (5, 'C'), (13, 'H'), (10, 'H'), (10, 'S'), (5, 'H'), (6, 'S'), (4, 'H'), (3, 'S')]","[(7, 'C')]","[(2, 'D'), (1, 'H'), (12, 'C'), (12, 'H')]",68.0
62,"[(3, 'S'), (2, 'S'), (11, 'S'), (12, 'D'), (7, 'D'), (11, 'D'), (8, 'S'), (10, 'S')]",[],[],"[(3, 'S'), (2, 'S'), (11, 'S')]",16.0
62,"[(12, 'D'), (7, 'D'), (11, 'D'), (8, 'S'), (10, 'S'), (9, 'D'), (12, 'H'), (6, 'D')]","[(3, 'S'), (2, 'S'), (11, 'S')]",[],"[(12, 'D'), (7, 'D'), (11, 'D')]",17.0
62,"[(8, 'S'), (10, 'S'), (9, 'D'), (12, 'H'), (6, 'D'), (4, 'H'), (1, 'S'), (4, 'S')]","[(3, 'S'), (2, 'S'), (11, 'S'), (12, 'D'), (7, 'D'), (11, 'D')]",[],"[(8, 'S'), (10, 'S')]",15.0
62,"[(9, 'D'), (12, 'H'), (6, 'D'), (4, 'H'), (1, 'S'), (4, 'S'), (11, 'H'), (5, 'S')]","[(3, 'S'), (2, 'S'), (11, 'S'), (12, 'D'), (7, 'D'), (11, 'D'), (8, 'S'), (10, 'S')]",[],"[(9, 'D')]",0.0
62,"[(12, 'H'), (6, 'D'), (4, 'H'), (1, 'S'), (4, 'S'), (11, 'H'), (5, 'S'), (13, 'S')]","[(3, 'S'), (2, 'S'), (11, 'S'), (12, 'D'), (7, 'D'), (11, 'D'), (8, 'S'), (10, 'S')]","[(9, 'D')]","[(12, 'H'), (11, 'H'), (5, 'S'), (13, 'S')]",18.0
62,"[(6, 'D'), (4, 'H'), (1, 'S'), (4, 'S'), (5, 'H'), (3, 'D'), (5, 'D'), (3, 'H')]","[(3, 'S'), (2, 'S'), (11, 'S'), (12, 'D'), (7, 'D'), (11, 'D'), (8, 'S'), (10, 'S'), (12, 'H'), (11, 'H'), (5, 'S'), (13, 'S')]","[(9, 'D')]","[(6, 'D'), (4, 'S'), (5, 'H'), (3, 'D'), (5, 'D')]",40.0
63,"[(11, 'C'), (3, 'S'), (6, 'C'), (6, 'H'), (9, 'S'), (1, 'C'), (2, 'D'), (13, 'H')]",[],[],"[(11, 'C'), (6, 'C'), (6, 'H'), (13, 'H')]",44.0
63,"[(3, 'S'), (9, 'S'), (1, 'C'), (2, 'D'), (2, 'C'), (11, 'H'), (4, 'D'), (3, 'C')]","[(11, 'C'), (6, 'C'), (6, 'H'), (13, 'H')]",[],"[(3, 'S'), (1, 'C'), (2, 'D'), (11, 'H'), (3, 'C')]",32.0
63,"[(9, 'S'), (2, 'C'), (4, 'D'), (9, 'D'), (11, 'S'), (8, 'S'), (7, 'C'), (4, 'H')]","[(11, 'C'), (6, 'C'), (6, 'H'), (13, 'H'), (3, 'S'), (1, 'C'), (2, 'D'), (11, 'H'), (3, 'C')]",[],"[(9, 'S'), (9, 'D'), (11, 'S'), (8, 'S')]",56.0
63,"[(2, 'C'), (4, 'D'), (7, 'C'), (4, 'H'), (12, 'S'), (1, 'D'), (3, 'H'), (7, 'H')]","[(11, 'C'), (6, 'C'), (6, 'H'), (13, 'H'), (3, 'S'), (1, 'C'), (2, 'D'), (11, 'H'), (3, 'C'), (9, 'S'), (9, 'D'), (11, 'S'), (8, 'S')]",[],"[(2, 'C'), (4, 'D')]",0.0
63,"[(7, 'C'), (4, 'H'), (12, 'S'), (1, 'D'), (3, 'H'), (7, 'H'), (2, 'H'), (10, 'D')]","[(11, 'C'), (6, 'C'), (6, 'H'), (13, 'H'), (3, 'S'), (1, 'C'), (2, 'D'), (11, 'H'), (3, 'C'), (9, 'S'), (9, 'D'), (11, 'S'), (8, 'S')]","[(2, 'C'), (4, 'D')]","[(7, 'C'), (1, 'D'), (3, 'H')]",12.0
63,"[(4, 'H'), (12, 'S'), (7, 'H'), (2, 'H'), (10, 'D'), (6, 'D'), (5, 'H'), (10, 'S')]","[(11, 'C'), (6, 'C'), (6, 'H'), (13, 'H'), (3, 'S'), (1, 'C'), (2, 'D'), (11, 'H'), (3, 'C'), (9, 'S'), (9, 'D'), (11, 'S'), (8, 'S'), (7, 'C'), (1, 'D'), (3, 'H')]","[(2, 'C'), (4, 'D')]","[(4, 'H'), (7, 'H')]",12.0
64,"[(13, 'S'), (7, 'C'), (8, 'S'), (9, 'H'), (6, 'H'), (8, 'D'), (7, 'D'), (3, 'D')]",[],[],"[(13, 'S'), (8, 'S'), (9, 'H'), (6, 'H')]",18.0
64,"[(7, 'C'), (8, 'D'), (7, 'D'), (3, 'D'), (3, 'S'), (9, 'D'), (12, 'H'), (10, 'H')]","[(13, 'S'), (8, 'S'), (9, 'H'), (6, 'H')]",[],"[(7, 'C'), (8, 'D')]",13.0
64,"[(7, 'D'), (3, 'D'), (3, 'S'), (9, 'D'), (12, 'H'), (10, 'H'), (8, 'C'), (7, 'H')]","[(13, 'S'), (8, 'S'), (9, 'H'), (6, 'H'), (7, 'C'), (8, 'D')]",[],"[(7, 'D'), (3, 'S'), (9, 'D'), (12, 'H'), (10, 'H')]",17.0
64,"[(3, 'D'), (8, 'C'), (7, 'H'), (10, 'C'), (4, 'D'), (10, 'D'), (5, 'D'), (13, 'D')]","[(13, 'S'), (8, 'S'), (9, 'H'), (6, 'H'), (7, 'C'), (8, 'D'), (7, 'D'), (3, 'S'), (9, 'D'), (12, 'H'), (10, 'H')]",[],"[(3, 'D'), (10, 'C'), (10, 'D'), (5, 'D'), (13, 'D')]",60.0
64,"[(8, 'C'), (7, 'H'), (4, 'D'), (2, 'C'), (11, 'H'), (12, 'S'), (9, 'S'), (5, 'H')]","[(13, 'S'), (8, 'S'), (9, 'H'), (6, 'H'), (7, 'C'), (8, 'D'), (7, 'D'), (3, 'S'), (9, 'D'), (12, 'H'), (10, 'H'), (3, 'D'), (10, 'C'), (10, 'D'), (5, 'D'), (13, 'D')]",[],"[(8, 'C'), (7, 'H')]",13.0
65,"[(9, 'C'), (3, 'H'), (7, 'S'), (13, 'H'), (8, 'H'), (11, 'C'), (11, 'H'), (10, 'H')]",[],[],"[(9, 'C'), (13, 'H'), (8, 'H'), (11, 'C')]",18.0
65,"[(3, 'H'), (7, 'S'), (11, 'H'), (10, 'H'), (9, 'D'), (2, 'S'), (1, 'S'), (8, 'D')]","[(9, 'C'), (13, 'H'), (8, 'H'), (11, 'C')]",[],"[(3, 'H'), (11, 'H'), (10, 'H')]",16.0
65,"[(7, 'S'), (9, 'D'), (2, 'S'), (1, 'S'), (8, 'D'), (4, 'C'), (12, 'S'), (8, 'C')]","[(9, 'C'), (13, 'H'), (8, 'H'), (11, 'C'), (3, 'H'), (11, 'H'), (10, 'H')]",[],"[(7, 'S'), (1, 'S'), (8, 'D'), (12, 'S'), (8, 'C')]",52.0
65,"[(9, 'D'), (2, 'S'), (4, 'C'), (7, 'C'), (5, 'D'), (5, 'C'), (5, 'H'), (10, 'D')]","[(9, 'C'), (13, 'H'), (8, 'H'), (11, 'C'), (3, 'H'), (11, 'H'), (10, 'H'), (7, 'S'), (1, 'S'), (8, 'D'), (12, 'S'), (8, 'C')]",[],"[(9, 'D'), (7, 'C'), (5, 'D'), (5, 'C'), (10, 'D')]",40.0
65,"[(2, 'S'), (4, 'C'), (5, 'H'), (10, 'C'), (6, 'S'), (2, 'H'), (9, 'S'), (2, 'C')]","[(9, 'C'), (13, 'H'), (8, 'H'), (11, 'C'), (3, 'H'), (11, 'H'), (10, 'H'), (7, 'S'), (1, 'S'), (8, 'D'), (12, 'S'), (8, 'C'), (9, 'D'), (7, 'C'), (5, 'D'), (5, 'C'), (10, 'D')]",[],"[(2, 'S')]",6.0
65,"[(4, 'C'), (5, 'H'), (10, 'C'), (6, 'S'), (2, 'H'), (9, 'S'), (2, 'C'), (4, 'D')]","[(9, 'C'), (13, 'H'), (8, 'H'), (11, 'C'), (3, 'H'), (11, 'H'), (10, 'H'), (7, 'S'), (1, 'S'), (8, 'D'), (12, 'S'), (8, 'C'), (9, 'D'), (7, 'C'), (5, 'D'), (5, 'C'), (10, 'D')]","[(2, 'S')]","[(4, 'C'), (5, 'H'), (6, 'S')]",11.0
66,"[(4, 'C'), (10, 'D'), (7, 'S'), (6, 'H'), (6, 'C'), (2, 'H'), (6, 'S'), (11, 'H')]",[],[],"[(4, 'C'), (7, 'S'), (6, 'H'), (6, 'C'), (6, 'S'), (11, 'H')]",144.0
66,"[(10, 'D'), (2, 'H'), (1, 'S'), (10, 'H'), (13, 'S'), (4, 'S'), (9, 'H'), (12, 'D')]","[(4, 'C'), (7, 'S'), (6, 'H'), (6, 'C'), (6, 'S'), (11, 'H')]",[],"[(10, 'D'), (10, 'H'), (13, 'S'), (9, 'H'), (12, 'D')]",60.0
66,"[(2, 'H'), (1, 'S'), (4, 'S'), (3, 'H'), (9, 'C'), (8, 'S'), (1, 'H'), (6, 'D')]","[(4, 'C'), (7, 'S'), (6, 'H'), (6, 'C'), (6, 'S'), (11, 'H'), (10, 'D'), (10, 'H'), (13, 'S'), (9, 'H'), (12, 'D')]",[],"[(2, 'H'), (1, 'S'), (4, 'S'), (3, 'H')]",9.0
66,"[(9, 'C'), (8, 'S'), (1, 'H'), (6, 'D'), (7, 'H'), (9, 'S'), (13, 'D'), (9, 'D')]","[(4, 'C'), (7, 'S'), (6, 'H'), (6, 'C'), (6, 'S'), (11, 'H'), (10, 'D'), (10, 'H'), (13, 'S'), (9, 'H'), (12, 'D'), (2, 'H'), (1, 'S'), (4, 'S'), (3, 'H')]",[],"[(9, 'C'), (8, 'S')]",14.0
66,"[(1, 'H'), (6, 'D'), (7, 'H'), (9, 'S'), (13, 'D'), (9, 'D'), (8, 'H'), (11, 'D')]","[(4, 'C'), (7, 'S'), (6, 'H'), (6, 'C'), (6, 'S'), (11, 'H'), (10, 'D'), (10, 'H'), (13, 'S'), (9, 'H'), (12, 'D'), (2, 'H'), (1, 'S'), (4, 'S'), (3, 'H'), (9, 'C'), (8, 'S')]",[],"[(1, 'H'), (7, 'H')]",12.0
67,"[(2, 'C'), (4, 'D'), (5, 'D'), (6, 'H'), (8, 'H'), (6, 'D'), (9, 'H'), (7, 'C')]",[],[],"[(4, 'D'), (5, 'D'), (6, 'H')]",11.0
67,"[(2, 'C'), (8, 'H'), (6, 'D'), (9, 'H'), (7, 'C'), (3, 'H'), (12, 'D'), (12, 'S')]","[(4, 'D'), (5, 'D'), (6, 'H')]",[],"[(2, 'C'), (8, 'H'), (6, 'D'), (9, 'H'), (7, 'C')]",14.0
67,"[(3, 'H'), (12, 'D'), (12, 'S'), (11, 'H'), (2, 'S'), (9, 'S'), (1, 'D'), (5, 'C')]","[(4, 'D'), (5, 'D'), (6, 'H'), (2, 'C'), (8, 'H'), (6, 'D'), (9, 'H'), (7, 'C')]",[],"[(3, 'H'), (12, 'D')]",17.0
67,"[(12, 'S'), (11, 'H'), (2, 'S'), (9, 'S'), (1, 'D'), (5, 'C'), (4, 'C'), (3, 'S')]","[(4, 'D'), (5, 'D'), (6, 'H'), (2, 'C'), (8, 'H'), (6, 'D'), (9, 'H'), (7, 'C'), (3, 'H'), (12, 'D')]",[],"[(12, 'S'), (11, 'H')]",17.0
67,"[(2, 'S'), (9, 'S'), (1, 'D'), (5, 'C'), (4, 'C'), (3, 'S'), (6, 'C'), (8, 'D')]","[(4, 'D'), (5, 'D'), (6, 'H'), (2, 'C'), (8, 'H'), (6, 'D'), (9, 'H'), (7, 'C'), (3, 'H'), (12, 'D'), (12, 'S'), (11, 'H')]",[],"[(2, 'S'), (9, 'S')]",14.0
68,"[(1, 'S'), (10, 'S'), (5, 'D'), (2, 'H'), (10, 'C'), (8, 'H'), (1, 'C'), (7, 'H')]",[],[],"[(1, 'S'), (10, 'S')]",15.0
68,"[(5, 'D'), (2, 'H'), (10, 'C'), (8, 'H'), (1, 'C'), (7, 'H'), (8, 'C'), (5, 'H')]","[(1, 'S'), (10, 'S')]",[],"[(5, 'D'), (10, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (5, 'H')]",92.0
68,"[(2, 'H'), (1, 'C'), (1, 'D'), (9, 'D'), (3, 'H'), (10, 'D'), (4, 'H'), (12, 'S')]","[(1, 'S'), (10, 'S'), (5, 'D'), (10, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (5, 'H')]",[],"[(2, 'H'), (1, 'C')]",7.0
68,"[(1, 'D'), (9, 'D'), (3, 'H'), (10, 'D'), (4, 'H'), (12, 'S'), (9, 'H'), (3, 'S')]","[(1, 'S'), (10, 'S'), (5, 'D'), (10, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (5, 'H'), (2, 'H'), (1, 'C')]",[],"[(1, 'D'), (9, 'D'), (10, 'D')]",15.0
68,"[(3, 'H'), (4, 'H'), (12, 'S'), (9, 'H'), (3, 'S'), (13, 'H'), (2, 'D'), (6, 'H')]","[(1, 'S'), (10, 'S'), (5, 'D'), (10, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (5, 'H'), (2, 'H'), (1, 'C'), (1, 'D'), (9, 'D'), (10, 'D')]",[],"[(3, 'H'), (4, 'H')]",0.0
68,"[(12, 'S'), (9, 'H'), (3, 'S'), (13, 'H'), (2, 'D'), (6, 'H'), (12, 'C'), (6, 'C')]","[(1, 'S'), (10, 'S'), (5, 'D'), (10, 'C'), (8, 'H'), (7, 'H'), (8, 'C'), (5, 'H'), (2, 'H'), (1, 'C'), (1, 'D'), (9, 'D'), (10, 'D')]","[(3, 'H'), (4, 'H')]","[(12, 'S'), (9, 'H')]",17.0
69,"[(7, 'H'), (12, 'D'), (2, 'H'), (12, 'H'), (8, 'C'), (11, 'C'), (11, 'H'), (5, 'D')]",[],[],"[(7, 'H'), (12, 'D'), (12, 'H')]",68.0
69,"[(2, 'H'), (8, 'C'), (11, 'C'), (11, 'H'), (5, 'D'), (13, 'H'), (2, 'D'), (9, 'C')]","[(7, 'H'), (12, 'D'), (12, 'H')]",[],"[(2, 'H'), (11, 'C'), (11, 'H'), (13, 'H'), (9, 'C')]",64.0
69,"[(8, 'C'), (5, 'D'), (2, 'D'), (6, 'S'), (10, 'S'), (1, 'C'), (4, 'D'), (4, 'S')]","[(7, 'H'), (12, 'D'), (12, 'H'), (2, 'H'), (11, 'C'), (11, 'H'), (13, 'H'), (9, 'C')]",[],"[(8, 'C'), (6, 'S'), (10, 'S'), (1, 'C')]",15.0
69,"[(5, 'D'), (2, 'D'), (4, 'D'), (4, 'S'), (9, 'S'), (4, 'C'), (7, 'S'), (5, 'S')]","[(7, 'H'), (12, 'D'), (12, 'H'), (2, 'H'), (11, 'C'), (11, 'H'), (13, 'H'), (9, 'C'), (8, 'C'), (6, 'S'), (10, 'S'), (1, 'C')]",[],"[(5, 'D'), (2, 'D'), (4, 'D')]",10.0
69,"[(4, 'S'), (9, 'S'), (4, 'C'), (7, 'S'), (5, 'S'), (13, 'D'), (12, 'C'), (11, 'S')]","[(7, 'H'), (12, 'D'), (12, 'H'), (2, 'H'), (11, 'C'), (11, 'H'), (13, 'H'), (9, 'C'), (8, 'C'), (6, 'S'), (10, 'S'), (1, 'C'), (5, 'D'), (2, 'D'), (4, 'D')]",[],"[(4, 'S'), (9, 'S'), (7, 'S'), (5, 'S'), (11, 'S')]",284.0
70,"[(4, 'D'), (12, 'S'), (10, 'C'), (2, 'C'), (12, 'D'), (11, 'H'), (5, 'H'), (12, 'C')]",[],[],"[(4, 'D'), (12, 'D'), (11, 'H'), (12, 'C')]",68.0
