episode,steps,return_train,return_plot,avg_train_100,avg_plot_100,max_plot,ecoef,coef_dis
50,370,3.900730267890375,18.655042178870865,3.9931968089292984,15.921072977263805,18.655042178870865,0.05,0.3
100,758,-1.1138112564120006,14.044817476648209,3.0811729926157443,15.852465682322467,18.971756610339643,0.046,0.8
150,1142,14.698947464967352,14.698947464967352,2.3436031630742606,15.808914205474128,19.131817659511835,0.042,0.8
200,1508,9.1049961012978,18.263696469953064,3.390243922453788,15.816656903554764,19.54057561979114,0.042,0.8
250,1876,1.6762962866393414,17.63421228441294,4.119194572053874,15.740316080012228,19.54057561979114,0.038000000000000006,0.8
300,2225,0.21988610349063498,15.26185337494887,4.890868114871813,15.634974522291492,19.54057561979114,0.034,0.8
350,2583,9.817847461843932,13.984192854831775,5.453946444658604,15.770428408714665,20.050104178721032,0.030000000000000002,0.8
400,2914,9.812365254566584,14.576869505028089,6.283714381556295,15.859207968729704,20.050104178721032,0.030000000000000002,0.8
450,3238,9.523075240702024,15.509689538853454,8.07559812969534,15.986407613044582,20.050104178721032,0.026000000000000002,0.8
500,3573,6.710521380565883,14.957642000545881,7.975583671143304,15.887196949575852,20.050104178721032,0.026000000000000002,0.8
550,3898,14.295266478652687,14.295266478652687,8.01796857371139,15.909812412721553,20.050104178721032,0.022000000000000006,0.8
600,4216,14.440349878549625,18.73393055815239,9.121810132361611,16.165361954168603,21.5935906268585,0.018000000000000002,0.8
650,4546,14.513955679617517,14.513955679617517,8.73618117199415,16.011094076215386,21.5935906268585,0.018000000000000002,0.8
700,4847,3.006107424204077,16.144754719050987,9.277988383632474,15.78501286332519,21.5935906268585,0.013999999999999999,0.8
