episode,steps,return_train,return_plot,avg_train_100,avg_plot_100,max_plot,ecoef,coef_dis
100,769,0.632384193285318,16.347911294280586,2.7736932994950756,16.24268389914777,20.363820659451466,0.05,0.3
200,1533,-1.9108602642160801,13.850661462207254,2.8432025625985973,15.990000754110083,20.363820659451466,0.05,0.3
300,2303,1.1804417547395198,15.377383795010727,2.417296018054114,15.72396421591341,20.363820659451466,0.05,0.3
400,3063,-2.92039553821782,13.575261538747126,2.532981927508112,15.549830889562399,20.363820659451466,0.05,0.3
500,3826,1.751992409844946,17.771469297191132,2.8091535050851046,15.882408529481829,20.363820659451466,0.05,0.3
600,4572,1.3141494873257322,18.721835451505456,3.430293817305525,15.59047314996884,20.363820659451466,0.04983673469387755,0.3208333333333333
700,5335,-3.928072351959911,13.77655349005353,2.6307178387807415,15.786118423880804,20.363820659451466,0.04983673469387755,0.3208333333333333
800,6091,3.2316234635459606,17.438467707286843,2.9868087681781543,15.718554800701536,20.363820659451466,0.04983673469387755,0.3208333333333333
900,6864,-1.747185456415656,13.635886160563562,2.33950500295547,15.56250560492592,20.363820659451466,0.04983673469387755,0.3208333333333333
1000,7627,0.9853770717641614,15.254655400426547,2.5647187249384693,15.79200349714814,20.363820659451466,0.04983673469387755,0.3208333333333333
1100,8386,5.945772068348617,18.860675373632947,2.881302495920074,15.77042246467497,20.363820659451466,0.049673469387755104,0.3416666666666667
1200,9118,11.120951163006904,15.612973730109008,4.5297244374491985,15.990789542391248,20.363820659451466,0.049673469387755104,0.3416666666666667
1300,9848,4.044559859592734,16.02766315588473,4.1192403544258065,15.721968851511562,20.363820659451466,0.049673469387755104,0.3416666666666667
1400,10601,-0.27677251226493116,13.923568233015342,3.0210532062813718,15.75518694075464,20.621316413559377,0.049673469387755104,0.3416666666666667
1500,11339,-1.8280542670568076,14.887159925507461,3.8965022515190078,15.838610672840606,20.621316413559377,0.049673469387755104,0.3416666666666667
1600,12098,5.828172289065579,15.063783461186777,3.2160846649861967,15.980866696140527,20.621316413559377,0.049673469387755104,0.3416666666666667
1700,12827,-0.5016286397076635,15.322477996765304,4.407877451434121,15.856367237577434,21.25588438546369,0.049510204081632654,0.3625
1800,13542,8.886445979587045,14.550482749854893,5.368308075000898,15.783724069569809,21.25588438546369,0.049510204081632654,0.3625
1900,14268,1.1024500462909326,14.864551577479869,4.280169427774665,15.870188601935281,21.25588438546369,0.049510204081632654,0.3625
